probe_id,probe_type,probe_version,scene_id,evidence_match_id,target_order_match_id,setting_match_id,setting_id,setting,endpoint_geometry,name_id,name,object_id,object,condition_id,evidence_type,context_structure,context_entity_order,target_order,reverses_context_entity_order,same_setting_in_both_contexts,close_requires_body_part_inference,far_requires_endpoint_inference,relation_words_explicit,distance_magnitude_explicit,target_relation_clause_repeated,Context1,Context2,Target1,Target2,Context1_word_count,Context1_token_count,Context2_word_count,Context2_token_count,Target1_word_count,Target1_token_count,Target2_word_count,Target2_token_count
gym__name_maya__obj_bag__distance_phrase__object_first,close_far_matched_scenes,1.1,gym__name_maya__obj_bag,gym__name_maya__obj_bag__object_first,gym__name_maya__obj_bag__distance_phrase,name_maya__obj_bag__distance_phrase__object_first,gym,gym,ends,name_maya,Maya,obj_bag,bag,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,object_first,True,True,False,False,False,True,False,"In the gym, a short distance separates Maya and the bag.","In the gym, a long distance separates Maya and the bag.",The bag is close to Maya.,The bag is far from Maya.,11,13,11,13,6,7,6,7
gym__name_maya__obj_bag__distance_phrase__person_first,close_far_matched_scenes,1.1,gym__name_maya__obj_bag,gym__name_maya__obj_bag__person_first,gym__name_maya__obj_bag__distance_phrase,name_maya__obj_bag__distance_phrase__person_first,gym,gym,ends,name_maya,Maya,obj_bag,bag,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,person_first,False,True,False,False,False,True,False,"In the gym, a short distance separates Maya and the bag.","In the gym, a long distance separates Maya and the bag.",Maya is close to the bag.,Maya is far from the bag.,11,13,11,13,6,8,6,8
gym__name_maya__obj_bag__distance_phrase_object_first__object_first,close_far_matched_scenes,1.1,gym__name_maya__obj_bag,gym__name_maya__obj_bag__object_first,gym__name_maya__obj_bag__distance_phrase_object_first,name_maya__obj_bag__distance_phrase_object_first__object_first,gym,gym,ends,name_maya,Maya,obj_bag,bag,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,object_first,False,True,False,False,False,True,False,"In the gym, a short distance separates the bag and Maya.","In the gym, a long distance separates the bag and Maya.",The bag is close to Maya.,The bag is far from Maya.,11,13,11,13,6,7,6,7
gym__name_maya__obj_bag__distance_phrase_object_first__person_first,close_far_matched_scenes,1.1,gym__name_maya__obj_bag,gym__name_maya__obj_bag__person_first,gym__name_maya__obj_bag__distance_phrase_object_first,name_maya__obj_bag__distance_phrase_object_first__person_first,gym,gym,ends,name_maya,Maya,obj_bag,bag,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,person_first,True,True,False,False,False,True,False,"In the gym, a short distance separates the bag and Maya.","In the gym, a long distance separates the bag and Maya.",Maya is close to the bag.,Maya is far from the bag.,11,13,11,13,6,8,6,8
gym__name_maya__obj_bag__endpoint_placement__object_first,close_far_matched_scenes,1.1,gym__name_maya__obj_bag,gym__name_maya__obj_bag__object_first,gym__name_maya__obj_bag__endpoint_placement,name_maya__obj_bag__endpoint_placement__object_first,gym,gym,ends,name_maya,Maya,obj_bag,bag,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,object_first,True,True,True,True,False,False,False,"In the gym, Maya stands at one end. The bag rests at Maya's feet.","In the gym, Maya stands at one end. The bag rests at the other end.",The bag is close to Maya.,The bag is far from Maya.,15,18,15,18,6,7,6,7
gym__name_maya__obj_bag__endpoint_placement__person_first,close_far_matched_scenes,1.1,gym__name_maya__obj_bag,gym__name_maya__obj_bag__person_first,gym__name_maya__obj_bag__endpoint_placement,name_maya__obj_bag__endpoint_placement__person_first,gym,gym,ends,name_maya,Maya,obj_bag,bag,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,person_first,False,True,True,True,False,False,False,"In the gym, Maya stands at one end. The bag rests at Maya's feet.","In the gym, Maya stands at one end. The bag rests at the other end.",Maya is close to the bag.,Maya is far from the bag.,15,18,15,18,6,8,6,8
gym__name_maya__obj_book__direct_label__object_first,close_far_matched_scenes,1.1,gym__name_maya__obj_book,gym__name_maya__obj_book__object_first,gym__name_maya__obj_book__direct_label,name_maya__obj_book__direct_label__object_first,gym,gym,ends,name_maya,Maya,obj_book,book,direct_label,explicit_relation,locative_object_subject,object_first,object_first,False,True,False,False,True,False,True,"In the gym, the book is close to Maya.","In the gym, the book is far from Maya.",The book is close to Maya.,The book is far from Maya.,9,11,9,11,6,7,6,7
gym__name_maya__obj_book__direct_label__person_first,close_far_matched_scenes,1.1,gym__name_maya__obj_book,gym__name_maya__obj_book__person_first,gym__name_maya__obj_book__direct_label,name_maya__obj_book__direct_label__person_first,gym,gym,ends,name_maya,Maya,obj_book,book,direct_label,explicit_relation,locative_object_subject,object_first,person_first,True,True,False,False,True,False,False,"In the gym, the book is close to Maya.","In the gym, the book is far from Maya.",Maya is close to the book.,Maya is far from the book.,9,11,9,11,6,8,6,8
gym__name_maya__obj_book__distance_phrase__object_first,close_far_matched_scenes,1.1,gym__name_maya__obj_book,gym__name_maya__obj_book__object_first,gym__name_maya__obj_book__distance_phrase,name_maya__obj_book__distance_phrase__object_first,gym,gym,ends,name_maya,Maya,obj_book,book,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,object_first,True,True,False,False,False,True,False,"In the gym, a short distance separates Maya and the book.","In the gym, a long distance separates Maya and the book.",The book is close to Maya.,The book is far from Maya.,11,13,11,13,6,7,6,7
gym__name_maya__obj_book__distance_phrase__person_first,close_far_matched_scenes,1.1,gym__name_maya__obj_book,gym__name_maya__obj_book__person_first,gym__name_maya__obj_book__distance_phrase,name_maya__obj_book__distance_phrase__person_first,gym,gym,ends,name_maya,Maya,obj_book,book,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,person_first,False,True,False,False,False,True,False,"In the gym, a short distance separates Maya and the book.","In the gym, a long distance separates Maya and the book.",Maya is close to the book.,Maya is far from the book.,11,13,11,13,6,8,6,8
gym__name_maya__obj_book__distance_phrase_object_first__object_first,close_far_matched_scenes,1.1,gym__name_maya__obj_book,gym__name_maya__obj_book__object_first,gym__name_maya__obj_book__distance_phrase_object_first,name_maya__obj_book__distance_phrase_object_first__object_first,gym,gym,ends,name_maya,Maya,obj_book,book,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,object_first,False,True,False,False,False,True,False,"In the gym, a short distance separates the book and Maya.","In the gym, a long distance separates the book and Maya.",The book is close to Maya.,The book is far from Maya.,11,13,11,13,6,7,6,7
gym__name_maya__obj_book__distance_phrase_object_first__person_first,close_far_matched_scenes,1.1,gym__name_maya__obj_book,gym__name_maya__obj_book__person_first,gym__name_maya__obj_book__distance_phrase_object_first,name_maya__obj_book__distance_phrase_object_first__person_first,gym,gym,ends,name_maya,Maya,obj_book,book,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,person_first,True,True,False,False,False,True,False,"In the gym, a short distance separates the book and Maya.","In the gym, a long distance separates the book and Maya.",Maya is close to the book.,Maya is far from the book.,11,13,11,13,6,8,6,8
gym__name_maya__obj_book__endpoint_placement__object_first,close_far_matched_scenes,1.1,gym__name_maya__obj_book,gym__name_maya__obj_book__object_first,gym__name_maya__obj_book__endpoint_placement,name_maya__obj_book__endpoint_placement__object_first,gym,gym,ends,name_maya,Maya,obj_book,book,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,object_first,True,True,True,True,False,False,False,"In the gym, Maya stands at one end. The book rests at Maya's feet.","In the gym, Maya stands at one end. The book rests at the other end.",The book is close to Maya.,The book is far from Maya.,15,18,15,18,6,7,6,7
gym__name_maya__obj_book__endpoint_placement__person_first,close_far_matched_scenes,1.1,gym__name_maya__obj_book,gym__name_maya__obj_book__person_first,gym__name_maya__obj_book__endpoint_placement,name_maya__obj_book__endpoint_placement__person_first,gym,gym,ends,name_maya,Maya,obj_book,book,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,person_first,False,True,True,True,False,False,False,"In the gym, Maya stands at one end. The book rests at Maya's feet.","In the gym, Maya stands at one end. The book rests at the other end.",Maya is close to the book.,Maya is far from the book.,15,18,15,18,6,8,6,8
gym__name_maya__obj_cone__direct_label__object_first,close_far_matched_scenes,1.1,gym__name_maya__obj_cone,gym__name_maya__obj_cone__object_first,gym__name_maya__obj_cone__direct_label,name_maya__obj_cone__direct_label__object_first,gym,gym,ends,name_maya,Maya,obj_cone,cone,direct_label,explicit_relation,locative_object_subject,object_first,object_first,False,True,False,False,True,False,True,"In the gym, the cone is close to Maya.","In the gym, the cone is far from Maya.",The cone is close to Maya.,The cone is far from Maya.,9,11,9,11,6,7,6,7
gym__name_maya__obj_cone__direct_label__person_first,close_far_matched_scenes,1.1,gym__name_maya__obj_cone,gym__name_maya__obj_cone__person_first,gym__name_maya__obj_cone__direct_label,name_maya__obj_cone__direct_label__person_first,gym,gym,ends,name_maya,Maya,obj_cone,cone,direct_label,explicit_relation,locative_object_subject,object_first,person_first,True,True,False,False,True,False,False,"In the gym, the cone is close to Maya.","In the gym, the cone is far from Maya.",Maya is close to the cone.,Maya is far from the cone.,9,11,9,11,6,8,6,8
gym__name_maya__obj_cone__distance_phrase__object_first,close_far_matched_scenes,1.1,gym__name_maya__obj_cone,gym__name_maya__obj_cone__object_first,gym__name_maya__obj_cone__distance_phrase,name_maya__obj_cone__distance_phrase__object_first,gym,gym,ends,name_maya,Maya,obj_cone,cone,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,object_first,True,True,False,False,False,True,False,"In the gym, a short distance separates Maya and the cone.","In the gym, a long distance separates Maya and the cone.",The cone is close to Maya.,The cone is far from Maya.,11,13,11,13,6,7,6,7
gym__name_maya__obj_cone__distance_phrase__person_first,close_far_matched_scenes,1.1,gym__name_maya__obj_cone,gym__name_maya__obj_cone__person_first,gym__name_maya__obj_cone__distance_phrase,name_maya__obj_cone__distance_phrase__person_first,gym,gym,ends,name_maya,Maya,obj_cone,cone,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,person_first,False,True,False,False,False,True,False,"In the gym, a short distance separates Maya and the cone.","In the gym, a long distance separates Maya and the cone.",Maya is close to the cone.,Maya is far from the cone.,11,13,11,13,6,8,6,8
gym__name_maya__obj_cone__distance_phrase_object_first__object_first,close_far_matched_scenes,1.1,gym__name_maya__obj_cone,gym__name_maya__obj_cone__object_first,gym__name_maya__obj_cone__distance_phrase_object_first,name_maya__obj_cone__distance_phrase_object_first__object_first,gym,gym,ends,name_maya,Maya,obj_cone,cone,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,object_first,False,True,False,False,False,True,False,"In the gym, a short distance separates the cone and Maya.","In the gym, a long distance separates the cone and Maya.",The cone is close to Maya.,The cone is far from Maya.,11,13,11,13,6,7,6,7
gym__name_maya__obj_cone__distance_phrase_object_first__person_first,close_far_matched_scenes,1.1,gym__name_maya__obj_cone,gym__name_maya__obj_cone__person_first,gym__name_maya__obj_cone__distance_phrase_object_first,name_maya__obj_cone__distance_phrase_object_first__person_first,gym,gym,ends,name_maya,Maya,obj_cone,cone,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,person_first,True,True,False,False,False,True,False,"In the gym, a short distance separates the cone and Maya.","In the gym, a long distance separates the cone and Maya.",Maya is close to the cone.,Maya is far from the cone.,11,13,11,13,6,8,6,8
gym__name_maya__obj_cone__endpoint_placement__object_first,close_far_matched_scenes,1.1,gym__name_maya__obj_cone,gym__name_maya__obj_cone__object_first,gym__name_maya__obj_cone__endpoint_placement,name_maya__obj_cone__endpoint_placement__object_first,gym,gym,ends,name_maya,Maya,obj_cone,cone,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,object_first,True,True,True,True,False,False,False,"In the gym, Maya stands at one end. The cone rests at Maya's feet.","In the gym, Maya stands at one end. The cone rests at the other end.",The cone is close to Maya.,The cone is far from Maya.,15,18,15,18,6,7,6,7
gym__name_maya__obj_cone__endpoint_placement__person_first,close_far_matched_scenes,1.1,gym__name_maya__obj_cone,gym__name_maya__obj_cone__person_first,gym__name_maya__obj_cone__endpoint_placement,name_maya__obj_cone__endpoint_placement__person_first,gym,gym,ends,name_maya,Maya,obj_cone,cone,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,person_first,False,True,True,True,False,False,False,"In the gym, Maya stands at one end. The cone rests at Maya's feet.","In the gym, Maya stands at one end. The cone rests at the other end.",Maya is close to the cone.,Maya is far from the cone.,15,18,15,18,6,8,6,8
gym__name_maya__obj_helmet__direct_label__object_first,close_far_matched_scenes,1.1,gym__name_maya__obj_helmet,gym__name_maya__obj_helmet__object_first,gym__name_maya__obj_helmet__direct_label,name_maya__obj_helmet__direct_label__object_first,gym,gym,ends,name_maya,Maya,obj_helmet,helmet,direct_label,explicit_relation,locative_object_subject,object_first,object_first,False,True,False,False,True,False,True,"In the gym, the helmet is close to Maya.","In the gym, the helmet is far from Maya.",The helmet is close to Maya.,The helmet is far from Maya.,9,11,9,11,6,7,6,7
gym__name_maya__obj_helmet__direct_label__person_first,close_far_matched_scenes,1.1,gym__name_maya__obj_helmet,gym__name_maya__obj_helmet__person_first,gym__name_maya__obj_helmet__direct_label,name_maya__obj_helmet__direct_label__person_first,gym,gym,ends,name_maya,Maya,obj_helmet,helmet,direct_label,explicit_relation,locative_object_subject,object_first,person_first,True,True,False,False,True,False,False,"In the gym, the helmet is close to Maya.","In the gym, the helmet is far from Maya.",Maya is close to the helmet.,Maya is far from the helmet.,9,11,9,11,6,8,6,8
gym__name_maya__obj_helmet__distance_phrase__object_first,close_far_matched_scenes,1.1,gym__name_maya__obj_helmet,gym__name_maya__obj_helmet__object_first,gym__name_maya__obj_helmet__distance_phrase,name_maya__obj_helmet__distance_phrase__object_first,gym,gym,ends,name_maya,Maya,obj_helmet,helmet,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,object_first,True,True,False,False,False,True,False,"In the gym, a short distance separates Maya and the helmet.","In the gym, a long distance separates Maya and the helmet.",The helmet is close to Maya.,The helmet is far from Maya.,11,13,11,13,6,7,6,7
gym__name_maya__obj_helmet__distance_phrase__person_first,close_far_matched_scenes,1.1,gym__name_maya__obj_helmet,gym__name_maya__obj_helmet__person_first,gym__name_maya__obj_helmet__distance_phrase,name_maya__obj_helmet__distance_phrase__person_first,gym,gym,ends,name_maya,Maya,obj_helmet,helmet,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,person_first,False,True,False,False,False,True,False,"In the gym, a short distance separates Maya and the helmet.","In the gym, a long distance separates Maya and the helmet.",Maya is close to the helmet.,Maya is far from the helmet.,11,13,11,13,6,8,6,8
gym__name_maya__obj_helmet__distance_phrase_object_first__object_first,close_far_matched_scenes,1.1,gym__name_maya__obj_helmet,gym__name_maya__obj_helmet__object_first,gym__name_maya__obj_helmet__distance_phrase_object_first,name_maya__obj_helmet__distance_phrase_object_first__object_first,gym,gym,ends,name_maya,Maya,obj_helmet,helmet,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,object_first,False,True,False,False,False,True,False,"In the gym, a short distance separates the helmet and Maya.","In the gym, a long distance separates the helmet and Maya.",The helmet is close to Maya.,The helmet is far from Maya.,11,13,11,13,6,7,6,7
gym__name_maya__obj_helmet__distance_phrase_object_first__person_first,close_far_matched_scenes,1.1,gym__name_maya__obj_helmet,gym__name_maya__obj_helmet__person_first,gym__name_maya__obj_helmet__distance_phrase_object_first,name_maya__obj_helmet__distance_phrase_object_first__person_first,gym,gym,ends,name_maya,Maya,obj_helmet,helmet,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,person_first,True,True,False,False,False,True,False,"In the gym, a short distance separates the helmet and Maya.","In the gym, a long distance separates the helmet and Maya.",Maya is close to the helmet.,Maya is far from the helmet.,11,13,11,13,6,8,6,8
gym__name_maya__obj_helmet__endpoint_placement__object_first,close_far_matched_scenes,1.1,gym__name_maya__obj_helmet,gym__name_maya__obj_helmet__object_first,gym__name_maya__obj_helmet__endpoint_placement,name_maya__obj_helmet__endpoint_placement__object_first,gym,gym,ends,name_maya,Maya,obj_helmet,helmet,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,object_first,True,True,True,True,False,False,False,"In the gym, Maya stands at one end. The helmet rests at Maya's feet.","In the gym, Maya stands at one end. The helmet rests at the other end.",The helmet is close to Maya.,The helmet is far from Maya.,15,18,15,18,6,7,6,7
gym__name_maya__obj_helmet__endpoint_placement__person_first,close_far_matched_scenes,1.1,gym__name_maya__obj_helmet,gym__name_maya__obj_helmet__person_first,gym__name_maya__obj_helmet__endpoint_placement,name_maya__obj_helmet__endpoint_placement__person_first,gym,gym,ends,name_maya,Maya,obj_helmet,helmet,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,person_first,False,True,True,True,False,False,False,"In the gym, Maya stands at one end. The helmet rests at Maya's feet.","In the gym, Maya stands at one end. The helmet rests at the other end.",Maya is close to the helmet.,Maya is far from the helmet.,15,18,15,18,6,8,6,8
gym__name_maya__obj_cup__direct_label__object_first,close_far_matched_scenes,1.1,gym__name_maya__obj_cup,gym__name_maya__obj_cup__object_first,gym__name_maya__obj_cup__direct_label,name_maya__obj_cup__direct_label__object_first,gym,gym,ends,name_maya,Maya,obj_cup,cup,direct_label,explicit_relation,locative_object_subject,object_first,object_first,False,True,False,False,True,False,True,"In the gym, the cup is close to Maya.","In the gym, the cup is far from Maya.",The cup is close to Maya.,The cup is far from Maya.,9,11,9,11,6,7,6,7
gym__name_maya__obj_cup__direct_label__person_first,close_far_matched_scenes,1.1,gym__name_maya__obj_cup,gym__name_maya__obj_cup__person_first,gym__name_maya__obj_cup__direct_label,name_maya__obj_cup__direct_label__person_first,gym,gym,ends,name_maya,Maya,obj_cup,cup,direct_label,explicit_relation,locative_object_subject,object_first,person_first,True,True,False,False,True,False,False,"In the gym, the cup is close to Maya.","In the gym, the cup is far from Maya.",Maya is close to the cup.,Maya is far from the cup.,9,11,9,11,6,8,6,8
gym__name_maya__obj_cup__distance_phrase__object_first,close_far_matched_scenes,1.1,gym__name_maya__obj_cup,gym__name_maya__obj_cup__object_first,gym__name_maya__obj_cup__distance_phrase,name_maya__obj_cup__distance_phrase__object_first,gym,gym,ends,name_maya,Maya,obj_cup,cup,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,object_first,True,True,False,False,False,True,False,"In the gym, a short distance separates Maya and the cup.","In the gym, a long distance separates Maya and the cup.",The cup is close to Maya.,The cup is far from Maya.,11,13,11,13,6,7,6,7
gym__name_maya__obj_cup__distance_phrase__person_first,close_far_matched_scenes,1.1,gym__name_maya__obj_cup,gym__name_maya__obj_cup__person_first,gym__name_maya__obj_cup__distance_phrase,name_maya__obj_cup__distance_phrase__person_first,gym,gym,ends,name_maya,Maya,obj_cup,cup,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,person_first,False,True,False,False,False,True,False,"In the gym, a short distance separates Maya and the cup.","In the gym, a long distance separates Maya and the cup.",Maya is close to the cup.,Maya is far from the cup.,11,13,11,13,6,8,6,8
gym__name_maya__obj_cup__distance_phrase_object_first__object_first,close_far_matched_scenes,1.1,gym__name_maya__obj_cup,gym__name_maya__obj_cup__object_first,gym__name_maya__obj_cup__distance_phrase_object_first,name_maya__obj_cup__distance_phrase_object_first__object_first,gym,gym,ends,name_maya,Maya,obj_cup,cup,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,object_first,False,True,False,False,False,True,False,"In the gym, a short distance separates the cup and Maya.","In the gym, a long distance separates the cup and Maya.",The cup is close to Maya.,The cup is far from Maya.,11,13,11,13,6,7,6,7
gym__name_maya__obj_cup__distance_phrase_object_first__person_first,close_far_matched_scenes,1.1,gym__name_maya__obj_cup,gym__name_maya__obj_cup__person_first,gym__name_maya__obj_cup__distance_phrase_object_first,name_maya__obj_cup__distance_phrase_object_first__person_first,gym,gym,ends,name_maya,Maya,obj_cup,cup,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,person_first,True,True,False,False,False,True,False,"In the gym, a short distance separates the cup and Maya.","In the gym, a long distance separates the cup and Maya.",Maya is close to the cup.,Maya is far from the cup.,11,13,11,13,6,8,6,8
gym__name_maya__obj_cup__endpoint_placement__object_first,close_far_matched_scenes,1.1,gym__name_maya__obj_cup,gym__name_maya__obj_cup__object_first,gym__name_maya__obj_cup__endpoint_placement,name_maya__obj_cup__endpoint_placement__object_first,gym,gym,ends,name_maya,Maya,obj_cup,cup,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,object_first,True,True,True,True,False,False,False,"In the gym, Maya stands at one end. The cup rests at Maya's feet.","In the gym, Maya stands at one end. The cup rests at the other end.",The cup is close to Maya.,The cup is far from Maya.,15,18,15,18,6,7,6,7
gym__name_maya__obj_cup__endpoint_placement__person_first,close_far_matched_scenes,1.1,gym__name_maya__obj_cup,gym__name_maya__obj_cup__person_first,gym__name_maya__obj_cup__endpoint_placement,name_maya__obj_cup__endpoint_placement__person_first,gym,gym,ends,name_maya,Maya,obj_cup,cup,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,person_first,False,True,True,True,False,False,False,"In the gym, Maya stands at one end. The cup rests at Maya's feet.","In the gym, Maya stands at one end. The cup rests at the other end.",Maya is close to the cup.,Maya is far from the cup.,15,18,15,18,6,8,6,8
gym__name_maya__obj_key__direct_label__object_first,close_far_matched_scenes,1.1,gym__name_maya__obj_key,gym__name_maya__obj_key__object_first,gym__name_maya__obj_key__direct_label,name_maya__obj_key__direct_label__object_first,gym,gym,ends,name_maya,Maya,obj_key,key,direct_label,explicit_relation,locative_object_subject,object_first,object_first,False,True,False,False,True,False,True,"In the gym, the key is close to Maya.","In the gym, the key is far from Maya.",The key is close to Maya.,The key is far from Maya.,9,11,9,11,6,7,6,7
