matched_group_id,scenario_id,scenario_family,setting_id,setting,entity_type,name_id,name,object_id,object,anchor_object_id,anchor_object,Domain,ConceptA,ConceptB,Target1,Target2,reference_order_id,target_negation_pattern_id,distance_standard_id,probe_id,probe_version,probe_type,original_baseline_probe_id,context_form_id,reference_form_id,condition_id,body_comparison_available,body_reference_type,body_reference,evidence_type,ContextType,ContextDiff,TargetDiff,prefix_text,close_location_sentence,far_location_sentence,Context1,Context2,correct_target_for_context1,correct_target_for_context2,close_evidence_type,far_evidence_type,Context1_word_count,Context1_char_count,Context2_word_count,Context2_char_count,Target1_word_count,Target1_char_count,Target2_word_count,Target2_char_count,probe_row_index
person_gym__name_0__obj_bag,person_gym,room_separation,person_gym,long gym,person_object,name_0,Maya,obj_bag,bag,,,spatial-relations,close,far,The bag is close to Maya.,The bag is far from Maya.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_gym__name_0__obj_bag__person_direct__setting,1.0,close_far_context_and_body_reference,person_gym__name_0__obj_bag__baseline,setting,person_direct,person_direct__setting,True,,,proximity_word,mixed,location phrase contrast,concept swap,Maya stands in a gym.,The bag rests immediately beside Maya.,The bag rests across the full length of a long gym from Maya.,Maya stands in a gym. The bag rests immediately beside Maya.,Maya stands in a gym. The bag rests across the full length of a long gym from Maya.,Target1,Target2,proximity_word,physical_arrangement,11,60,18,83,6,25,6,25,10
person_gym__name_0__obj_bag,person_gym,room_separation,person_gym,long gym,person_object,name_0,Maya,obj_bag,bag,,,spatial-relations,close,far,The bag is close to Maya.,The bag is far from Maya.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_gym__name_0__obj_bag__person_direct__endpoint,1.0,close_far_context_and_body_reference,person_gym__name_0__obj_bag__baseline,endpoint,person_direct,person_direct__endpoint,True,,,proximity_word,mixed,location phrase contrast,concept swap,Maya stands at one end of a long gym.,The bag rests immediately beside Maya.,The bag rests across the full length of a long gym from Maya.,Maya stands at one end of a long gym. The bag rests immediately beside Maya.,Maya stands at one end of a long gym. The bag rests across the full length of a long gym from Maya.,Target1,Target2,proximity_word,physical_arrangement,15,76,22,99,6,25,6,25,11
person_gym__name_1__obj_ball,person_gym,room_separation,person_gym,long gym,person_object,name_1,Jesse,obj_ball,ball,,,spatial-relations,close,far,The ball is close to Jesse.,The ball is far from Jesse.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_gym__name_1__obj_ball__placement__compact,1.0,close_far_context_and_body_reference,person_gym__name_1__obj_ball__baseline,compact,placement,placement__compact,True,worn_item,shoes,physical_arrangement,indirect,location phrase contrast,concept swap,,The ball rests immediately beside Jesse's shoes.,The ball rests across the full length of a long gym from Jesse.,The ball rests immediately beside Jesse's shoes.,The ball rests across the full length of a long gym from Jesse.,Target1,Target2,physical_arrangement,physical_arrangement,8,48,13,63,6,27,6,27,12
person_gym__name_1__obj_ball,person_gym,room_separation,person_gym,long gym,person_object,name_1,Jesse,obj_ball,ball,,,spatial-relations,close,far,The ball is close to Jesse.,The ball is far from Jesse.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_gym__name_1__obj_ball__placement__setting,1.0,close_far_context_and_body_reference,person_gym__name_1__obj_ball__baseline,setting,placement,placement__setting,True,worn_item,shoes,physical_arrangement,indirect,location phrase contrast,concept swap,Jesse stands in a gym.,The ball rests immediately beside Jesse's shoes.,The ball rests across the full length of a long gym from Jesse.,Jesse stands in a gym. The ball rests immediately beside Jesse's shoes.,Jesse stands in a gym. The ball rests across the full length of a long gym from Jesse.,Target1,Target2,physical_arrangement,physical_arrangement,13,71,18,86,6,27,6,27,13
person_gym__name_1__obj_ball,person_gym,room_separation,person_gym,long gym,person_object,name_1,Jesse,obj_ball,ball,,,spatial-relations,close,far,The ball is close to Jesse.,The ball is far from Jesse.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_gym__name_1__obj_ball__placement__endpoint,1.0,close_far_context_and_body_reference,person_gym__name_1__obj_ball__baseline,endpoint,placement,placement__endpoint,True,worn_item,shoes,physical_arrangement,indirect,location phrase contrast,concept swap,Jesse stands at one end of a long gym.,The ball rests immediately beside Jesse's shoes.,The ball rests across the full length of a long gym from Jesse.,Jesse stands at one end of a long gym. The ball rests immediately beside Jesse's shoes.,Jesse stands at one end of a long gym. The ball rests across the full length of a long gym from Jesse.,Target1,Target2,physical_arrangement,physical_arrangement,17,87,22,102,6,27,6,27,14
person_gym__name_1__obj_ball,person_gym,room_separation,person_gym,long gym,person_object,name_1,Jesse,obj_ball,ball,,,spatial-relations,close,far,The ball is close to Jesse.,The ball is far from Jesse.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_gym__name_1__obj_ball__person_direct__compact,1.0,close_far_context_and_body_reference,person_gym__name_1__obj_ball__baseline,compact,person_direct,person_direct__compact,True,,,proximity_word,mixed,location phrase contrast,concept swap,,The ball rests immediately beside Jesse.,The ball rests across the full length of a long gym from Jesse.,The ball rests immediately beside Jesse.,The ball rests across the full length of a long gym from Jesse.,Target1,Target2,proximity_word,physical_arrangement,6,40,13,63,6,27,6,27,15
person_gym__name_1__obj_ball,person_gym,room_separation,person_gym,long gym,person_object,name_1,Jesse,obj_ball,ball,,,spatial-relations,close,far,The ball is close to Jesse.,The ball is far from Jesse.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_gym__name_1__obj_ball__person_direct__setting,1.0,close_far_context_and_body_reference,person_gym__name_1__obj_ball__baseline,setting,person_direct,person_direct__setting,True,,,proximity_word,mixed,location phrase contrast,concept swap,Jesse stands in a gym.,The ball rests immediately beside Jesse.,The ball rests across the full length of a long gym from Jesse.,Jesse stands in a gym. The ball rests immediately beside Jesse.,Jesse stands in a gym. The ball rests across the full length of a long gym from Jesse.,Target1,Target2,proximity_word,physical_arrangement,11,63,18,86,6,27,6,27,16
person_gym__name_1__obj_ball,person_gym,room_separation,person_gym,long gym,person_object,name_1,Jesse,obj_ball,ball,,,spatial-relations,close,far,The ball is close to Jesse.,The ball is far from Jesse.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_gym__name_1__obj_ball__person_direct__endpoint,1.0,close_far_context_and_body_reference,person_gym__name_1__obj_ball__baseline,endpoint,person_direct,person_direct__endpoint,True,,,proximity_word,mixed,location phrase contrast,concept swap,Jesse stands at one end of a long gym.,The ball rests immediately beside Jesse.,The ball rests across the full length of a long gym from Jesse.,Jesse stands at one end of a long gym. The ball rests immediately beside Jesse.,Jesse stands at one end of a long gym. The ball rests across the full length of a long gym from Jesse.,Target1,Target2,proximity_word,physical_arrangement,15,79,22,102,6,27,6,27,17
person_gym__name_1__obj_bag,person_gym,room_separation,person_gym,long gym,person_object,name_1,Jesse,obj_bag,bag,,,spatial-relations,close,far,The bag is close to Jesse.,The bag is far from Jesse.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_gym__name_1__obj_bag__placement__compact,1.0,close_far_context_and_body_reference,person_gym__name_1__obj_bag__baseline,compact,placement,placement__compact,True,worn_item,shoes,physical_arrangement,indirect,location phrase contrast,concept swap,,The bag rests immediately beside Jesse's shoes.,The bag rests across the full length of a long gym from Jesse.,The bag rests immediately beside Jesse's shoes.,The bag rests across the full length of a long gym from Jesse.,Target1,Target2,physical_arrangement,physical_arrangement,8,47,13,62,6,26,6,26,18
person_gym__name_1__obj_bag,person_gym,room_separation,person_gym,long gym,person_object,name_1,Jesse,obj_bag,bag,,,spatial-relations,close,far,The bag is close to Jesse.,The bag is far from Jesse.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_gym__name_1__obj_bag__placement__setting,1.0,close_far_context_and_body_reference,person_gym__name_1__obj_bag__baseline,setting,placement,placement__setting,True,worn_item,shoes,physical_arrangement,indirect,location phrase contrast,concept swap,Jesse stands in a gym.,The bag rests immediately beside Jesse's shoes.,The bag rests across the full length of a long gym from Jesse.,Jesse stands in a gym. The bag rests immediately beside Jesse's shoes.,Jesse stands in a gym. The bag rests across the full length of a long gym from Jesse.,Target1,Target2,physical_arrangement,physical_arrangement,13,70,18,85,6,26,6,26,19
person_gym__name_1__obj_bag,person_gym,room_separation,person_gym,long gym,person_object,name_1,Jesse,obj_bag,bag,,,spatial-relations,close,far,The bag is close to Jesse.,The bag is far from Jesse.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_gym__name_1__obj_bag__placement__endpoint,1.0,close_far_context_and_body_reference,person_gym__name_1__obj_bag__baseline,endpoint,placement,placement__endpoint,True,worn_item,shoes,physical_arrangement,indirect,location phrase contrast,concept swap,Jesse stands at one end of a long gym.,The bag rests immediately beside Jesse's shoes.,The bag rests across the full length of a long gym from Jesse.,Jesse stands at one end of a long gym. The bag rests immediately beside Jesse's shoes.,Jesse stands at one end of a long gym. The bag rests across the full length of a long gym from Jesse.,Target1,Target2,physical_arrangement,physical_arrangement,17,86,22,101,6,26,6,26,20
person_gym__name_1__obj_bag,person_gym,room_separation,person_gym,long gym,person_object,name_1,Jesse,obj_bag,bag,,,spatial-relations,close,far,The bag is close to Jesse.,The bag is far from Jesse.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_gym__name_1__obj_bag__person_direct__compact,1.0,close_far_context_and_body_reference,person_gym__name_1__obj_bag__baseline,compact,person_direct,person_direct__compact,True,,,proximity_word,mixed,location phrase contrast,concept swap,,The bag rests immediately beside Jesse.,The bag rests across the full length of a long gym from Jesse.,The bag rests immediately beside Jesse.,The bag rests across the full length of a long gym from Jesse.,Target1,Target2,proximity_word,physical_arrangement,6,39,13,62,6,26,6,26,21
person_gym__name_1__obj_bag,person_gym,room_separation,person_gym,long gym,person_object,name_1,Jesse,obj_bag,bag,,,spatial-relations,close,far,The bag is close to Jesse.,The bag is far from Jesse.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_gym__name_1__obj_bag__person_direct__setting,1.0,close_far_context_and_body_reference,person_gym__name_1__obj_bag__baseline,setting,person_direct,person_direct__setting,True,,,proximity_word,mixed,location phrase contrast,concept swap,Jesse stands in a gym.,The bag rests immediately beside Jesse.,The bag rests across the full length of a long gym from Jesse.,Jesse stands in a gym. The bag rests immediately beside Jesse.,Jesse stands in a gym. The bag rests across the full length of a long gym from Jesse.,Target1,Target2,proximity_word,physical_arrangement,11,62,18,85,6,26,6,26,22
person_gym__name_1__obj_bag,person_gym,room_separation,person_gym,long gym,person_object,name_1,Jesse,obj_bag,bag,,,spatial-relations,close,far,The bag is close to Jesse.,The bag is far from Jesse.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_gym__name_1__obj_bag__person_direct__endpoint,1.0,close_far_context_and_body_reference,person_gym__name_1__obj_bag__baseline,endpoint,person_direct,person_direct__endpoint,True,,,proximity_word,mixed,location phrase contrast,concept swap,Jesse stands at one end of a long gym.,The bag rests immediately beside Jesse.,The bag rests across the full length of a long gym from Jesse.,Jesse stands at one end of a long gym. The bag rests immediately beside Jesse.,Jesse stands at one end of a long gym. The bag rests across the full length of a long gym from Jesse.,Target1,Target2,proximity_word,physical_arrangement,15,78,22,101,6,26,6,26,23
person_gym__name_2__obj_ball,person_gym,room_separation,person_gym,long gym,person_object,name_2,Li,obj_ball,ball,,,spatial-relations,close,far,The ball is close to Li.,The ball is far from Li.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_gym__name_2__obj_ball__placement__compact,1.0,close_far_context_and_body_reference,person_gym__name_2__obj_ball__baseline,compact,placement,placement__compact,True,worn_item,shoes,physical_arrangement,indirect,location phrase contrast,concept swap,,The ball rests immediately beside Li's shoes.,The ball rests across the full length of a long gym from Li.,The ball rests immediately beside Li's shoes.,The ball rests across the full length of a long gym from Li.,Target1,Target2,physical_arrangement,physical_arrangement,8,45,13,60,6,24,6,24,24
person_gym__name_2__obj_ball,person_gym,room_separation,person_gym,long gym,person_object,name_2,Li,obj_ball,ball,,,spatial-relations,close,far,The ball is close to Li.,The ball is far from Li.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_gym__name_2__obj_ball__placement__setting,1.0,close_far_context_and_body_reference,person_gym__name_2__obj_ball__baseline,setting,placement,placement__setting,True,worn_item,shoes,physical_arrangement,indirect,location phrase contrast,concept swap,Li stands in a gym.,The ball rests immediately beside Li's shoes.,The ball rests across the full length of a long gym from Li.,Li stands in a gym. The ball rests immediately beside Li's shoes.,Li stands in a gym. The ball rests across the full length of a long gym from Li.,Target1,Target2,physical_arrangement,physical_arrangement,13,65,18,80,6,24,6,24,25
person_gym__name_2__obj_ball,person_gym,room_separation,person_gym,long gym,person_object,name_2,Li,obj_ball,ball,,,spatial-relations,close,far,The ball is close to Li.,The ball is far from Li.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_gym__name_2__obj_ball__placement__endpoint,1.0,close_far_context_and_body_reference,person_gym__name_2__obj_ball__baseline,endpoint,placement,placement__endpoint,True,worn_item,shoes,physical_arrangement,indirect,location phrase contrast,concept swap,Li stands at one end of a long gym.,The ball rests immediately beside Li's shoes.,The ball rests across the full length of a long gym from Li.,Li stands at one end of a long gym. The ball rests immediately beside Li's shoes.,Li stands at one end of a long gym. The ball rests across the full length of a long gym from Li.,Target1,Target2,physical_arrangement,physical_arrangement,17,81,22,96,6,24,6,24,26
person_gym__name_2__obj_ball,person_gym,room_separation,person_gym,long gym,person_object,name_2,Li,obj_ball,ball,,,spatial-relations,close,far,The ball is close to Li.,The ball is far from Li.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_gym__name_2__obj_ball__person_direct__compact,1.0,close_far_context_and_body_reference,person_gym__name_2__obj_ball__baseline,compact,person_direct,person_direct__compact,True,,,proximity_word,mixed,location phrase contrast,concept swap,,The ball rests immediately beside Li.,The ball rests across the full length of a long gym from Li.,The ball rests immediately beside Li.,The ball rests across the full length of a long gym from Li.,Target1,Target2,proximity_word,physical_arrangement,6,37,13,60,6,24,6,24,27
person_gym__name_2__obj_ball,person_gym,room_separation,person_gym,long gym,person_object,name_2,Li,obj_ball,ball,,,spatial-relations,close,far,The ball is close to Li.,The ball is far from Li.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_gym__name_2__obj_ball__person_direct__setting,1.0,close_far_context_and_body_reference,person_gym__name_2__obj_ball__baseline,setting,person_direct,person_direct__setting,True,,,proximity_word,mixed,location phrase contrast,concept swap,Li stands in a gym.,The ball rests immediately beside Li.,The ball rests across the full length of a long gym from Li.,Li stands in a gym. The ball rests immediately beside Li.,Li stands in a gym. The ball rests across the full length of a long gym from Li.,Target1,Target2,proximity_word,physical_arrangement,11,57,18,80,6,24,6,24,28
person_gym__name_2__obj_ball,person_gym,room_separation,person_gym,long gym,person_object,name_2,Li,obj_ball,ball,,,spatial-relations,close,far,The ball is close to Li.,The ball is far from Li.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_gym__name_2__obj_ball__person_direct__endpoint,1.0,close_far_context_and_body_reference,person_gym__name_2__obj_ball__baseline,endpoint,person_direct,person_direct__endpoint,True,,,proximity_word,mixed,location phrase contrast,concept swap,Li stands at one end of a long gym.,The ball rests immediately beside Li.,The ball rests across the full length of a long gym from Li.,Li stands at one end of a long gym. The ball rests immediately beside Li.,Li stands at one end of a long gym. The ball rests across the full length of a long gym from Li.,Target1,Target2,proximity_word,physical_arrangement,15,73,22,96,6,24,6,24,29
person_gym__name_2__obj_bag,person_gym,room_separation,person_gym,long gym,person_object,name_2,Li,obj_bag,bag,,,spatial-relations,close,far,The bag is close to Li.,The bag is far from Li.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_gym__name_2__obj_bag__placement__compact,1.0,close_far_context_and_body_reference,person_gym__name_2__obj_bag__baseline,compact,placement,placement__compact,True,worn_item,shoes,physical_arrangement,indirect,location phrase contrast,concept swap,,The bag rests immediately beside Li's shoes.,The bag rests across the full length of a long gym from Li.,The bag rests immediately beside Li's shoes.,The bag rests across the full length of a long gym from Li.,Target1,Target2,physical_arrangement,physical_arrangement,8,44,13,59,6,23,6,23,30
person_gym__name_2__obj_bag,person_gym,room_separation,person_gym,long gym,person_object,name_2,Li,obj_bag,bag,,,spatial-relations,close,far,The bag is close to Li.,The bag is far from Li.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_gym__name_2__obj_bag__placement__setting,1.0,close_far_context_and_body_reference,person_gym__name_2__obj_bag__baseline,setting,placement,placement__setting,True,worn_item,shoes,physical_arrangement,indirect,location phrase contrast,concept swap,Li stands in a gym.,The bag rests immediately beside Li's shoes.,The bag rests across the full length of a long gym from Li.,Li stands in a gym. The bag rests immediately beside Li's shoes.,Li stands in a gym. The bag rests across the full length of a long gym from Li.,Target1,Target2,physical_arrangement,physical_arrangement,13,64,18,79,6,23,6,23,31
person_gym__name_2__obj_bag,person_gym,room_separation,person_gym,long gym,person_object,name_2,Li,obj_bag,bag,,,spatial-relations,close,far,The bag is close to Li.,The bag is far from Li.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_gym__name_2__obj_bag__placement__endpoint,1.0,close_far_context_and_body_reference,person_gym__name_2__obj_bag__baseline,endpoint,placement,placement__endpoint,True,worn_item,shoes,physical_arrangement,indirect,location phrase contrast,concept swap,Li stands at one end of a long gym.,The bag rests immediately beside Li's shoes.,The bag rests across the full length of a long gym from Li.,Li stands at one end of a long gym. The bag rests immediately beside Li's shoes.,Li stands at one end of a long gym. The bag rests across the full length of a long gym from Li.,Target1,Target2,physical_arrangement,physical_arrangement,17,80,22,95,6,23,6,23,32
person_gym__name_2__obj_bag,person_gym,room_separation,person_gym,long gym,person_object,name_2,Li,obj_bag,bag,,,spatial-relations,close,far,The bag is close to Li.,The bag is far from Li.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_gym__name_2__obj_bag__person_direct__compact,1.0,close_far_context_and_body_reference,person_gym__name_2__obj_bag__baseline,compact,person_direct,person_direct__compact,True,,,proximity_word,mixed,location phrase contrast,concept swap,,The bag rests immediately beside Li.,The bag rests across the full length of a long gym from Li.,The bag rests immediately beside Li.,The bag rests across the full length of a long gym from Li.,Target1,Target2,proximity_word,physical_arrangement,6,36,13,59,6,23,6,23,33
person_gym__name_2__obj_bag,person_gym,room_separation,person_gym,long gym,person_object,name_2,Li,obj_bag,bag,,,spatial-relations,close,far,The bag is close to Li.,The bag is far from Li.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_gym__name_2__obj_bag__person_direct__setting,1.0,close_far_context_and_body_reference,person_gym__name_2__obj_bag__baseline,setting,person_direct,person_direct__setting,True,,,proximity_word,mixed,location phrase contrast,concept swap,Li stands in a gym.,The bag rests immediately beside Li.,The bag rests across the full length of a long gym from Li.,Li stands in a gym. The bag rests immediately beside Li.,Li stands in a gym. The bag rests across the full length of a long gym from Li.,Target1,Target2,proximity_word,physical_arrangement,11,56,18,79,6,23,6,23,34
person_gym__name_2__obj_bag,person_gym,room_separation,person_gym,long gym,person_object,name_2,Li,obj_bag,bag,,,spatial-relations,close,far,The bag is close to Li.,The bag is far from Li.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_gym__name_2__obj_bag__person_direct__endpoint,1.0,close_far_context_and_body_reference,person_gym__name_2__obj_bag__baseline,endpoint,person_direct,person_direct__endpoint,True,,,proximity_word,mixed,location phrase contrast,concept swap,Li stands at one end of a long gym.,The bag rests immediately beside Li.,The bag rests across the full length of a long gym from Li.,Li stands at one end of a long gym. The bag rests immediately beside Li.,Li stands at one end of a long gym. The bag rests across the full length of a long gym from Li.,Target1,Target2,proximity_word,physical_arrangement,15,72,22,95,6,23,6,23,35
