matched_group_id,scenario_id,scenario_family,setting_id,setting,entity_type,name_id,name,object_id,object,anchor_object_id,anchor_object,Domain,ConceptA,ConceptB,Target1,Target2,reference_order_id,target_negation_pattern_id,distance_standard_id,probe_id,probe_version,probe_type,original_baseline_probe_id,context_form_id,reference_form_id,condition_id,body_comparison_available,body_reference_type,body_reference,evidence_type,ContextType,ContextDiff,TargetDiff,prefix_text,close_location_sentence,far_location_sentence,Context1,Context2,correct_target_for_context1,correct_target_for_context2,close_evidence_type,far_evidence_type,Context1_word_count,Context1_char_count,Context2_word_count,Context2_char_count,Target1_word_count,Target1_char_count,Target2_word_count,Target2_char_count,probe_row_index
person_field__name_0__obj_ball,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_ball,ball,,,spatial-relations,close,far,The ball is close to Maya.,The ball is far from Maya.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_field__name_0__obj_ball__placement__setting,1.0,close_far_context_and_body_reference,person_field__name_0__obj_ball__baseline,setting,placement,placement__setting,True,body_part,feet,physical_arrangement,indirect,location phrase contrast,concept swap,Maya stands on a playing field.,The ball rests immediately beside Maya's feet.,The entire length of a large playing field separates the ball from Maya.,Maya stands on a playing field. The ball rests immediately beside Maya's feet.,Maya stands on a playing field. The entire length of a large playing field separates the ball from Maya.,Target1,Target2,physical_arrangement,physical_arrangement,14,78,19,104,6,26,6,26,73
person_field__name_0__obj_ball,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_ball,ball,,,spatial-relations,close,far,The ball is close to Maya.,The ball is far from Maya.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_field__name_0__obj_ball__placement__endpoint,1.0,close_far_context_and_body_reference,person_field__name_0__obj_ball__baseline,endpoint,placement,placement__endpoint,True,body_part,feet,physical_arrangement,indirect,location phrase contrast,concept swap,Maya stands at one end of a large playing field.,The ball rests immediately beside Maya's feet.,The entire length of a large playing field separates the ball from Maya.,Maya stands at one end of a large playing field. The ball rests immediately beside Maya's feet.,Maya stands at one end of a large playing field. The entire length of a large playing field separates the ball from Maya.,Target1,Target2,physical_arrangement,physical_arrangement,18,95,23,121,6,26,6,26,74
person_field__name_0__obj_ball,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_ball,ball,,,spatial-relations,close,far,The ball is close to Maya.,The ball is far from Maya.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_field__name_0__obj_ball__person_direct__compact,1.0,close_far_context_and_body_reference,person_field__name_0__obj_ball__baseline,compact,person_direct,person_direct__compact,True,,,proximity_word,mixed,location phrase contrast,concept swap,,The ball rests immediately beside Maya.,The entire length of a large playing field separates the ball from Maya.,The ball rests immediately beside Maya.,The entire length of a large playing field separates the ball from Maya.,Target1,Target2,proximity_word,physical_arrangement,6,39,13,72,6,26,6,26,75
person_field__name_0__obj_ball,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_ball,ball,,,spatial-relations,close,far,The ball is close to Maya.,The ball is far from Maya.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_field__name_0__obj_ball__person_direct__setting,1.0,close_far_context_and_body_reference,person_field__name_0__obj_ball__baseline,setting,person_direct,person_direct__setting,True,,,proximity_word,mixed,location phrase contrast,concept swap,Maya stands on a playing field.,The ball rests immediately beside Maya.,The entire length of a large playing field separates the ball from Maya.,Maya stands on a playing field. The ball rests immediately beside Maya.,Maya stands on a playing field. The entire length of a large playing field separates the ball from Maya.,Target1,Target2,proximity_word,physical_arrangement,12,71,19,104,6,26,6,26,76
person_field__name_0__obj_ball,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_ball,ball,,,spatial-relations,close,far,The ball is close to Maya.,The ball is far from Maya.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_field__name_0__obj_ball__person_direct__endpoint,1.0,close_far_context_and_body_reference,person_field__name_0__obj_ball__baseline,endpoint,person_direct,person_direct__endpoint,True,,,proximity_word,mixed,location phrase contrast,concept swap,Maya stands at one end of a large playing field.,The ball rests immediately beside Maya.,The entire length of a large playing field separates the ball from Maya.,Maya stands at one end of a large playing field. The ball rests immediately beside Maya.,Maya stands at one end of a large playing field. The entire length of a large playing field separates the ball from Maya.,Target1,Target2,proximity_word,physical_arrangement,16,88,23,121,6,26,6,26,77
person_platform__name_0__obj_suitcase,person_platform,endpoints,person_platform,long train platform,person_object,name_0,Maya,obj_suitcase,suitcase,,,spatial-relations,close,far,The suitcase is close to Maya.,The suitcase is far from Maya.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_platform__name_0__obj_suitcase__placement__compact,1.0,close_far_context_and_body_reference,person_platform__name_0__obj_suitcase__baseline,compact,placement,placement__compact,True,body_part,ankle,physical_arrangement,indirect,location phrase contrast,concept swap,,The suitcase rests immediately beside Maya's ankle.,The full length of a long train platform separates the suitcase from Maya.,The suitcase rests immediately beside Maya's ankle.,The full length of a long train platform separates the suitcase from Maya.,Target1,Target2,physical_arrangement,physical_arrangement,8,51,13,74,6,30,6,30,120
person_platform__name_0__obj_suitcase,person_platform,endpoints,person_platform,long train platform,person_object,name_0,Maya,obj_suitcase,suitcase,,,spatial-relations,close,far,The suitcase is close to Maya.,The suitcase is far from Maya.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_platform__name_0__obj_suitcase__placement__setting,1.0,close_far_context_and_body_reference,person_platform__name_0__obj_suitcase__baseline,setting,placement,placement__setting,True,body_part,ankle,physical_arrangement,indirect,location phrase contrast,concept swap,Maya stands on a train platform.,The suitcase rests immediately beside Maya's ankle.,The full length of a long train platform separates the suitcase from Maya.,Maya stands on a train platform. The suitcase rests immediately beside Maya's ankle.,Maya stands on a train platform. The full length of a long train platform separates the suitcase from Maya.,Target1,Target2,physical_arrangement,physical_arrangement,14,84,19,107,6,30,6,30,121
person_platform__name_0__obj_suitcase,person_platform,endpoints,person_platform,long train platform,person_object,name_0,Maya,obj_suitcase,suitcase,,,spatial-relations,close,far,The suitcase is close to Maya.,The suitcase is far from Maya.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_platform__name_0__obj_suitcase__placement__endpoint,1.0,close_far_context_and_body_reference,person_platform__name_0__obj_suitcase__baseline,endpoint,placement,placement__endpoint,True,body_part,ankle,physical_arrangement,indirect,location phrase contrast,concept swap,Maya stands at one end of a long train platform.,The suitcase rests immediately beside Maya's ankle.,The full length of a long train platform separates the suitcase from Maya.,Maya stands at one end of a long train platform. The suitcase rests immediately beside Maya's ankle.,Maya stands at one end of a long train platform. The full length of a long train platform separates the suitcase from Maya.,Target1,Target2,physical_arrangement,physical_arrangement,18,100,23,123,6,30,6,30,122
person_platform__name_0__obj_suitcase,person_platform,endpoints,person_platform,long train platform,person_object,name_0,Maya,obj_suitcase,suitcase,,,spatial-relations,close,far,The suitcase is close to Maya.,The suitcase is far from Maya.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_platform__name_0__obj_suitcase__person_direct__compact,1.0,close_far_context_and_body_reference,person_platform__name_0__obj_suitcase__baseline,compact,person_direct,person_direct__compact,True,,,proximity_word,mixed,location phrase contrast,concept swap,,The suitcase rests immediately beside Maya.,The full length of a long train platform separates the suitcase from Maya.,The suitcase rests immediately beside Maya.,The full length of a long train platform separates the suitcase from Maya.,Target1,Target2,proximity_word,physical_arrangement,6,43,13,74,6,30,6,30,123
person_platform__name_0__obj_suitcase,person_platform,endpoints,person_platform,long train platform,person_object,name_0,Maya,obj_suitcase,suitcase,,,spatial-relations,close,far,The suitcase is close to Maya.,The suitcase is far from Maya.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_platform__name_0__obj_suitcase__person_direct__setting,1.0,close_far_context_and_body_reference,person_platform__name_0__obj_suitcase__baseline,setting,person_direct,person_direct__setting,True,,,proximity_word,mixed,location phrase contrast,concept swap,Maya stands on a train platform.,The suitcase rests immediately beside Maya.,The full length of a long train platform separates the suitcase from Maya.,Maya stands on a train platform. The suitcase rests immediately beside Maya.,Maya stands on a train platform. The full length of a long train platform separates the suitcase from Maya.,Target1,Target2,proximity_word,physical_arrangement,12,76,19,107,6,30,6,30,124
person_platform__name_0__obj_suitcase,person_platform,endpoints,person_platform,long train platform,person_object,name_0,Maya,obj_suitcase,suitcase,,,spatial-relations,close,far,The suitcase is close to Maya.,The suitcase is far from Maya.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_platform__name_0__obj_suitcase__person_direct__endpoint,1.0,close_far_context_and_body_reference,person_platform__name_0__obj_suitcase__baseline,endpoint,person_direct,person_direct__endpoint,True,,,proximity_word,mixed,location phrase contrast,concept swap,Maya stands at one end of a long train platform.,The suitcase rests immediately beside Maya.,The full length of a long train platform separates the suitcase from Maya.,Maya stands at one end of a long train platform. The suitcase rests immediately beside Maya.,Maya stands at one end of a long train platform. The full length of a long train platform separates the suitcase from Maya.,Target1,Target2,proximity_word,physical_arrangement,16,92,23,123,6,30,6,30,125
person_auditorium__name_0__obj_bag,person_auditorium,seating_arrangement,person_auditorium,large auditorium,person_object,name_0,Maya,obj_bag,bag,,,spatial-relations,close,far,The bag is close to Maya.,The bag is far from Maya.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_auditorium__name_0__obj_bag__placement__compact,1.0,close_far_context_and_body_reference,person_auditorium__name_0__obj_bag__baseline,compact,placement,placement__compact,False,,,physical_arrangement,indirect,location phrase contrast,concept swap,,The bag rests on the seat immediately next to Maya.,The bag rests on a seat across the full depth of a large auditorium from Maya.,The bag rests on the seat immediately next to Maya.,The bag rests on a seat across the full depth of a large auditorium from Maya.,Target1,Target2,physical_arrangement,physical_arrangement,10,51,16,78,6,25,6,25,168
person_auditorium__name_0__obj_bag,person_auditorium,seating_arrangement,person_auditorium,large auditorium,person_object,name_0,Maya,obj_bag,bag,,,spatial-relations,close,far,The bag is close to Maya.,The bag is far from Maya.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_auditorium__name_0__obj_bag__placement__setting,1.0,close_far_context_and_body_reference,person_auditorium__name_0__obj_bag__baseline,setting,placement,placement__setting,False,,,physical_arrangement,indirect,location phrase contrast,concept swap,Maya sits in an auditorium.,The bag rests on the seat immediately next to Maya.,The bag rests on a seat across the full depth of a large auditorium from Maya.,Maya sits in an auditorium. The bag rests on the seat immediately next to Maya.,Maya sits in an auditorium. The bag rests on a seat across the full depth of a large auditorium from Maya.,Target1,Target2,physical_arrangement,physical_arrangement,15,79,21,106,6,25,6,25,169
person_auditorium__name_0__obj_bag,person_auditorium,seating_arrangement,person_auditorium,large auditorium,person_object,name_0,Maya,obj_bag,bag,,,spatial-relations,close,far,The bag is close to Maya.,The bag is far from Maya.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_auditorium__name_0__obj_bag__placement__endpoint,1.0,close_far_context_and_body_reference,person_auditorium__name_0__obj_bag__baseline,endpoint,placement,placement__endpoint,False,,,physical_arrangement,indirect,location phrase contrast,concept swap,Maya sits in the front row of a large auditorium.,The bag rests on the seat immediately next to Maya.,The bag rests on a seat across the full depth of a large auditorium from Maya.,Maya sits in the front row of a large auditorium. The bag rests on the seat immediately next to Maya.,Maya sits in the front row of a large auditorium. The bag rests on a seat across the full depth of a large auditorium from Maya.,Target1,Target2,physical_arrangement,physical_arrangement,20,101,26,128,6,25,6,25,170
objects_gym__obj_bench__obj_ball,objects_gym,room_separation,objects_gym,long gym,object_object,,,obj_ball,ball,obj_bench,bench,spatial-relations,close,far,The ball is close to the bench.,The ball is far from the bench.,target_first,positive,ordinary_physical_separation,context_diagnostic__objects_gym__obj_bench__obj_ball__placement__compact,1.0,close_far_context_and_body_reference,objects_gym__obj_bench__obj_ball__baseline,compact,placement,placement__compact,False,,,physical_arrangement,indirect,location phrase contrast,concept swap,,The ball rests immediately beside the edge of the bench.,The full length of a long gym separates the ball from the bench.,The ball rests immediately beside the edge of the bench.,The full length of a long gym separates the ball from the bench.,Target1,Target2,physical_arrangement,physical_arrangement,10,56,13,64,7,31,7,31,192
objects_gym__obj_bench__obj_ball,objects_gym,room_separation,objects_gym,long gym,object_object,,,obj_ball,ball,obj_bench,bench,spatial-relations,close,far,The ball is close to the bench.,The ball is far from the bench.,target_first,positive,ordinary_physical_separation,context_diagnostic__objects_gym__obj_bench__obj_ball__placement__setting,1.0,close_far_context_and_body_reference,objects_gym__obj_bench__obj_ball__baseline,setting,placement,placement__setting,False,,,physical_arrangement,indirect,location phrase contrast,concept swap,The bench is in a gym.,The ball rests immediately beside the edge of the bench.,The full length of a long gym separates the ball from the bench.,The bench is in a gym. The ball rests immediately beside the edge of the bench.,The bench is in a gym. The full length of a long gym separates the ball from the bench.,Target1,Target2,physical_arrangement,physical_arrangement,16,79,19,87,7,31,7,31,193
objects_gym__obj_bench__obj_ball,objects_gym,room_separation,objects_gym,long gym,object_object,,,obj_ball,ball,obj_bench,bench,spatial-relations,close,far,The ball is close to the bench.,The ball is far from the bench.,target_first,positive,ordinary_physical_separation,context_diagnostic__objects_gym__obj_bench__obj_ball__placement__endpoint,1.0,close_far_context_and_body_reference,objects_gym__obj_bench__obj_ball__baseline,endpoint,placement,placement__endpoint,False,,,physical_arrangement,indirect,location phrase contrast,concept swap,The bench is at one end of a long gym.,The ball rests immediately beside the edge of the bench.,The full length of a long gym separates the ball from the bench.,The bench is at one end of a long gym. The ball rests immediately beside the edge of the bench.,The bench is at one end of a long gym. The full length of a long gym separates the ball from the bench.,Target1,Target2,physical_arrangement,physical_arrangement,20,95,23,103,7,31,7,31,194
objects_kitchen__obj_plate__obj_cup,objects_kitchen,surfaces_and_room_separation,objects_kitchen,large kitchen,object_object,,,obj_cup,cup,obj_plate,plate,spatial-relations,close,far,The cup is close to the plate.,The cup is far from the plate.,target_first,positive,ordinary_physical_separation,context_diagnostic__objects_kitchen__obj_plate__obj_cup__placement__compact,1.0,close_far_context_and_body_reference,objects_kitchen__obj_plate__obj_cup__baseline,compact,placement,placement__compact,False,,,physical_arrangement,indirect,location phrase contrast,concept swap,,The cup rests on a table immediately beside the plate.,The cup rests across the full length of a large kitchen from the plate.,The cup rests on a table immediately beside the plate.,The cup rests across the full length of a large kitchen from the plate.,Target1,Target2,physical_arrangement,physical_arrangement,10,54,14,71,7,30,7,30,204
objects_kitchen__obj_plate__obj_cup,objects_kitchen,surfaces_and_room_separation,objects_kitchen,large kitchen,object_object,,,obj_cup,cup,obj_plate,plate,spatial-relations,close,far,The cup is close to the plate.,The cup is far from the plate.,target_first,positive,ordinary_physical_separation,context_diagnostic__objects_kitchen__obj_plate__obj_cup__placement__setting,1.0,close_far_context_and_body_reference,objects_kitchen__obj_plate__obj_cup__baseline,setting,placement,placement__setting,False,,,physical_arrangement,indirect,location phrase contrast,concept swap,The plate rests on a table in a kitchen.,The cup rests on a table immediately beside the plate.,The cup rests across the full length of a large kitchen from the plate.,The plate rests on a table in a kitchen. The cup rests on a table immediately beside the plate.,The plate rests on a table in a kitchen. The cup rests across the full length of a large kitchen from the plate.,Target1,Target2,physical_arrangement,physical_arrangement,19,95,23,112,7,30,7,30,205
objects_kitchen__obj_plate__obj_cup,objects_kitchen,surfaces_and_room_separation,objects_kitchen,large kitchen,object_object,,,obj_cup,cup,obj_plate,plate,spatial-relations,close,far,The cup is close to the plate.,The cup is far from the plate.,target_first,positive,ordinary_physical_separation,context_diagnostic__objects_kitchen__obj_plate__obj_cup__placement__endpoint,1.0,close_far_context_and_body_reference,objects_kitchen__obj_plate__obj_cup__baseline,endpoint,placement,placement__endpoint,False,,,physical_arrangement,indirect,location phrase contrast,concept swap,The plate rests on a table at one end of a large kitchen.,The cup rests on a table immediately beside the plate.,The cup rests across the full length of a large kitchen from the plate.,The plate rests on a table at one end of a large kitchen. The cup rests on a table immediately beside the plate.,The plate rests on a table at one end of a large kitchen. The cup rests across the full length of a large kitchen from the plate.,Target1,Target2,physical_arrangement,physical_arrangement,23,112,27,129,7,30,7,30,206
objects_workshop__obj_toolbox__obj_helmet,objects_workshop,room_separation,objects_workshop,long workshop,object_object,,,obj_helmet,helmet,obj_toolbox,toolbox,spatial-relations,close,far,The helmet is close to the toolbox.,The helmet is far from the toolbox.,target_first,positive,ordinary_physical_separation,context_diagnostic__objects_workshop__obj_toolbox__obj_helmet__placement__compact,1.0,close_far_context_and_body_reference,objects_workshop__obj_toolbox__obj_helmet__baseline,compact,placement,placement__compact,False,,,physical_arrangement,indirect,location phrase contrast,concept swap,,The helmet rests immediately beside the toolbox.,The full length of a long workshop separates the helmet from the toolbox.,The helmet rests immediately beside the toolbox.,The full length of a long workshop separates the helmet from the toolbox.,Target1,Target2,physical_arrangement,physical_arrangement,7,48,13,73,7,35,7,35,216
objects_workshop__obj_toolbox__obj_helmet,objects_workshop,room_separation,objects_workshop,long workshop,object_object,,,obj_helmet,helmet,obj_toolbox,toolbox,spatial-relations,close,far,The helmet is close to the toolbox.,The helmet is far from the toolbox.,target_first,positive,ordinary_physical_separation,context_diagnostic__objects_workshop__obj_toolbox__obj_helmet__placement__setting,1.0,close_far_context_and_body_reference,objects_workshop__obj_toolbox__obj_helmet__baseline,setting,placement,placement__setting,False,,,physical_arrangement,indirect,location phrase contrast,concept swap,The toolbox rests on the floor in a workshop.,The helmet rests immediately beside the toolbox.,The full length of a long workshop separates the helmet from the toolbox.,The toolbox rests on the floor in a workshop. The helmet rests immediately beside the toolbox.,The toolbox rests on the floor in a workshop. The full length of a long workshop separates the helmet from the toolbox.,Target1,Target2,physical_arrangement,physical_arrangement,16,94,22,119,7,35,7,35,217
objects_workshop__obj_toolbox__obj_helmet,objects_workshop,room_separation,objects_workshop,long workshop,object_object,,,obj_helmet,helmet,obj_toolbox,toolbox,spatial-relations,close,far,The helmet is close to the toolbox.,The helmet is far from the toolbox.,target_first,positive,ordinary_physical_separation,context_diagnostic__objects_workshop__obj_toolbox__obj_helmet__placement__endpoint,1.0,close_far_context_and_body_reference,objects_workshop__obj_toolbox__obj_helmet__baseline,endpoint,placement,placement__endpoint,False,,,physical_arrangement,indirect,location phrase contrast,concept swap,The toolbox rests on the floor at one end of a long workshop.,The helmet rests immediately beside the toolbox.,The full length of a long workshop separates the helmet from the toolbox.,The toolbox rests on the floor at one end of a long workshop. The helmet rests immediately beside the toolbox.,The toolbox rests on the floor at one end of a long workshop. The full length of a long workshop separates the helmet from the toolbox.,Target1,Target2,physical_arrangement,physical_arrangement,20,110,26,135,7,35,7,35,218
