grouping,group,n_probes,completion_choice_accuracy,close_accuracy,far_accuracy,paired_success,context_sensitivity_accuracy,context_sensitivity_paired_success,exact_ties,near_ties_1e6
condition_id+scenario_id,word_near|person_auditorium,8,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+scenario_id,reference_reversed|person_auditorium,8,0.5,1.0,0.0,0.0,0.3125,0.0,0,0
condition_id+scenario_id,negate_close|person_auditorium,8,0.5,0.75,0.25,0.125,0.3125,0.0,0,0
condition_id+scenario_id,negate_far|person_auditorium,8,0.5,1.0,0.0,0.0,0.25,0.0,0,0
condition_id+scenario_id,both_negated|person_auditorium,8,0.5,1.0,0.0,0.0,0.25,0.0,0,0
condition_id+scenario_id,baseline|objects_gym,4,0.5,0.5,0.5,0.0,0.5,0.0,0,0
condition_id+scenario_id,phrase_alternate|objects_gym,4,0.25,0.25,0.25,0.0,0.375,0.0,0,0
condition_id+scenario_id,word_beside|objects_gym,4,1.0,1.0,1.0,1.0,0.5,0.0,0,0
condition_id+scenario_id,word_alongside|objects_gym,4,0.625,0.75,0.5,0.25,0.75,0.5,0,0
condition_id+scenario_id,word_near|objects_gym,4,0.375,0.5,0.25,0.0,0.5,0.0,0,0
condition_id+scenario_id,reference_reversed|objects_gym,4,0.5,0.0,1.0,0.0,0.375,0.0,0,0
condition_id+scenario_id,negate_close|objects_gym,4,0.375,0.5,0.25,0.0,0.5,0.0,0,0
condition_id+scenario_id,negate_far|objects_gym,4,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+scenario_id,both_negated|objects_gym,4,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+scenario_id,baseline|objects_kitchen,4,0.5,1.0,0.0,0.0,0.375,0.0,0,0
condition_id+scenario_id,phrase_alternate|objects_kitchen,4,0.5,1.0,0.0,0.0,0.25,0.0,0,0
condition_id+scenario_id,word_beside|objects_kitchen,4,1.0,1.0,1.0,1.0,0.5,0.0,0,0
condition_id+scenario_id,word_alongside|objects_kitchen,4,0.5,1.0,0.0,0.0,0.875,0.75,0,0
condition_id+scenario_id,word_near|objects_kitchen,4,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+scenario_id,reference_reversed|objects_kitchen,4,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+scenario_id,negate_close|objects_kitchen,4,0.375,0.75,0.0,0.0,0.375,0.0,0,0
condition_id+scenario_id,negate_far|objects_kitchen,4,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+scenario_id,both_negated|objects_kitchen,4,0.5,0.0,1.0,0.0,0.5,0.0,0,0
condition_id+scenario_id,baseline|objects_workshop,4,0.375,0.5,0.25,0.0,0.5,0.0,0,0
condition_id+scenario_id,phrase_alternate|objects_workshop,4,0.75,0.5,1.0,0.5,0.75,0.5,0,0
condition_id+scenario_id,word_beside|objects_workshop,4,1.0,1.0,1.0,1.0,0.5,0.0,0,0
condition_id+scenario_id,word_alongside|objects_workshop,4,0.625,0.75,0.5,0.25,0.75,0.5,0,0
condition_id+scenario_id,word_near|objects_workshop,4,0.125,0.0,0.25,0.0,0.5,0.0,0,0
condition_id+scenario_id,reference_reversed|objects_workshop,4,0.375,0.75,0.0,0.0,0.375,0.0,0,0
condition_id+scenario_id,negate_close|objects_workshop,4,0.375,0.0,0.75,0.0,0.5,0.0,0,0
condition_id+scenario_id,negate_far|objects_workshop,4,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+scenario_id,both_negated|objects_workshop,4,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+name_id,baseline|name_0,10,0.25,0.4,0.1,0.0,0.5,0.0,0,0
condition_id+name_id,phrase_alternate|name_0,10,0.35,0.5,0.2,0.0,0.45,0.0,0,0
condition_id+name_id,word_beside|name_0,10,0.95,0.9,1.0,0.9,0.5,0.0,0,0
condition_id+name_id,word_alongside|name_0,10,0.8,0.6,1.0,0.6,0.8,0.6,0,0
condition_id+name_id,word_near|name_0,10,0.45,0.5,0.4,0.0,0.5,0.0,0,0
condition_id+name_id,reference_reversed|name_0,10,0.5,0.9,0.1,0.1,0.5,0.0,0,0
condition_id+name_id,negate_close|name_0,10,0.3,0.1,0.5,0.1,0.5,0.0,0,0
condition_id+name_id,negate_far|name_0,10,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+name_id,both_negated|name_0,10,0.5,0.8,0.2,0.0,0.5,0.0,0,0
condition_id+name_id,baseline|name_1,10,0.35,0.7,0.0,0.0,0.45,0.0,0,0
condition_id+name_id,phrase_alternate|name_1,10,0.3,0.4,0.2,0.0,0.5,0.0,0,0
condition_id+name_id,word_beside|name_1,10,0.95,1.0,0.9,0.9,0.55,0.1,0,0
condition_id+name_id,word_alongside|name_1,10,0.85,1.0,0.7,0.7,0.75,0.5,0,0
condition_id+name_id,word_near|name_1,10,0.4,0.8,0.0,0.0,0.5,0.0,0,0
condition_id+name_id,reference_reversed|name_1,10,0.5,0.9,0.1,0.1,0.45,0.0,0,0
condition_id+name_id,negate_close|name_1,10,0.25,0.5,0.0,0.0,0.45,0.0,0,0
condition_id+name_id,negate_far|name_1,10,0.5,1.0,0.0,0.0,0.4,0.0,0,0
condition_id+name_id,both_negated|name_1,10,0.5,0.8,0.2,0.0,0.4,0.0,0,0
condition_id+name_id,baseline|name_2,10,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+name_id,phrase_alternate|name_2,10,0.55,0.9,0.2,0.1,0.3,0.0,0,0
condition_id+name_id,word_beside|name_2,10,0.9,0.9,0.9,0.8,0.5,0.0,0,0
condition_id+name_id,word_alongside|name_2,10,0.75,0.9,0.6,0.5,0.75,0.5,0,0
condition_id+name_id,word_near|name_2,10,0.45,0.7,0.2,0.1,0.5,0.0,0,0
condition_id+name_id,reference_reversed|name_2,10,0.65,0.9,0.4,0.3,0.45,0.1,0,0
condition_id+name_id,negate_close|name_2,10,0.35,0.6,0.1,0.0,0.5,0.0,0,0
condition_id+name_id,negate_far|name_2,10,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+name_id,both_negated|name_2,10,0.5,0.8,0.2,0.0,0.5,0.0,0,0
condition_id+name_id,baseline|name_3,10,0.5,1.0,0.0,0.0,0.4,0.0,0,0
condition_id+name_id,phrase_alternate|name_3,10,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+name_id,word_beside|name_3,10,1.0,1.0,1.0,1.0,0.55,0.1,0,0
condition_id+name_id,word_alongside|name_3,10,0.85,1.0,0.7,0.7,0.85,0.7,0,0
condition_id+name_id,word_near|name_3,10,0.4,0.8,0.0,0.0,0.5,0.0,0,0
condition_id+name_id,reference_reversed|name_3,10,0.55,1.0,0.1,0.1,0.55,0.1,0,0
condition_id+name_id,negate_close|name_3,10,0.35,0.7,0.0,0.0,0.4,0.0,0,0
condition_id+name_id,negate_far|name_3,10,0.5,1.0,0.0,0.0,0.4,0.0,0,0
condition_id+name_id,both_negated|name_3,10,0.5,0.9,0.1,0.0,0.4,0.0,0,0
condition_id+name_id,baseline|None,12,0.4583333333333333,0.6666666666666666,0.25,0.0,0.4583333333333333,0.0,0,0
condition_id+name_id,phrase_alternate|None,12,0.5,0.5833333333333334,0.4166666666666667,0.16666666666666666,0.4583333333333333,0.16666666666666666,0,0
condition_id+name_id,word_beside|None,12,1.0,1.0,1.0,1.0,0.5,0.0,0,0
condition_id+name_id,word_alongside|None,12,0.5833333333333334,0.8333333333333334,0.3333333333333333,0.16666666666666666,0.7916666666666666,0.5833333333333334,0,0
condition_id+name_id,word_near|None,12,0.3333333333333333,0.5,0.16666666666666666,0.0,0.5,0.0,0,0
condition_id+name_id,reference_reversed|None,12,0.4583333333333333,0.5833333333333334,0.3333333333333333,0.0,0.4166666666666667,0.0,0,0
condition_id+name_id,negate_close|None,12,0.375,0.4166666666666667,0.3333333333333333,0.0,0.4583333333333333,0.0,0,0
condition_id+name_id,negate_far|None,12,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+name_id,both_negated|None,12,0.5,0.6666666666666666,0.3333333333333333,0.0,0.5,0.0,0,0
condition_id+object_id,baseline|obj_ball,10,0.4,0.8,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,phrase_alternate|obj_ball,10,0.4,0.5,0.3,0.1,0.45,0.0,0,0
condition_id+object_id,word_beside|obj_ball,10,0.9,1.0,0.8,0.8,0.5,0.0,0,0
condition_id+object_id,word_alongside|obj_ball,10,0.85,1.0,0.7,0.7,0.8,0.6,0,0
condition_id+object_id,word_near|obj_ball,10,0.25,0.5,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,reference_reversed|obj_ball,10,0.7,0.7,0.7,0.4,0.5,0.0,0,0
condition_id+object_id,negate_close|obj_ball,10,0.35,0.7,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,negate_far|obj_ball,10,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,both_negated|obj_ball,10,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,baseline|obj_bag,12,0.4583333333333333,0.9166666666666666,0.0,0.0,0.4166666666666667,0.0,0,0
condition_id+object_id,phrase_alternate|obj_bag,12,0.4583333333333333,0.9166666666666666,0.0,0.0,0.4166666666666667,0.0,0,0
condition_id+object_id,word_beside|obj_bag,12,1.0,1.0,1.0,1.0,0.5833333333333334,0.16666666666666666,0,0
condition_id+object_id,word_alongside|obj_bag,12,0.7916666666666666,0.9166666666666666,0.6666666666666666,0.5833333333333334,0.8333333333333334,0.6666666666666666,0,0
condition_id+object_id,word_near|obj_bag,12,0.5,0.9166666666666666,0.08333333333333333,0.0,0.5,0.0,0,0
condition_id+object_id,reference_reversed|obj_bag,12,0.5416666666666666,1.0,0.08333333333333333,0.08333333333333333,0.5,0.16666666666666666,0,0
condition_id+object_id,negate_close|obj_bag,12,0.375,0.4166666666666667,0.3333333333333333,0.0,0.4166666666666667,0.0,0,0
condition_id+object_id,negate_far|obj_bag,12,0.5,1.0,0.0,0.0,0.4166666666666667,0.0,0,0
condition_id+object_id,both_negated|obj_bag,12,0.5,0.75,0.25,0.0,0.4166666666666667,0.0,0,0
condition_id+object_id,baseline|obj_book,4,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,phrase_alternate|obj_book,4,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,word_beside|obj_book,4,1.0,1.0,1.0,1.0,0.5,0.0,0,0
condition_id+object_id,word_alongside|obj_book,4,0.75,1.0,0.5,0.5,0.625,0.25,0,0
condition_id+object_id,word_near|obj_book,4,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,reference_reversed|obj_book,4,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,negate_close|obj_book,4,0.375,0.75,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,negate_far|obj_book,4,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,both_negated|obj_book,4,0.5,0.0,1.0,0.0,0.5,0.0,0,0
condition_id+object_id,baseline|obj_cone,6,0.4166666666666667,0.3333333333333333,0.5,0.0,0.5,0.0,0,0
condition_id+object_id,phrase_alternate|obj_cone,6,0.4166666666666667,0.16666666666666666,0.6666666666666666,0.0,0.4166666666666667,0.0,0,0
condition_id+object_id,word_beside|obj_cone,6,0.8333333333333334,0.6666666666666666,1.0,0.6666666666666666,0.5,0.0,0,0
condition_id+object_id,word_alongside|obj_cone,6,0.75,0.5,1.0,0.5,0.8333333333333334,0.6666666666666666,0,0
condition_id+object_id,word_near|obj_cone,6,0.3333333333333333,0.16666666666666666,0.5,0.0,0.5,0.0,0,0
condition_id+object_id,reference_reversed|obj_cone,6,0.5833333333333334,0.6666666666666666,0.5,0.16666666666666666,0.4166666666666667,0.0,0,0
condition_id+object_id,negate_close|obj_cone,6,0.25,0.3333333333333333,0.16666666666666666,0.0,0.5,0.0,0,0
condition_id+object_id,negate_far|obj_cone,6,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,both_negated|obj_cone,6,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,baseline|obj_suitcase,4,0.25,0.5,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,phrase_alternate|obj_suitcase,4,0.25,0.5,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,word_beside|obj_suitcase,4,1.0,1.0,1.0,1.0,0.5,0.0,0,0
condition_id+object_id,word_alongside|obj_suitcase,4,0.875,0.75,1.0,0.75,0.5,0.0,0,0
condition_id+object_id,word_near|obj_suitcase,4,0.625,0.75,0.5,0.25,0.5,0.0,0,0
condition_id+object_id,reference_reversed|obj_suitcase,4,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,negate_close|obj_suitcase,4,0.125,0.0,0.25,0.0,0.5,0.0,0,0
condition_id+object_id,negate_far|obj_suitcase,4,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,both_negated|obj_suitcase,4,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,baseline|obj_backpack,4,0.25,0.5,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,phrase_alternate|obj_backpack,4,0.25,0.5,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,word_beside|obj_backpack,4,1.0,1.0,1.0,1.0,0.5,0.0,0,0
condition_id+object_id,word_alongside|obj_backpack,4,0.875,0.75,1.0,0.75,0.75,0.5,0,0
condition_id+object_id,word_near|obj_backpack,4,0.375,0.5,0.25,0.0,0.5,0.0,0,0
condition_id+object_id,reference_reversed|obj_backpack,4,0.25,0.5,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,negate_close|obj_backpack,4,0.0,0.0,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,negate_far|obj_backpack,4,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,both_negated|obj_backpack,4,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,baseline|obj_coat,4,0.5,1.0,0.0,0.0,0.375,0.0,0,0
condition_id+object_id,phrase_alternate|obj_coat,4,0.5,1.0,0.0,0.0,0.25,0.0,0,0
condition_id+object_id,word_beside|obj_coat,4,1.0,1.0,1.0,1.0,0.5,0.0,0,0
condition_id+object_id,word_alongside|obj_coat,4,0.625,1.0,0.25,0.25,1.0,1.0,0,0
condition_id+object_id,word_near|obj_coat,4,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,reference_reversed|obj_coat,4,0.5,1.0,0.0,0.0,0.375,0.0,0,0
condition_id+object_id,negate_close|obj_coat,4,0.625,1.0,0.25,0.25,0.375,0.0,0,0
condition_id+object_id,negate_far|obj_coat,4,0.5,1.0,0.0,0.0,0.25,0.0,0,0
condition_id+object_id,both_negated|obj_coat,4,0.5,1.0,0.0,0.0,0.25,0.0,0,0
condition_id+object_id,baseline|obj_cup,2,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,phrase_alternate|obj_cup,2,0.5,1.0,0.0,0.0,0.25,0.0,0,0
condition_id+object_id,word_beside|obj_cup,2,1.0,1.0,1.0,1.0,0.5,0.0,0,0
condition_id+object_id,word_alongside|obj_cup,2,0.5,1.0,0.0,0.0,0.75,0.5,0,0
condition_id+object_id,word_near|obj_cup,2,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,reference_reversed|obj_cup,2,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,negate_close|obj_cup,2,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,negate_far|obj_cup,2,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,both_negated|obj_cup,2,0.5,0.0,1.0,0.0,0.5,0.0,0,0
condition_id+object_id,baseline|obj_mug,2,0.5,1.0,0.0,0.0,0.25,0.0,0,0
condition_id+object_id,phrase_alternate|obj_mug,2,0.5,1.0,0.0,0.0,0.25,0.0,0,0
condition_id+object_id,word_beside|obj_mug,2,1.0,1.0,1.0,1.0,0.5,0.0,0,0
condition_id+object_id,word_alongside|obj_mug,2,0.5,1.0,0.0,0.0,1.0,1.0,0,0
condition_id+object_id,word_near|obj_mug,2,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,reference_reversed|obj_mug,2,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,negate_close|obj_mug,2,0.25,0.5,0.0,0.0,0.25,0.0,0,0
condition_id+object_id,negate_far|obj_mug,2,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,both_negated|obj_mug,2,0.5,0.0,1.0,0.0,0.5,0.0,0,0
condition_id+object_id,baseline|obj_helmet,2,0.25,0.5,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,phrase_alternate|obj_helmet,2,0.75,0.5,1.0,0.5,0.75,0.5,0,0
condition_id+object_id,word_beside|obj_helmet,2,1.0,1.0,1.0,1.0,0.5,0.0,0,0
condition_id+object_id,word_alongside|obj_helmet,2,0.75,1.0,0.5,0.5,0.75,0.5,0,0
condition_id+object_id,word_near|obj_helmet,2,0.0,0.0,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,reference_reversed|obj_helmet,2,0.25,0.5,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,negate_close|obj_helmet,2,0.25,0.0,0.5,0.0,0.5,0.0,0,0
condition_id+object_id,negate_far|obj_helmet,2,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,both_negated|obj_helmet,2,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,baseline|obj_bucket,2,0.5,0.5,0.5,0.0,0.5,0.0,0,0
condition_id+object_id,phrase_alternate|obj_bucket,2,0.75,0.5,1.0,0.5,0.75,0.5,0,0
condition_id+object_id,word_beside|obj_bucket,2,1.0,1.0,1.0,1.0,0.5,0.0,0,0
condition_id+object_id,word_alongside|obj_bucket,2,0.5,0.5,0.5,0.0,0.75,0.5,0,0
condition_id+object_id,word_near|obj_bucket,2,0.25,0.0,0.5,0.0,0.5,0.0,0,0
condition_id+object_id,reference_reversed|obj_bucket,2,0.5,1.0,0.0,0.0,0.25,0.0,0,0
condition_id+object_id,negate_close|obj_bucket,2,0.5,0.0,1.0,0.0,0.5,0.0,0,0
condition_id+object_id,negate_far|obj_bucket,2,0.5,1.0,0.0,0.0,0.5,0.0,0,0
condition_id+object_id,both_negated|obj_bucket,2,0.5,1.0,0.0,0.0,0.5,0.0,0,0
evidence_type,physical_arrangement,312,0.4519230769230769,0.7532051282051282,0.15064102564102563,0.03205128205128205,0.4599358974358974,0.01282051282051282,0,0
evidence_type,proximity_word,156,0.7083333333333334,0.8269230769230769,0.5897435897435898,0.48717948717948717,0.6025641025641025,0.20512820512820512,0,0
