probe_type,probe_version,name_id,name,object_id,object,Target1,Target2,Target3,probe_id,condition_id,event_family,direct_label_match_id,evidence_type,numeric_information,template_id,context_entity_order,length_band,length_match_id,entity_order_match_id,reference_order_id,outcome,correct_target,event_id,distance_trajectory_id,numeric_case_id,unit_id,initial_distance,final_distance,movement_distance,person_before,person_after,object_before,object_after,person_moves,object_moves,object_stationary,passes_reference,target_relation_repeated,Context,Context_word_count,Context_token_count,Target1_word_count,Target1_token_count,Target2_word_count,Target2_token_count,Target3_word_count,Target3_token_count,probe_row_index
closer_farther_event_extension,1.2,name_2,Li,obj_cone,cone,Li is now closer to the cone than before.,Li is now farther from the cone than before.,Li is now at the same distance from the cone as before.,name_2__obj_cone__direct_person_first__closer,direct_label,direct_relation_control,name_2__obj_cone__closer,explicit_comparative_label,absent,direct_person_first,person_first,direct,,,person_relative_to_object,closer,Target1,,,,,,,,,,,,,,,,True,"Compared with before, Li is now closer to the cone.",10,12,9,10,9,10,12,13,4032
closer_farther_event_extension,1.2,name_2,Li,obj_cone,cone,Li is now closer to the cone than before.,Li is now farther from the cone than before.,Li is now at the same distance from the cone as before.,name_2__obj_cone__direct_object_first__closer,direct_label,direct_relation_control,name_2__obj_cone__closer,explicit_comparative_label,absent,direct_object_first,object_first,direct,,,person_relative_to_object,closer,Target1,,,,,,,,,,,,,,,,True,"Compared with before, the cone is now closer to Li.",10,12,9,10,9,10,12,13,4033
closer_farther_event_extension,1.2,name_2,Li,obj_cone,cone,Li is now closer to the cone than before.,Li is now farther from the cone than before.,Li is now at the same distance from the cone as before.,name_2__obj_cone__direct_person_first__farther,direct_label,direct_relation_control,name_2__obj_cone__farther,explicit_comparative_label,absent,direct_person_first,person_first,direct,,,person_relative_to_object,farther,Target2,,,,,,,,,,,,,,,,True,"Compared with before, Li is now farther from the cone.",10,12,9,10,9,10,12,13,4034
closer_farther_event_extension,1.2,name_2,Li,obj_cone,cone,Li is now closer to the cone than before.,Li is now farther from the cone than before.,Li is now at the same distance from the cone as before.,name_2__obj_cone__direct_object_first__farther,direct_label,direct_relation_control,name_2__obj_cone__farther,explicit_comparative_label,absent,direct_object_first,object_first,direct,,,person_relative_to_object,farther,Target2,,,,,,,,,,,,,,,,True,"Compared with before, the cone is now farther from Li.",10,12,9,10,9,10,12,13,4035
closer_farther_event_extension,1.2,name_2,Li,obj_cone,cone,Li is now closer to the cone than before.,Li is now farther from the cone than before.,Li is now at the same distance from the cone as before.,name_2__obj_cone__direct_person_first__unchanged,direct_label,direct_relation_control,name_2__obj_cone__unchanged,explicit_comparative_label,absent,direct_person_first,person_first,direct,,,person_relative_to_object,unchanged,Target3,,,,,,,,,,,,,,,,True,"Compared with before, Li is now at the same distance from the cone.",13,15,9,10,9,10,12,13,4036
closer_farther_event_extension,1.2,name_2,Li,obj_cone,cone,Li is now closer to the cone than before.,Li is now farther from the cone than before.,Li is now at the same distance from the cone as before.,name_2__obj_cone__direct_object_first__unchanged,direct_label,direct_relation_control,name_2__obj_cone__unchanged,explicit_comparative_label,absent,direct_object_first,object_first,direct,,,person_relative_to_object,unchanged,Target3,,,,,,,,,,,,,,,,True,"Compared with before, the cone is now at the same distance from Li.",13,15,9,10,9,10,12,13,4037
closer_farther_event_extension,1.2,name_2,Li,obj_flag,flag,Li is now closer to the flag than before.,Li is now farther from the flag than before.,Li is now at the same distance from the flag as before.,name_2__obj_flag__direct_person_first__closer,direct_label,direct_relation_control,name_2__obj_flag__closer,explicit_comparative_label,absent,direct_person_first,person_first,direct,,,person_relative_to_object,closer,Target1,,,,,,,,,,,,,,,,True,"Compared with before, Li is now closer to the flag.",10,12,9,10,9,10,12,13,4704
closer_farther_event_extension,1.2,name_2,Li,obj_flag,flag,Li is now closer to the flag than before.,Li is now farther from the flag than before.,Li is now at the same distance from the flag as before.,name_2__obj_flag__direct_object_first__closer,direct_label,direct_relation_control,name_2__obj_flag__closer,explicit_comparative_label,absent,direct_object_first,object_first,direct,,,person_relative_to_object,closer,Target1,,,,,,,,,,,,,,,,True,"Compared with before, the flag is now closer to Li.",10,12,9,10,9,10,12,13,4705
closer_farther_event_extension,1.2,name_2,Li,obj_flag,flag,Li is now closer to the flag than before.,Li is now farther from the flag than before.,Li is now at the same distance from the flag as before.,name_2__obj_flag__direct_person_first__farther,direct_label,direct_relation_control,name_2__obj_flag__farther,explicit_comparative_label,absent,direct_person_first,person_first,direct,,,person_relative_to_object,farther,Target2,,,,,,,,,,,,,,,,True,"Compared with before, Li is now farther from the flag.",10,12,9,10,9,10,12,13,4706
closer_farther_event_extension,1.2,name_2,Li,obj_flag,flag,Li is now closer to the flag than before.,Li is now farther from the flag than before.,Li is now at the same distance from the flag as before.,name_2__obj_flag__direct_object_first__farther,direct_label,direct_relation_control,name_2__obj_flag__farther,explicit_comparative_label,absent,direct_object_first,object_first,direct,,,person_relative_to_object,farther,Target2,,,,,,,,,,,,,,,,True,"Compared with before, the flag is now farther from Li.",10,12,9,10,9,10,12,13,4707
closer_farther_event_extension,1.2,name_2,Li,obj_flag,flag,Li is now closer to the flag than before.,Li is now farther from the flag than before.,Li is now at the same distance from the flag as before.,name_2__obj_flag__direct_person_first__unchanged,direct_label,direct_relation_control,name_2__obj_flag__unchanged,explicit_comparative_label,absent,direct_person_first,person_first,direct,,,person_relative_to_object,unchanged,Target3,,,,,,,,,,,,,,,,True,"Compared with before, Li is now at the same distance from the flag.",13,15,9,10,9,10,12,13,4708
closer_farther_event_extension,1.2,name_2,Li,obj_flag,flag,Li is now closer to the flag than before.,Li is now farther from the flag than before.,Li is now at the same distance from the flag as before.,name_2__obj_flag__direct_object_first__unchanged,direct_label,direct_relation_control,name_2__obj_flag__unchanged,explicit_comparative_label,absent,direct_object_first,object_first,direct,,,person_relative_to_object,unchanged,Target3,,,,,,,,,,,,,,,,True,"Compared with before, the flag is now at the same distance from Li.",13,15,9,10,9,10,12,13,4709
closer_farther_event_extension,1.2,name_2,Li,obj_bicycle,bicycle,Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,Li is now at the same distance from the bicycle as before.,name_2__obj_bicycle__direct_person_first__closer,direct_label,direct_relation_control,name_2__obj_bicycle__closer,explicit_comparative_label,absent,direct_person_first,person_first,direct,,,person_relative_to_object,closer,Target1,,,,,,,,,,,,,,,,True,"Compared with before, Li is now closer to the bicycle.",10,12,9,10,9,10,12,13,5376
closer_farther_event_extension,1.2,name_2,Li,obj_bicycle,bicycle,Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,Li is now at the same distance from the bicycle as before.,name_2__obj_bicycle__direct_object_first__closer,direct_label,direct_relation_control,name_2__obj_bicycle__closer,explicit_comparative_label,absent,direct_object_first,object_first,direct,,,person_relative_to_object,closer,Target1,,,,,,,,,,,,,,,,True,"Compared with before, the bicycle is now closer to Li.",10,12,9,10,9,10,12,13,5377
closer_farther_event_extension,1.2,name_2,Li,obj_bicycle,bicycle,Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,Li is now at the same distance from the bicycle as before.,name_2__obj_bicycle__direct_person_first__farther,direct_label,direct_relation_control,name_2__obj_bicycle__farther,explicit_comparative_label,absent,direct_person_first,person_first,direct,,,person_relative_to_object,farther,Target2,,,,,,,,,,,,,,,,True,"Compared with before, Li is now farther from the bicycle.",10,12,9,10,9,10,12,13,5378
closer_farther_event_extension,1.2,name_2,Li,obj_bicycle,bicycle,Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,Li is now at the same distance from the bicycle as before.,name_2__obj_bicycle__direct_object_first__farther,direct_label,direct_relation_control,name_2__obj_bicycle__farther,explicit_comparative_label,absent,direct_object_first,object_first,direct,,,person_relative_to_object,farther,Target2,,,,,,,,,,,,,,,,True,"Compared with before, the bicycle is now farther from Li.",10,12,9,10,9,10,12,13,5379
closer_farther_event_extension,1.2,name_2,Li,obj_bicycle,bicycle,Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,Li is now at the same distance from the bicycle as before.,name_2__obj_bicycle__direct_person_first__unchanged,direct_label,direct_relation_control,name_2__obj_bicycle__unchanged,explicit_comparative_label,absent,direct_person_first,person_first,direct,,,person_relative_to_object,unchanged,Target3,,,,,,,,,,,,,,,,True,"Compared with before, Li is now at the same distance from the bicycle.",13,15,9,10,9,10,12,13,5380
closer_farther_event_extension,1.2,name_2,Li,obj_bicycle,bicycle,Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,Li is now at the same distance from the bicycle as before.,name_2__obj_bicycle__direct_object_first__unchanged,direct_label,direct_relation_control,name_2__obj_bicycle__unchanged,explicit_comparative_label,absent,direct_object_first,object_first,direct,,,person_relative_to_object,unchanged,Target3,,,,,,,,,,,,,,,,True,"Compared with before, the bicycle is now at the same distance from Li.",13,15,9,10,9,10,12,13,5381
closer_farther_event_extension,1.2,name_3,Omar,obj_cone,cone,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,Omar is now at the same distance from the cone as before.,name_3__obj_cone__direct_person_first__closer,direct_label,direct_relation_control,name_3__obj_cone__closer,explicit_comparative_label,absent,direct_person_first,person_first,direct,,,person_relative_to_object,closer,Target1,,,,,,,,,,,,,,,,True,"Compared with before, Omar is now closer to the cone.",10,12,9,11,9,11,12,14,6048
closer_farther_event_extension,1.2,name_3,Omar,obj_cone,cone,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,Omar is now at the same distance from the cone as before.,name_3__obj_cone__direct_object_first__closer,direct_label,direct_relation_control,name_3__obj_cone__closer,explicit_comparative_label,absent,direct_object_first,object_first,direct,,,person_relative_to_object,closer,Target1,,,,,,,,,,,,,,,,True,"Compared with before, the cone is now closer to Omar.",10,12,9,11,9,11,12,14,6049
closer_farther_event_extension,1.2,name_3,Omar,obj_cone,cone,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,Omar is now at the same distance from the cone as before.,name_3__obj_cone__direct_person_first__farther,direct_label,direct_relation_control,name_3__obj_cone__farther,explicit_comparative_label,absent,direct_person_first,person_first,direct,,,person_relative_to_object,farther,Target2,,,,,,,,,,,,,,,,True,"Compared with before, Omar is now farther from the cone.",10,12,9,11,9,11,12,14,6050
