match_type,probe_id_a,probe_id_b,expected_gold_change,scene_cluster_id
context_entity_order,event__recede_without_crossing__numeric__maya_eli__reference_first__reference_first__increasing__none,event__recede_without_crossing__numeric__maya_eli__reference_first__target_first__increasing__none,False,recede_without_crossing
context_entity_order,event__recede_without_crossing__numeric__maya_eli__reference_first__reference_first__decreasing__none,event__recede_without_crossing__numeric__maya_eli__reference_first__target_first__decreasing__none,False,recede_without_crossing
context_entity_order,event__both_same_direction__numeric__a_b__target_first__reference_first__increasing__none,event__both_same_direction__numeric__a_b__target_first__target_first__increasing__none,False,both_same_direction
context_entity_order,event__both_same_direction__numeric__a_b__target_first__reference_first__decreasing__none,event__both_same_direction__numeric__a_b__target_first__target_first__decreasing__none,False,both_same_direction
context_entity_order,event__both_same_direction__numeric__a_b__reference_first__reference_first__increasing__none,event__both_same_direction__numeric__a_b__reference_first__target_first__increasing__none,False,both_same_direction
context_entity_order,event__both_same_direction__numeric__a_b__reference_first__reference_first__decreasing__none,event__both_same_direction__numeric__a_b__reference_first__target_first__decreasing__none,False,both_same_direction
context_entity_order,event__both_same_direction__numeric__maya_eli__target_first__reference_first__increasing__none,event__both_same_direction__numeric__maya_eli__target_first__target_first__increasing__none,False,both_same_direction
context_entity_order,event__both_same_direction__numeric__maya_eli__target_first__reference_first__decreasing__none,event__both_same_direction__numeric__maya_eli__target_first__target_first__decreasing__none,False,both_same_direction
context_entity_order,event__both_same_direction__numeric__maya_eli__reference_first__reference_first__increasing__none,event__both_same_direction__numeric__maya_eli__reference_first__target_first__increasing__none,False,both_same_direction
context_entity_order,event__both_same_direction__numeric__maya_eli__reference_first__reference_first__decreasing__none,event__both_same_direction__numeric__maya_eli__reference_first__target_first__decreasing__none,False,both_same_direction
context_entity_order,event__both_opposite_preserved__numeric__a_b__target_first__reference_first__increasing__none,event__both_opposite_preserved__numeric__a_b__target_first__target_first__increasing__none,False,both_opposite_preserved
context_entity_order,event__both_opposite_preserved__numeric__a_b__target_first__reference_first__decreasing__none,event__both_opposite_preserved__numeric__a_b__target_first__target_first__decreasing__none,False,both_opposite_preserved
context_entity_order,event__both_opposite_preserved__numeric__a_b__reference_first__reference_first__increasing__none,event__both_opposite_preserved__numeric__a_b__reference_first__target_first__increasing__none,False,both_opposite_preserved
context_entity_order,event__both_opposite_preserved__numeric__a_b__reference_first__reference_first__decreasing__none,event__both_opposite_preserved__numeric__a_b__reference_first__target_first__decreasing__none,False,both_opposite_preserved
context_entity_order,event__both_opposite_preserved__numeric__maya_eli__target_first__reference_first__increasing__none,event__both_opposite_preserved__numeric__maya_eli__target_first__target_first__increasing__none,False,both_opposite_preserved
context_entity_order,event__both_opposite_preserved__numeric__maya_eli__target_first__reference_first__decreasing__none,event__both_opposite_preserved__numeric__maya_eli__target_first__target_first__decreasing__none,False,both_opposite_preserved
context_entity_order,event__both_opposite_preserved__numeric__maya_eli__reference_first__reference_first__increasing__none,event__both_opposite_preserved__numeric__maya_eli__reference_first__target_first__increasing__none,False,both_opposite_preserved
context_entity_order,event__both_opposite_preserved__numeric__maya_eli__reference_first__reference_first__decreasing__none,event__both_opposite_preserved__numeric__maya_eli__reference_first__target_first__decreasing__none,False,both_opposite_preserved
context_entity_order,event__both_reverse__numeric__a_b__target_first__reference_first__increasing__none,event__both_reverse__numeric__a_b__target_first__target_first__increasing__none,False,both_reverse
context_entity_order,event__both_reverse__numeric__a_b__target_first__reference_first__decreasing__none,event__both_reverse__numeric__a_b__target_first__target_first__decreasing__none,False,both_reverse
context_entity_order,event__both_reverse__numeric__a_b__reference_first__reference_first__increasing__none,event__both_reverse__numeric__a_b__reference_first__target_first__increasing__none,False,both_reverse
context_entity_order,event__both_reverse__numeric__a_b__reference_first__reference_first__decreasing__none,event__both_reverse__numeric__a_b__reference_first__target_first__decreasing__none,False,both_reverse
context_entity_order,event__both_reverse__numeric__maya_eli__target_first__reference_first__increasing__none,event__both_reverse__numeric__maya_eli__target_first__target_first__increasing__none,False,both_reverse
context_entity_order,event__both_reverse__numeric__maya_eli__target_first__reference_first__decreasing__none,event__both_reverse__numeric__maya_eli__target_first__target_first__decreasing__none,False,both_reverse
context_entity_order,event__both_reverse__numeric__maya_eli__reference_first__reference_first__increasing__none,event__both_reverse__numeric__maya_eli__reference_first__target_first__increasing__none,False,both_reverse
context_entity_order,event__both_reverse__numeric__maya_eli__reference_first__reference_first__decreasing__none,event__both_reverse__numeric__maya_eli__reference_first__target_first__decreasing__none,False,both_reverse
target_entity_order,event__static_adjacent__numeric__a_b__reference_first__target_first__increasing__none,event__static_adjacent__numeric__a_b__target_first__target_first__increasing__none,False,static_adjacent
target_entity_order,event__static_adjacent__numeric__a_b__reference_first__target_first__decreasing__none,event__static_adjacent__numeric__a_b__target_first__target_first__decreasing__none,False,static_adjacent
target_entity_order,event__static_adjacent__numeric__a_b__reference_first__reference_first__increasing__none,event__static_adjacent__numeric__a_b__target_first__reference_first__increasing__none,False,static_adjacent
target_entity_order,event__static_adjacent__numeric__a_b__reference_first__reference_first__decreasing__none,event__static_adjacent__numeric__a_b__target_first__reference_first__decreasing__none,False,static_adjacent
target_entity_order,event__static_adjacent__numeric__maya_eli__reference_first__target_first__increasing__none,event__static_adjacent__numeric__maya_eli__target_first__target_first__increasing__none,False,static_adjacent
target_entity_order,event__static_adjacent__numeric__maya_eli__reference_first__target_first__decreasing__none,event__static_adjacent__numeric__maya_eli__target_first__target_first__decreasing__none,False,static_adjacent
target_entity_order,event__static_adjacent__numeric__maya_eli__reference_first__reference_first__increasing__none,event__static_adjacent__numeric__maya_eli__target_first__reference_first__increasing__none,False,static_adjacent
target_entity_order,event__static_adjacent__numeric__maya_eli__reference_first__reference_first__decreasing__none,event__static_adjacent__numeric__maya_eli__target_first__reference_first__decreasing__none,False,static_adjacent
target_entity_order,event__static_adjacent__nonnumeric__a_b__reference_first__template_specific__toward_anchor__door,event__static_adjacent__nonnumeric__a_b__target_first__template_specific__toward_anchor__door,False,static_adjacent
target_entity_order,event__static_adjacent__nonnumeric__maya_eli__reference_first__template_specific__toward_anchor__door,event__static_adjacent__nonnumeric__maya_eli__target_first__template_specific__toward_anchor__door,False,static_adjacent
target_entity_order,event__static_adjacent__nonnumeric__a_b__reference_first__template_specific__away_from_anchor__door,event__static_adjacent__nonnumeric__a_b__target_first__template_specific__away_from_anchor__door,False,static_adjacent
target_entity_order,event__static_adjacent__nonnumeric__maya_eli__reference_first__template_specific__away_from_anchor__door,event__static_adjacent__nonnumeric__maya_eli__target_first__template_specific__away_from_anchor__door,False,static_adjacent
target_entity_order,event__static_adjacent__nonnumeric__a_b__reference_first__template_specific__toward_anchor__window,event__static_adjacent__nonnumeric__a_b__target_first__template_specific__toward_anchor__window,False,static_adjacent
target_entity_order,event__static_adjacent__nonnumeric__maya_eli__reference_first__template_specific__toward_anchor__window,event__static_adjacent__nonnumeric__maya_eli__target_first__template_specific__toward_anchor__window,False,static_adjacent
target_entity_order,event__static_adjacent__nonnumeric__a_b__reference_first__template_specific__away_from_anchor__window,event__static_adjacent__nonnumeric__a_b__target_first__template_specific__away_from_anchor__window,False,static_adjacent
target_entity_order,event__static_adjacent__nonnumeric__maya_eli__reference_first__template_specific__away_from_anchor__window,event__static_adjacent__nonnumeric__maya_eli__target_first__template_specific__away_from_anchor__window,False,static_adjacent
target_entity_order,event__static_adjacent__nonnumeric__a_b__reference_first__template_specific__toward_anchor__gate,event__static_adjacent__nonnumeric__a_b__target_first__template_specific__toward_anchor__gate,False,static_adjacent
target_entity_order,event__static_adjacent__nonnumeric__maya_eli__reference_first__template_specific__toward_anchor__gate,event__static_adjacent__nonnumeric__maya_eli__target_first__template_specific__toward_anchor__gate,False,static_adjacent
target_entity_order,event__static_adjacent__nonnumeric__a_b__reference_first__template_specific__away_from_anchor__gate,event__static_adjacent__nonnumeric__a_b__target_first__template_specific__away_from_anchor__gate,False,static_adjacent
target_entity_order,event__static_adjacent__nonnumeric__maya_eli__reference_first__template_specific__away_from_anchor__gate,event__static_adjacent__nonnumeric__maya_eli__target_first__template_specific__away_from_anchor__gate,False,static_adjacent
target_entity_order,event__static_separated__numeric__a_b__reference_first__target_first__increasing__none,event__static_separated__numeric__a_b__target_first__target_first__increasing__none,False,static_separated
target_entity_order,event__static_separated__numeric__a_b__reference_first__target_first__decreasing__none,event__static_separated__numeric__a_b__target_first__target_first__decreasing__none,False,static_separated
target_entity_order,event__static_separated__numeric__a_b__reference_first__reference_first__increasing__none,event__static_separated__numeric__a_b__target_first__reference_first__increasing__none,False,static_separated
target_entity_order,event__static_separated__numeric__a_b__reference_first__reference_first__decreasing__none,event__static_separated__numeric__a_b__target_first__reference_first__decreasing__none,False,static_separated
target_entity_order,event__static_separated__numeric__maya_eli__reference_first__target_first__increasing__none,event__static_separated__numeric__maya_eli__target_first__target_first__increasing__none,False,static_separated
target_entity_order,event__static_separated__numeric__maya_eli__reference_first__target_first__decreasing__none,event__static_separated__numeric__maya_eli__target_first__target_first__decreasing__none,False,static_separated
target_entity_order,event__static_separated__numeric__maya_eli__reference_first__reference_first__increasing__none,event__static_separated__numeric__maya_eli__target_first__reference_first__increasing__none,False,static_separated
target_entity_order,event__static_separated__numeric__maya_eli__reference_first__reference_first__decreasing__none,event__static_separated__numeric__maya_eli__target_first__reference_first__decreasing__none,False,static_separated
target_entity_order,event__static_interior__numeric__a_b__reference_first__target_first__increasing__none,event__static_interior__numeric__a_b__target_first__target_first__increasing__none,False,static_interior
target_entity_order,event__static_interior__numeric__a_b__reference_first__target_first__decreasing__none,event__static_interior__numeric__a_b__target_first__target_first__decreasing__none,False,static_interior
target_entity_order,event__static_interior__numeric__a_b__reference_first__reference_first__increasing__none,event__static_interior__numeric__a_b__target_first__reference_first__increasing__none,False,static_interior
target_entity_order,event__static_interior__numeric__a_b__reference_first__reference_first__decreasing__none,event__static_interior__numeric__a_b__target_first__reference_first__decreasing__none,False,static_interior
target_entity_order,event__static_interior__numeric__maya_eli__reference_first__target_first__increasing__none,event__static_interior__numeric__maya_eli__target_first__target_first__increasing__none,False,static_interior
target_entity_order,event__static_interior__numeric__maya_eli__reference_first__target_first__decreasing__none,event__static_interior__numeric__maya_eli__target_first__target_first__decreasing__none,False,static_interior
target_entity_order,event__static_interior__numeric__maya_eli__reference_first__reference_first__increasing__none,event__static_interior__numeric__maya_eli__target_first__reference_first__increasing__none,False,static_interior
target_entity_order,event__static_interior__numeric__maya_eli__reference_first__reference_first__decreasing__none,event__static_interior__numeric__maya_eli__target_first__reference_first__decreasing__none,False,static_interior
target_entity_order,event__target_cross_forward__numeric__a_b__reference_first__target_first__increasing__none,event__target_cross_forward__numeric__a_b__target_first__target_first__increasing__none,False,target_cross_forward
target_entity_order,event__target_cross_forward__numeric__a_b__reference_first__target_first__decreasing__none,event__target_cross_forward__numeric__a_b__target_first__target_first__decreasing__none,False,target_cross_forward
target_entity_order,event__target_cross_forward__numeric__a_b__reference_first__reference_first__increasing__none,event__target_cross_forward__numeric__a_b__target_first__reference_first__increasing__none,False,target_cross_forward
target_entity_order,event__target_cross_forward__numeric__a_b__reference_first__reference_first__decreasing__none,event__target_cross_forward__numeric__a_b__target_first__reference_first__decreasing__none,False,target_cross_forward
target_entity_order,event__target_cross_forward__numeric__maya_eli__reference_first__target_first__increasing__none,event__target_cross_forward__numeric__maya_eli__target_first__target_first__increasing__none,False,target_cross_forward
target_entity_order,event__target_cross_forward__numeric__maya_eli__reference_first__target_first__decreasing__none,event__target_cross_forward__numeric__maya_eli__target_first__target_first__decreasing__none,False,target_cross_forward
target_entity_order,event__target_cross_forward__numeric__maya_eli__reference_first__reference_first__increasing__none,event__target_cross_forward__numeric__maya_eli__target_first__reference_first__increasing__none,False,target_cross_forward
target_entity_order,event__target_cross_forward__numeric__maya_eli__reference_first__reference_first__decreasing__none,event__target_cross_forward__numeric__maya_eli__target_first__reference_first__decreasing__none,False,target_cross_forward
target_entity_order,event__target_cross_forward__nonnumeric__a_b__reference_first__template_specific__implicit_initial_facing__none,event__target_cross_forward__nonnumeric__a_b__target_first__template_specific__implicit_initial_facing__none,False,target_cross_forward
target_entity_order,event__target_cross_forward__nonnumeric__maya_eli__reference_first__template_specific__implicit_initial_facing__none,event__target_cross_forward__nonnumeric__maya_eli__target_first__template_specific__implicit_initial_facing__none,False,target_cross_forward
target_entity_order,event__reference_cross_forward__numeric__a_b__reference_first__target_first__increasing__none,event__reference_cross_forward__numeric__a_b__target_first__target_first__increasing__none,False,reference_cross_forward
target_entity_order,event__reference_cross_forward__numeric__a_b__reference_first__target_first__decreasing__none,event__reference_cross_forward__numeric__a_b__target_first__target_first__decreasing__none,False,reference_cross_forward
target_entity_order,event__reference_cross_forward__numeric__a_b__reference_first__reference_first__increasing__none,event__reference_cross_forward__numeric__a_b__target_first__reference_first__increasing__none,False,reference_cross_forward
target_entity_order,event__reference_cross_forward__numeric__a_b__reference_first__reference_first__decreasing__none,event__reference_cross_forward__numeric__a_b__target_first__reference_first__decreasing__none,False,reference_cross_forward
target_entity_order,event__reference_cross_forward__numeric__maya_eli__reference_first__target_first__increasing__none,event__reference_cross_forward__numeric__maya_eli__target_first__target_first__increasing__none,False,reference_cross_forward
target_entity_order,event__reference_cross_forward__numeric__maya_eli__reference_first__target_first__decreasing__none,event__reference_cross_forward__numeric__maya_eli__target_first__target_first__decreasing__none,False,reference_cross_forward
target_entity_order,event__reference_cross_forward__numeric__maya_eli__reference_first__reference_first__increasing__none,event__reference_cross_forward__numeric__maya_eli__target_first__reference_first__increasing__none,False,reference_cross_forward
target_entity_order,event__reference_cross_forward__numeric__maya_eli__reference_first__reference_first__decreasing__none,event__reference_cross_forward__numeric__maya_eli__target_first__reference_first__decreasing__none,False,reference_cross_forward
target_entity_order,event__reference_cross_forward__nonnumeric__a_b__reference_first__template_specific__implicit_initial_facing__none,event__reference_cross_forward__nonnumeric__a_b__target_first__template_specific__implicit_initial_facing__none,False,reference_cross_forward
target_entity_order,event__reference_cross_forward__nonnumeric__maya_eli__reference_first__template_specific__implicit_initial_facing__none,event__reference_cross_forward__nonnumeric__maya_eli__target_first__template_specific__implicit_initial_facing__none,False,reference_cross_forward
target_entity_order,event__approach_without_crossing__numeric__a_b__reference_first__target_first__increasing__none,event__approach_without_crossing__numeric__a_b__target_first__target_first__increasing__none,False,approach_without_crossing
target_entity_order,event__approach_without_crossing__numeric__a_b__reference_first__target_first__decreasing__none,event__approach_without_crossing__numeric__a_b__target_first__target_first__decreasing__none,False,approach_without_crossing
target_entity_order,event__approach_without_crossing__numeric__a_b__reference_first__reference_first__increasing__none,event__approach_without_crossing__numeric__a_b__target_first__reference_first__increasing__none,False,approach_without_crossing
target_entity_order,event__approach_without_crossing__numeric__a_b__reference_first__reference_first__decreasing__none,event__approach_without_crossing__numeric__a_b__target_first__reference_first__decreasing__none,False,approach_without_crossing
target_entity_order,event__approach_without_crossing__numeric__maya_eli__reference_first__target_first__increasing__none,event__approach_without_crossing__numeric__maya_eli__target_first__target_first__increasing__none,False,approach_without_crossing
target_entity_order,event__approach_without_crossing__numeric__maya_eli__reference_first__target_first__decreasing__none,event__approach_without_crossing__numeric__maya_eli__target_first__target_first__decreasing__none,False,approach_without_crossing
target_entity_order,event__approach_without_crossing__numeric__maya_eli__reference_first__reference_first__increasing__none,event__approach_without_crossing__numeric__maya_eli__target_first__reference_first__increasing__none,False,approach_without_crossing
target_entity_order,event__approach_without_crossing__numeric__maya_eli__reference_first__reference_first__decreasing__none,event__approach_without_crossing__numeric__maya_eli__target_first__reference_first__decreasing__none,False,approach_without_crossing
target_entity_order,event__approach_without_crossing__nonnumeric__a_b__reference_first__template_specific__implicit_initial_facing__none,event__approach_without_crossing__nonnumeric__a_b__target_first__template_specific__implicit_initial_facing__none,False,approach_without_crossing
target_entity_order,event__approach_without_crossing__nonnumeric__maya_eli__reference_first__template_specific__implicit_initial_facing__none,event__approach_without_crossing__nonnumeric__maya_eli__target_first__template_specific__implicit_initial_facing__none,False,approach_without_crossing
target_entity_order,event__recede_without_crossing__numeric__a_b__reference_first__target_first__increasing__none,event__recede_without_crossing__numeric__a_b__target_first__target_first__increasing__none,False,recede_without_crossing
target_entity_order,event__recede_without_crossing__numeric__a_b__reference_first__target_first__decreasing__none,event__recede_without_crossing__numeric__a_b__target_first__target_first__decreasing__none,False,recede_without_crossing
target_entity_order,event__recede_without_crossing__numeric__a_b__reference_first__reference_first__increasing__none,event__recede_without_crossing__numeric__a_b__target_first__reference_first__increasing__none,False,recede_without_crossing
target_entity_order,event__recede_without_crossing__numeric__a_b__reference_first__reference_first__decreasing__none,event__recede_without_crossing__numeric__a_b__target_first__reference_first__decreasing__none,False,recede_without_crossing
target_entity_order,event__recede_without_crossing__numeric__maya_eli__reference_first__target_first__increasing__none,event__recede_without_crossing__numeric__maya_eli__target_first__target_first__increasing__none,False,recede_without_crossing
target_entity_order,event__recede_without_crossing__numeric__maya_eli__reference_first__target_first__decreasing__none,event__recede_without_crossing__numeric__maya_eli__target_first__target_first__decreasing__none,False,recede_without_crossing
target_entity_order,event__recede_without_crossing__numeric__maya_eli__reference_first__reference_first__increasing__none,event__recede_without_crossing__numeric__maya_eli__target_first__reference_first__increasing__none,False,recede_without_crossing
target_entity_order,event__recede_without_crossing__numeric__maya_eli__reference_first__reference_first__decreasing__none,event__recede_without_crossing__numeric__maya_eli__target_first__reference_first__decreasing__none,False,recede_without_crossing
target_entity_order,event__recede_without_crossing__nonnumeric__a_b__reference_first__template_specific__implicit_initial_facing__none,event__recede_without_crossing__nonnumeric__a_b__target_first__template_specific__implicit_initial_facing__none,False,recede_without_crossing
target_entity_order,event__recede_without_crossing__nonnumeric__maya_eli__reference_first__template_specific__implicit_initial_facing__none,event__recede_without_crossing__nonnumeric__maya_eli__target_first__template_specific__implicit_initial_facing__none,False,recede_without_crossing
target_entity_order,event__both_same_direction__numeric__a_b__reference_first__target_first__increasing__none,event__both_same_direction__numeric__a_b__target_first__target_first__increasing__none,False,both_same_direction
target_entity_order,event__both_same_direction__numeric__a_b__reference_first__target_first__decreasing__none,event__both_same_direction__numeric__a_b__target_first__target_first__decreasing__none,False,both_same_direction
target_entity_order,event__both_same_direction__numeric__a_b__reference_first__reference_first__increasing__none,event__both_same_direction__numeric__a_b__target_first__reference_first__increasing__none,False,both_same_direction
target_entity_order,event__both_same_direction__numeric__a_b__reference_first__reference_first__decreasing__none,event__both_same_direction__numeric__a_b__target_first__reference_first__decreasing__none,False,both_same_direction
target_entity_order,event__both_same_direction__numeric__maya_eli__reference_first__target_first__increasing__none,event__both_same_direction__numeric__maya_eli__target_first__target_first__increasing__none,False,both_same_direction
