grouping,group,pairs,accuracy,both_correct,positive_word_choice,ties
axis+event_family+context_entity_order+target_entity_order,north_south|screen_to_cardinal|target_first|target_first,3,0.5,0,1.0,0
axis+event_family+context_entity_order+target_entity_order,north_south|screen_to_cardinal|target_first|reference_first,3,0.5,0,1.0,0
axis+event_family+context_entity_order+target_entity_order,north_south|screen_to_cardinal|reference_first|target_first,3,0.5,0,1.0,0
axis+event_family+context_entity_order+target_entity_order,north_south|screen_to_cardinal|reference_first|reference_first,3,0.5,0,1.0,0
axis+event_family+context_entity_order+target_entity_order,east_west|static_placement|target_first|target_first,36,0.5,0,1.0,0
axis+event_family+context_entity_order+target_entity_order,east_west|static_placement|target_first|reference_first,36,0.4722222222222222,0,0.9166666666666666,0
axis+event_family+context_entity_order+target_entity_order,east_west|static_placement|reference_first|target_first,36,0.4722222222222222,0,0.9166666666666666,0
axis+event_family+context_entity_order+target_entity_order,east_west|static_placement|reference_first|reference_first,36,0.5,0,1.0,0
axis+event_family+context_entity_order+target_entity_order,east_west|target_crosses|target_first|target_first,18,0.5,0,0.9444444444444444,0
axis+event_family+context_entity_order+target_entity_order,east_west|target_crosses|target_first|reference_first,18,0.5,0,0.8888888888888888,0
axis+event_family+context_entity_order+target_entity_order,east_west|target_crosses|reference_first|target_first,18,0.5,0,0.9444444444444444,0
axis+event_family+context_entity_order+target_entity_order,east_west|target_crosses|reference_first|reference_first,18,0.5277777777777778,0.05555555555555555,0.9722222222222222,0
axis+event_family+context_entity_order+target_entity_order,east_west|reference_crosses|target_first|target_first,18,0.5,0,0.9444444444444444,0
axis+event_family+context_entity_order+target_entity_order,east_west|reference_crosses|target_first|reference_first,18,0.5277777777777778,0.05555555555555555,0.8611111111111112,0
axis+event_family+context_entity_order+target_entity_order,east_west|reference_crosses|reference_first|target_first,18,0.5,0,0.8888888888888888,0
axis+event_family+context_entity_order+target_entity_order,east_west|reference_crosses|reference_first|reference_first,18,0.5,0,0.8888888888888888,0
axis+event_family+context_entity_order+target_entity_order,east_west|target_moves_without_crossing|target_first|target_first,36,0.5,0,0.9722222222222222,0
axis+event_family+context_entity_order+target_entity_order,east_west|target_moves_without_crossing|target_first|reference_first,36,0.4861111111111111,0,0.9305555555555556,0
axis+event_family+context_entity_order+target_entity_order,east_west|target_moves_without_crossing|reference_first|target_first,36,0.5,0,0.9444444444444444,0
axis+event_family+context_entity_order+target_entity_order,east_west|target_moves_without_crossing|reference_first|reference_first,36,0.5,0,0.9722222222222222,0
axis+event_family+context_entity_order+target_entity_order,east_west|both_move|target_first|target_first,54,0.5,0,1.0,0
axis+event_family+context_entity_order+target_entity_order,east_west|both_move|target_first|reference_first,54,0.5,0,0.9074074074074074,0
axis+event_family+context_entity_order+target_entity_order,east_west|both_move|reference_first|target_first,54,0.5,0,0.9259259259259259,0
axis+event_family+context_entity_order+target_entity_order,east_west|both_move|reference_first|reference_first,54,0.49074074074074076,0,0.9537037037037037,0
axis+event_family+context_entity_order+target_entity_order,east_west|direct_relation|target_first|target_first,3,0.8333333333333334,0.6666666666666666,0.6666666666666666,0
axis+event_family+context_entity_order+target_entity_order,east_west|direct_relation|target_first|reference_first,3,0.16666666666666666,0,0.6666666666666666,0
axis+event_family+context_entity_order+target_entity_order,east_west|direct_relation|reference_first|target_first,3,0.16666666666666666,0,0.6666666666666666,0
axis+event_family+context_entity_order+target_entity_order,east_west|direct_relation|reference_first|reference_first,3,0.8333333333333334,0.6666666666666666,0.6666666666666666,0
axis+event_family+context_entity_order+target_entity_order,east_west|screen_to_cardinal|target_first|target_first,3,0.5,0,1.0,0
axis+event_family+context_entity_order+target_entity_order,east_west|screen_to_cardinal|target_first|reference_first,3,0.5,0,1.0,0
axis+event_family+context_entity_order+target_entity_order,east_west|screen_to_cardinal|reference_first|target_first,3,0.5,0,1.0,0
axis+event_family+context_entity_order+target_entity_order,east_west|screen_to_cardinal|reference_first|reference_first,3,0.5,0,1.0,0
axis+event_family+length_band,north_south|static_placement|compact,48,0.5,0,1.0,0
axis+event_family+length_band,north_south|static_placement|standard,48,0.5,0,1.0,0
axis+event_family+length_band,north_south|static_placement|expanded,48,0.5,0,1.0,0
axis+event_family+length_band,north_south|target_crosses|compact,24,0.5,0,0.9583333333333334,0
axis+event_family+length_band,north_south|target_crosses|standard,24,0.5,0,1.0,0
axis+event_family+length_band,north_south|target_crosses|expanded,24,0.5,0,1.0,0
axis+event_family+length_band,north_south|reference_crosses|compact,24,0.5,0,1.0,0
axis+event_family+length_band,north_south|reference_crosses|standard,24,0.5,0,1.0,0
axis+event_family+length_band,north_south|reference_crosses|expanded,24,0.5,0,1.0,0
axis+event_family+length_band,north_south|target_moves_without_crossing|compact,48,0.5,0,1.0,0
axis+event_family+length_band,north_south|target_moves_without_crossing|standard,48,0.5,0,1.0,0
axis+event_family+length_band,north_south|target_moves_without_crossing|expanded,48,0.5,0,1.0,0
axis+event_family+length_band,north_south|both_move|compact,72,0.5,0,1.0,0
axis+event_family+length_band,north_south|both_move|standard,72,0.5,0,1.0,0
axis+event_family+length_band,north_south|both_move|expanded,72,0.5,0,1.0,0
axis+event_family+length_band,north_south|direct_relation|compact,4,0.625,0.25,0.875,0
axis+event_family+length_band,north_south|direct_relation|standard,4,0.5,0.5,0.5,0
axis+event_family+length_band,north_south|direct_relation|expanded,4,0.5,0.5,0.5,0
axis+event_family+length_band,north_south|screen_to_cardinal|compact,4,0.5,0,1.0,0
axis+event_family+length_band,north_south|screen_to_cardinal|standard,4,0.5,0,1.0,0
axis+event_family+length_band,north_south|screen_to_cardinal|expanded,4,0.5,0,1.0,0
axis+event_family+length_band,east_west|static_placement|compact,48,0.5,0,1.0,0
axis+event_family+length_band,east_west|static_placement|standard,48,0.4791666666666667,0,0.9375,0
axis+event_family+length_band,east_west|static_placement|expanded,48,0.4791666666666667,0,0.9375,0
axis+event_family+length_band,east_west|target_crosses|compact,24,0.5,0,1.0,0
axis+event_family+length_band,east_west|target_crosses|standard,24,0.5,0,0.9583333333333334,0
axis+event_family+length_band,east_west|target_crosses|expanded,24,0.5208333333333334,0.041666666666666664,0.8541666666666666,0
axis+event_family+length_band,east_west|reference_crosses|compact,24,0.5208333333333334,0.041666666666666664,0.9375,0
axis+event_family+length_band,east_west|reference_crosses|standard,24,0.5,0,0.9166666666666666,0
axis+event_family+length_band,east_west|reference_crosses|expanded,24,0.5,0,0.8333333333333334,0
axis+event_family+length_band,east_west|target_moves_without_crossing|compact,48,0.5,0,1.0,0
axis+event_family+length_band,east_west|target_moves_without_crossing|standard,48,0.4895833333333333,0,0.9479166666666666,0
axis+event_family+length_band,east_west|target_moves_without_crossing|expanded,48,0.5,0,0.9166666666666666,0
axis+event_family+length_band,east_west|both_move|compact,72,0.5,0,0.9722222222222222,0
axis+event_family+length_band,east_west|both_move|standard,72,0.4930555555555556,0,0.9375,0
axis+event_family+length_band,east_west|both_move|expanded,72,0.5,0,0.9305555555555556,0
axis+event_family+length_band,east_west|direct_relation|compact,4,0.5,0,1.0,0
axis+event_family+length_band,east_west|direct_relation|standard,4,0.5,0.5,0.5,0
axis+event_family+length_band,east_west|direct_relation|expanded,4,0.5,0.5,0.5,0
axis+event_family+length_band,east_west|screen_to_cardinal|compact,4,0.5,0,1.0,0
axis+event_family+length_band,east_west|screen_to_cardinal|standard,4,0.5,0,1.0,0
axis+event_family+length_band,east_west|screen_to_cardinal|expanded,4,0.5,0,1.0,0
