grouping,group,n_pairs,n_judgments,binary_accuracy,above_gold_accuracy,below_gold_accuracy,both_correct_fraction,above_word_chosen_fraction,context_sensitivity_accuracy,exact_choice_ties
event_family+event_subtype,target_crosses|full_crossing,96,192,0.5208333333333334,0.6666666666666666,0.375,0.052083333333333336,0.71875,0.484375,0
event_family+event_subtype,target_crosses|inner_crossing,96,192,0.4895833333333333,0.625,0.3541666666666667,0.010416666666666666,0.7291666666666666,0.4895833333333333,0
event_family+event_subtype,reference_crosses|full_crossing,96,192,0.5104166666666666,0.5625,0.4583333333333333,0.052083333333333336,0.7604166666666666,0.53125,0
event_family+event_subtype,reference_crosses|inner_crossing,96,192,0.5,0.5520833333333334,0.4479166666666667,0.020833333333333332,0.78125,0.5364583333333334,0
event_family+event_subtype,target_moves_without_crossing|upward_motion,96,192,0.4895833333333333,0.625,0.3541666666666667,0.041666666666666664,0.7083333333333334,0.4739583333333333,0
event_family+event_subtype,target_moves_without_crossing|downward_motion,96,192,0.5,0.625,0.375,0.03125,0.7083333333333334,0.515625,0
event_family+event_subtype,both_move|order_preserved_up,96,192,0.4947916666666667,0.53125,0.4583333333333333,0.0,0.9427083333333334,0.4947916666666667,0
event_family+event_subtype,both_move|order_preserved_down,96,192,0.5052083333333334,0.5520833333333334,0.4583333333333333,0.010416666666666666,0.9322916666666666,0.5,0
event_family+event_subtype,both_move|order_reversed,96,192,0.4947916666666667,0.5416666666666666,0.4479166666666667,0.0,0.9322916666666666,0.5052083333333334,0
event_family+event_subtype,direct_label_control|plain,48,96,0.5104166666666666,0.4791666666666667,0.5416666666666666,0.4583333333333333,0.4895833333333333,0.5416666666666666,0
event_family+event_subtype,direct_label_control|positioned,48,96,0.5520833333333334,0.5833333333333334,0.5208333333333334,0.4583333333333333,0.46875,0.5625,0
event_family+length_band,static_placement|compact,96,192,0.4947916666666667,0.53125,0.4583333333333333,0.08333333333333333,0.5364583333333334,0.515625,0
event_family+length_band,static_placement|standard,96,192,0.4895833333333333,0.5208333333333334,0.4583333333333333,0.03125,0.3020833333333333,0.4427083333333333,0
event_family+length_band,static_placement|expanded,96,192,0.46875,0.5625,0.375,0.041666666666666664,0.5208333333333334,0.4583333333333333,0
event_family+length_band,target_crosses|compact,64,128,0.5390625,0.6875,0.390625,0.078125,0.5859375,0.4453125,0
event_family+length_band,target_crosses|standard,64,128,0.4765625,0.65625,0.296875,0.015625,0.6796875,0.5,0
event_family+length_band,target_crosses|expanded,64,128,0.5,0.59375,0.40625,0.0,0.90625,0.515625,0
event_family+length_band,reference_crosses|compact,64,128,0.5234375,0.546875,0.5,0.078125,0.6484375,0.5546875,0
event_family+length_band,reference_crosses|standard,64,128,0.5078125,0.59375,0.421875,0.03125,0.7421875,0.5390625,0
event_family+length_band,reference_crosses|expanded,64,128,0.484375,0.53125,0.4375,0.0,0.921875,0.5078125,0
event_family+length_band,target_moves_without_crossing|compact,64,128,0.484375,0.625,0.34375,0.0,0.578125,0.4921875,0
event_family+length_band,target_moves_without_crossing|standard,64,128,0.515625,0.65625,0.375,0.109375,0.6875,0.484375,0
event_family+length_band,target_moves_without_crossing|expanded,64,128,0.484375,0.59375,0.375,0.0,0.859375,0.5078125,0
event_family+length_band,both_move|compact,96,192,0.5,0.5208333333333334,0.4791666666666667,0.010416666666666666,0.9166666666666666,0.4739583333333333,0
event_family+length_band,both_move|standard,96,192,0.4947916666666667,0.5729166666666666,0.4166666666666667,0.0,0.921875,0.5104166666666666,0
event_family+length_band,both_move|expanded,96,192,0.5,0.53125,0.46875,0.0,0.96875,0.515625,0
event_family+length_band,direct_label_control|compact,32,64,0.5,0.53125,0.46875,0.34375,0.375,0.625,0
event_family+length_band,direct_label_control|standard,32,64,0.59375,0.5625,0.625,0.53125,0.5625,0.546875,0
event_family+length_band,direct_label_control|expanded,32,64,0.5,0.5,0.5,0.5,0.5,0.484375,0
event_family+context_entity_order,static_placement|target_first,144,288,0.4930555555555556,0.6388888888888888,0.3472222222222222,0.06944444444444445,0.4305555555555556,0.46875,0
event_family+context_entity_order,static_placement|reference_first,144,288,0.4756944444444444,0.4375,0.5138888888888888,0.034722222222222224,0.4756944444444444,0.4756944444444444,0
event_family+context_entity_order,target_crosses|target_first,96,192,0.4947916666666667,0.6875,0.3020833333333333,0.020833333333333332,0.7239583333333334,0.4739583333333333,0
event_family+context_entity_order,target_crosses|reference_first,96,192,0.515625,0.6041666666666666,0.4270833333333333,0.041666666666666664,0.7239583333333334,0.5,0
event_family+context_entity_order,reference_crosses|target_first,96,192,0.5208333333333334,0.6354166666666666,0.40625,0.0625,0.71875,0.5208333333333334,0
event_family+context_entity_order,reference_crosses|reference_first,96,192,0.4895833333333333,0.4791666666666667,0.5,0.010416666666666666,0.8229166666666666,0.546875,0
event_family+context_entity_order,target_moves_without_crossing|target_first,96,192,0.4895833333333333,0.6666666666666666,0.3125,0.041666666666666664,0.6666666666666666,0.5,0
event_family+context_entity_order,target_moves_without_crossing|reference_first,96,192,0.5,0.5833333333333334,0.4166666666666667,0.03125,0.75,0.4895833333333333,0
event_family+context_entity_order,both_move|target_first,144,288,0.4965277777777778,0.5416666666666666,0.4513888888888889,0.006944444444444444,0.9131944444444444,0.4861111111111111,0
event_family+context_entity_order,both_move|reference_first,144,288,0.5,0.5416666666666666,0.4583333333333333,0.0,0.9583333333333334,0.5138888888888888,0
event_family+context_entity_order,direct_label_control|target_first,48,96,0.5104166666666666,0.5416666666666666,0.4791666666666667,0.4375,0.46875,0.53125,0
event_family+context_entity_order,direct_label_control|reference_first,48,96,0.5520833333333334,0.5208333333333334,0.5833333333333334,0.4791666666666667,0.4895833333333333,0.5729166666666666,0
event_family+target_entity_order,static_placement|target_first,144,288,0.4513888888888889,0.4583333333333333,0.4444444444444444,0.027777777777777776,0.5069444444444444,0.3958333333333333,0
event_family+target_entity_order,static_placement|reference_first,144,288,0.5173611111111112,0.6180555555555556,0.4166666666666667,0.0763888888888889,0.3993055555555556,0.5486111111111112,0
event_family+target_entity_order,target_crosses|target_first,96,192,0.53125,0.8958333333333334,0.16666666666666666,0.0625,0.8645833333333334,0.53125,0
event_family+target_entity_order,target_crosses|reference_first,96,192,0.4791666666666667,0.3958333333333333,0.5625,0.0,0.5833333333333334,0.4427083333333333,0
event_family+target_entity_order,reference_crosses|target_first,96,192,0.4791666666666667,0.8020833333333334,0.15625,0.010416666666666666,0.8229166666666666,0.4947916666666667,0
event_family+target_entity_order,reference_crosses|reference_first,96,192,0.53125,0.3125,0.75,0.0625,0.71875,0.5729166666666666,0
event_family+target_entity_order,target_moves_without_crossing|target_first,96,192,0.4635416666666667,0.8020833333333334,0.125,0.0,0.8385416666666666,0.46875,0
event_family+target_entity_order,target_moves_without_crossing|reference_first,96,192,0.5260416666666666,0.4479166666666667,0.6041666666666666,0.07291666666666667,0.578125,0.5208333333333334,0
event_family+target_entity_order,both_move|target_first,144,288,0.5,0.9791666666666666,0.020833333333333332,0.0,0.9791666666666666,0.5,0
event_family+target_entity_order,both_move|reference_first,144,288,0.4965277777777778,0.10416666666666667,0.8888888888888888,0.006944444444444444,0.8923611111111112,0.5,0
event_family+target_entity_order,direct_label_control|target_first,48,96,0.5208333333333334,0.5,0.5416666666666666,0.4583333333333333,0.4791666666666667,0.5,0
event_family+target_entity_order,direct_label_control|reference_first,48,96,0.5416666666666666,0.5625,0.5208333333333334,0.4583333333333333,0.4791666666666667,0.6041666666666666,0
event_family+object_pair_id,static_placement|ball_cone,72,144,0.5069444444444444,0.5416666666666666,0.4722222222222222,0.05555555555555555,0.5625,0.4791666666666667,0
event_family+object_pair_id,static_placement|cup_box,72,144,0.4791666666666667,0.4305555555555556,0.5277777777777778,0.013888888888888888,0.3541666666666667,0.5,0
event_family+object_pair_id,static_placement|book_jar,72,144,0.5208333333333334,0.6388888888888888,0.4027777777777778,0.08333333333333333,0.5069444444444444,0.5138888888888888,0
event_family+object_pair_id,static_placement|toy_key,72,144,0.4305555555555556,0.5416666666666666,0.3194444444444444,0.05555555555555555,0.3888888888888889,0.3958333333333333,0
event_family+object_pair_id,target_crosses|ball_cone,48,96,0.5,0.5,0.5,0.020833333333333332,0.8541666666666666,0.5104166666666666,0
event_family+object_pair_id,target_crosses|cup_box,48,96,0.5104166666666666,0.5833333333333334,0.4375,0.041666666666666664,0.6770833333333334,0.5104166666666666,0
event_family+object_pair_id,target_crosses|book_jar,48,96,0.5,0.625,0.375,0.041666666666666664,0.8333333333333334,0.4583333333333333,0
event_family+object_pair_id,target_crosses|toy_key,48,96,0.5104166666666666,0.875,0.14583333333333334,0.020833333333333332,0.53125,0.46875,0
event_family+object_pair_id,reference_crosses|ball_cone,48,96,0.5208333333333334,0.5416666666666666,0.5,0.041666666666666664,0.8958333333333334,0.5208333333333334,0
event_family+object_pair_id,reference_crosses|cup_box,48,96,0.4791666666666667,0.4375,0.5208333333333334,0.020833333333333332,0.6875,0.5208333333333334,0
event_family+object_pair_id,reference_crosses|book_jar,48,96,0.5,0.5416666666666666,0.4583333333333333,0.041666666666666664,0.9166666666666666,0.5104166666666666,0
event_family+object_pair_id,reference_crosses|toy_key,48,96,0.5208333333333334,0.7083333333333334,0.3333333333333333,0.041666666666666664,0.5833333333333334,0.5833333333333334,0
event_family+object_pair_id,target_moves_without_crossing|ball_cone,48,96,0.4895833333333333,0.4583333333333333,0.5208333333333334,0.0,0.8854166666666666,0.4895833333333333,0
event_family+object_pair_id,target_moves_without_crossing|cup_box,48,96,0.5104166666666666,0.625,0.3958333333333333,0.0625,0.6145833333333334,0.5208333333333334,0
event_family+object_pair_id,target_moves_without_crossing|book_jar,48,96,0.5208333333333334,0.6458333333333334,0.3958333333333333,0.0625,0.875,0.5,0
event_family+object_pair_id,target_moves_without_crossing|toy_key,48,96,0.4583333333333333,0.7708333333333334,0.14583333333333334,0.020833333333333332,0.4583333333333333,0.46875,0
event_family+object_pair_id,both_move|ball_cone,72,144,0.5,0.5,0.5,0.0,1.0,0.5069444444444444,0
event_family+object_pair_id,both_move|cup_box,72,144,0.4861111111111111,0.5138888888888888,0.4583333333333333,0.0,0.9722222222222222,0.4722222222222222,0
event_family+object_pair_id,both_move|book_jar,72,144,0.5,0.5,0.5,0.0,1.0,0.5,0
event_family+object_pair_id,both_move|toy_key,72,144,0.5069444444444444,0.6527777777777778,0.3611111111111111,0.013888888888888888,0.7708333333333334,0.5208333333333334,0
event_family+object_pair_id,direct_label_control|ball_cone,24,48,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5,0.5416666666666666,0.5416666666666666,0
event_family+object_pair_id,direct_label_control|cup_box,24,48,0.5208333333333334,0.5,0.5416666666666666,0.4583333333333333,0.4375,0.5833333333333334,0
event_family+object_pair_id,direct_label_control|book_jar,24,48,0.4791666666666667,0.4583333333333333,0.5,0.4166666666666667,0.4791666666666667,0.5208333333333334,0
event_family+object_pair_id,direct_label_control|toy_key,24,48,0.5416666666666666,0.5833333333333334,0.5,0.4583333333333333,0.4583333333333333,0.5625,0
