probe_id,probe_version,probe_type,matched_group_id,condition_id,control,scenario_id,scenario_family,setting_id,setting,entity_type,name_id,name,object_id,object,anchor_object_id,anchor_object,phrase_pair_id,location_phrase_pair_id,evidence_type,semantic_match,reference_order_id,target_negation_pattern_id,sentence_structure_id,distance_standard_id,correct_target_for_context1,correct_target_for_context2,Domain,ConceptA,ConceptB,ContextType,ContextDiff,TargetDiff,Context1,Context2,Target1,Target2,Context1_word_count,Context1_char_count,Context2_word_count,Context2_char_count,Target1_word_count,Target1_char_count,Target2_word_count,Target2_char_count,probe_row_index
person_dining__name_0__obj_book__phrase_alternate,1.0,close_far_situation,person_dining__name_0__obj_book,phrase_alternate,location_phrasing,person_dining,room_separation,person_dining,large dining room,person_object,name_0,Maya,obj_book,book,,,placement_1,person_dining__placement_1,physical_arrangement,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Maya sits on a chair at one end of a large dining room. The book rests on the floor immediately beside Maya's chair.,Maya sits on a chair at one end of a large dining room. The book rests on the floor across the full length of the dining room from Maya.,The book is close to Maya.,The book is far from Maya.,24,116,29,136,6,26,6,26,73
person_dining__name_0__obj_book__word_beside,1.0,close_far_situation,person_dining__name_0__obj_book,word_beside,evidence_wording,person_dining,room_separation,person_dining,large dining room,person_object,name_0,Maya,obj_book,book,,,lex_beside,person_dining__lex_beside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Maya sits on a chair at one end of a large dining room. The book is beside Maya.,Maya sits on a chair at one end of a large dining room. The book is far from Maya.,The book is close to Maya.,The book is far from Maya.,18,80,19,82,6,26,6,26,74
person_dining__name_0__obj_book__word_alongside,1.0,close_far_situation,person_dining__name_0__obj_book,word_alongside,evidence_wording,person_dining,room_separation,person_dining,large dining room,person_object,name_0,Maya,obj_book,book,,,lex_alongside,person_dining__lex_alongside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Maya sits on a chair at one end of a large dining room. The book is alongside Maya.,Maya sits on a chair at one end of a large dining room. The book is a long way from Maya.,The book is close to Maya.,The book is far from Maya.,18,83,21,89,6,26,6,26,75
person_dining__name_0__obj_book__word_near,1.0,close_far_situation,person_dining__name_0__obj_book,word_near,evidence_wording,person_dining,room_separation,person_dining,large dining room,person_object,name_0,Maya,obj_book,book,,,lex_near,person_dining__lex_near,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Maya sits on a chair at one end of a large dining room. The book is near Maya.,Maya sits on a chair at one end of a large dining room. The book is a long distance from Maya.,The book is close to Maya.,The book is far from Maya.,18,78,21,94,6,26,6,26,76
person_dining__name_0__obj_book__reference_reversed,1.0,close_far_situation,person_dining__name_0__obj_book,reference_reversed,reference_reversal,person_dining,room_separation,person_dining,large dining room,person_object,name_0,Maya,obj_book,book,,,placement_0,person_dining__placement_0,physical_arrangement,baseline,anchor_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Maya sits on a chair at one end of a large dining room. The book rests on the floor between the legs of Maya's chair.,Maya sits on a chair at one end of a large dining room. The book rests on the floor at the other end of the dining room from Maya.,Maya is close to the book.,Maya is far from the book.,26,117,29,130,6,26,6,26,77
person_dining__name_0__obj_book__negate_close,1.0,close_far_situation,person_dining__name_0__obj_book,negate_close,target_negation,person_dining,room_separation,person_dining,large dining room,person_object,name_0,Maya,obj_book,book,,,placement_0,person_dining__placement_0,physical_arrangement,baseline,target_first,negate_close,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Maya sits on a chair at one end of a large dining room. The book rests on the floor between the legs of Maya's chair.,Maya sits on a chair at one end of a large dining room. The book rests on the floor at the other end of the dining room from Maya.,The book is close to Maya.,The book is not close to Maya.,26,117,29,130,6,26,7,30,78
person_dining__name_0__obj_book__negate_far,1.0,close_far_situation,person_dining__name_0__obj_book,negate_far,target_negation,person_dining,room_separation,person_dining,large dining room,person_object,name_0,Maya,obj_book,book,,,placement_0,person_dining__placement_0,physical_arrangement,baseline,target_first,negate_far,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Maya sits on a chair at one end of a large dining room. The book rests on the floor between the legs of Maya's chair.,Maya sits on a chair at one end of a large dining room. The book rests on the floor at the other end of the dining room from Maya.,The book is not far from Maya.,The book is far from Maya.,26,117,29,130,7,30,6,26,79
person_dining__name_0__obj_book__both_negated,1.0,close_far_situation,person_dining__name_0__obj_book,both_negated,target_negation,person_dining,room_separation,person_dining,large dining room,person_object,name_0,Maya,obj_book,book,,,placement_0,person_dining__placement_0,physical_arrangement,baseline,target_first,both_negated,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Maya sits on a chair at one end of a large dining room. The book rests on the floor between the legs of Maya's chair.,Maya sits on a chair at one end of a large dining room. The book rests on the floor at the other end of the dining room from Maya.,The book is not far from Maya.,The book is not close to Maya.,26,117,29,130,7,30,7,30,80
person_field__name_0__obj_ball__baseline,1.0,close_far_situation,person_field__name_0__obj_ball,baseline,baseline,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_ball,ball,,,placement_0,person_field__placement_0,physical_arrangement,baseline,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Maya stands at one end of a large playing field. The ball rests between Maya's feet.,Maya stands at one end of a large playing field. The ball rests at the other end of the field from Maya.,The ball is close to Maya.,The ball is far from Maya.,17,84,22,104,6,26,6,26,144
person_field__name_0__obj_ball__phrase_alternate,1.0,close_far_situation,person_field__name_0__obj_ball,phrase_alternate,location_phrasing,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_ball,ball,,,placement_1,person_field__placement_1,physical_arrangement,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Maya stands at one end of a large playing field. The ball rests immediately next to Maya's foot.,Maya stands at one end of a large playing field. The entire length of the playing field separates the ball from Maya.,The ball is close to Maya.,The ball is far from Maya.,19,96,22,117,6,26,6,26,145
person_field__name_0__obj_ball__word_beside,1.0,close_far_situation,person_field__name_0__obj_ball,word_beside,evidence_wording,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_ball,ball,,,lex_beside,person_field__lex_beside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Maya stands at one end of a large playing field. The ball is beside Maya.,Maya stands at one end of a large playing field. The ball is far from Maya.,The ball is close to Maya.,The ball is far from Maya.,15,73,16,75,6,26,6,26,146
person_field__name_0__obj_ball__word_alongside,1.0,close_far_situation,person_field__name_0__obj_ball,word_alongside,evidence_wording,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_ball,ball,,,lex_alongside,person_field__lex_alongside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Maya stands at one end of a large playing field. The ball is alongside Maya.,Maya stands at one end of a large playing field. The ball is a long way from Maya.,The ball is close to Maya.,The ball is far from Maya.,15,76,18,82,6,26,6,26,147
person_field__name_0__obj_ball__word_near,1.0,close_far_situation,person_field__name_0__obj_ball,word_near,evidence_wording,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_ball,ball,,,lex_near,person_field__lex_near,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Maya stands at one end of a large playing field. The ball is near Maya.,Maya stands at one end of a large playing field. The ball is a long distance from Maya.,The ball is close to Maya.,The ball is far from Maya.,15,71,18,87,6,26,6,26,148
person_field__name_0__obj_ball__reference_reversed,1.0,close_far_situation,person_field__name_0__obj_ball,reference_reversed,reference_reversal,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_ball,ball,,,placement_0,person_field__placement_0,physical_arrangement,baseline,anchor_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Maya stands at one end of a large playing field. The ball rests between Maya's feet.,Maya stands at one end of a large playing field. The ball rests at the other end of the field from Maya.,Maya is close to the ball.,Maya is far from the ball.,17,84,22,104,6,26,6,26,149
person_field__name_0__obj_ball__negate_close,1.0,close_far_situation,person_field__name_0__obj_ball,negate_close,target_negation,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_ball,ball,,,placement_0,person_field__placement_0,physical_arrangement,baseline,target_first,negate_close,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Maya stands at one end of a large playing field. The ball rests between Maya's feet.,Maya stands at one end of a large playing field. The ball rests at the other end of the field from Maya.,The ball is close to Maya.,The ball is not close to Maya.,17,84,22,104,6,26,7,30,150
person_field__name_0__obj_ball__negate_far,1.0,close_far_situation,person_field__name_0__obj_ball,negate_far,target_negation,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_ball,ball,,,placement_0,person_field__placement_0,physical_arrangement,baseline,target_first,negate_far,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Maya stands at one end of a large playing field. The ball rests between Maya's feet.,Maya stands at one end of a large playing field. The ball rests at the other end of the field from Maya.,The ball is not far from Maya.,The ball is far from Maya.,17,84,22,104,7,30,6,26,151
person_field__name_0__obj_ball__both_negated,1.0,close_far_situation,person_field__name_0__obj_ball,both_negated,target_negation,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_ball,ball,,,placement_0,person_field__placement_0,physical_arrangement,baseline,target_first,both_negated,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Maya stands at one end of a large playing field. The ball rests between Maya's feet.,Maya stands at one end of a large playing field. The ball rests at the other end of the field from Maya.,The ball is not far from Maya.,The ball is not close to Maya.,17,84,22,104,7,30,7,30,152
person_platform__name_0__obj_suitcase__baseline,1.0,close_far_situation,person_platform__name_0__obj_suitcase,baseline,baseline,person_platform,endpoints,person_platform,long train platform,person_object,name_0,Maya,obj_suitcase,suitcase,,,placement_0,person_platform__placement_0,physical_arrangement,baseline,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Maya stands at one end of a long train platform. The suitcase rests against Maya's ankle.,Maya stands at one end of a long train platform. The suitcase rests at the other end of the platform from Maya.,The suitcase is close to Maya.,The suitcase is far from Maya.,17,89,22,111,6,30,6,30,216
person_platform__name_0__obj_suitcase__phrase_alternate,1.0,close_far_situation,person_platform__name_0__obj_suitcase,phrase_alternate,location_phrasing,person_platform,endpoints,person_platform,long train platform,person_object,name_0,Maya,obj_suitcase,suitcase,,,placement_1,person_platform__placement_1,physical_arrangement,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Maya stands at one end of a long train platform. The suitcase rests immediately next to Maya's ankle.,Maya stands at one end of a long train platform. The suitcase rests with the full length of the platform between it and Maya.,The suitcase is close to Maya.,The suitcase is far from Maya.,19,101,24,125,6,30,6,30,217
person_platform__name_0__obj_suitcase__word_beside,1.0,close_far_situation,person_platform__name_0__obj_suitcase,word_beside,evidence_wording,person_platform,endpoints,person_platform,long train platform,person_object,name_0,Maya,obj_suitcase,suitcase,,,lex_beside,person_platform__lex_beside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Maya stands at one end of a long train platform. The suitcase is beside Maya.,Maya stands at one end of a long train platform. The suitcase is far from Maya.,The suitcase is close to Maya.,The suitcase is far from Maya.,15,77,16,79,6,30,6,30,218
person_platform__name_0__obj_suitcase__word_alongside,1.0,close_far_situation,person_platform__name_0__obj_suitcase,word_alongside,evidence_wording,person_platform,endpoints,person_platform,long train platform,person_object,name_0,Maya,obj_suitcase,suitcase,,,lex_alongside,person_platform__lex_alongside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Maya stands at one end of a long train platform. The suitcase is alongside Maya.,Maya stands at one end of a long train platform. The suitcase is a long way from Maya.,The suitcase is close to Maya.,The suitcase is far from Maya.,15,80,18,86,6,30,6,30,219
person_platform__name_0__obj_suitcase__word_near,1.0,close_far_situation,person_platform__name_0__obj_suitcase,word_near,evidence_wording,person_platform,endpoints,person_platform,long train platform,person_object,name_0,Maya,obj_suitcase,suitcase,,,lex_near,person_platform__lex_near,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Maya stands at one end of a long train platform. The suitcase is near Maya.,Maya stands at one end of a long train platform. The suitcase is a long distance from Maya.,The suitcase is close to Maya.,The suitcase is far from Maya.,15,75,18,91,6,30,6,30,220
person_platform__name_0__obj_suitcase__reference_reversed,1.0,close_far_situation,person_platform__name_0__obj_suitcase,reference_reversed,reference_reversal,person_platform,endpoints,person_platform,long train platform,person_object,name_0,Maya,obj_suitcase,suitcase,,,placement_0,person_platform__placement_0,physical_arrangement,baseline,anchor_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Maya stands at one end of a long train platform. The suitcase rests against Maya's ankle.,Maya stands at one end of a long train platform. The suitcase rests at the other end of the platform from Maya.,Maya is close to the suitcase.,Maya is far from the suitcase.,17,89,22,111,6,30,6,30,221
person_platform__name_0__obj_suitcase__negate_close,1.0,close_far_situation,person_platform__name_0__obj_suitcase,negate_close,target_negation,person_platform,endpoints,person_platform,long train platform,person_object,name_0,Maya,obj_suitcase,suitcase,,,placement_0,person_platform__placement_0,physical_arrangement,baseline,target_first,negate_close,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Maya stands at one end of a long train platform. The suitcase rests against Maya's ankle.,Maya stands at one end of a long train platform. The suitcase rests at the other end of the platform from Maya.,The suitcase is close to Maya.,The suitcase is not close to Maya.,17,89,22,111,6,30,7,34,222
person_platform__name_0__obj_suitcase__negate_far,1.0,close_far_situation,person_platform__name_0__obj_suitcase,negate_far,target_negation,person_platform,endpoints,person_platform,long train platform,person_object,name_0,Maya,obj_suitcase,suitcase,,,placement_0,person_platform__placement_0,physical_arrangement,baseline,target_first,negate_far,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Maya stands at one end of a long train platform. The suitcase rests against Maya's ankle.,Maya stands at one end of a long train platform. The suitcase rests at the other end of the platform from Maya.,The suitcase is not far from Maya.,The suitcase is far from Maya.,17,89,22,111,7,34,6,30,223
person_platform__name_0__obj_suitcase__both_negated,1.0,close_far_situation,person_platform__name_0__obj_suitcase,both_negated,target_negation,person_platform,endpoints,person_platform,long train platform,person_object,name_0,Maya,obj_suitcase,suitcase,,,placement_0,person_platform__placement_0,physical_arrangement,baseline,target_first,both_negated,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Maya stands at one end of a long train platform. The suitcase rests against Maya's ankle.,Maya stands at one end of a long train platform. The suitcase rests at the other end of the platform from Maya.,The suitcase is not far from Maya.,The suitcase is not close to Maya.,17,89,22,111,7,34,7,34,224
person_auditorium__name_0__obj_bag__baseline,1.0,close_far_situation,person_auditorium__name_0__obj_bag,baseline,baseline,person_auditorium,seating_arrangement,person_auditorium,large auditorium,person_object,name_0,Maya,obj_bag,bag,,,placement_0,person_auditorium__placement_0,physical_arrangement,baseline,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Maya sits in the front row of a large auditorium. The bag rests on the seat immediately next to Maya.,Maya sits in the front row of a large auditorium. The bag rests on a seat in the last row at the back of the auditorium.,The bag is close to Maya.,The bag is far from Maya.,20,101,26,120,6,25,6,25,288
person_auditorium__name_0__obj_bag__phrase_alternate,1.0,close_far_situation,person_auditorium__name_0__obj_bag,phrase_alternate,location_phrasing,person_auditorium,seating_arrangement,person_auditorium,large auditorium,person_object,name_0,Maya,obj_bag,bag,,,placement_1,person_auditorium__placement_1,physical_arrangement,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Maya sits in the front row of a large auditorium. The bag rests on the seat directly alongside Maya.,Maya sits in the front row of a large auditorium. The bag rests on a seat across the full depth of the auditorium from Maya.,The bag is close to Maya.,The bag is far from Maya.,19,100,25,124,6,25,6,25,289
person_auditorium__name_0__obj_bag__word_beside,1.0,close_far_situation,person_auditorium__name_0__obj_bag,word_beside,evidence_wording,person_auditorium,seating_arrangement,person_auditorium,large auditorium,person_object,name_0,Maya,obj_bag,bag,,,lex_beside,person_auditorium__lex_beside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Maya sits in the front row of a large auditorium. The bag is beside Maya.,Maya sits in the front row of a large auditorium. The bag is far from Maya.,The bag is close to Maya.,The bag is far from Maya.,15,73,16,75,6,25,6,25,290
person_auditorium__name_0__obj_bag__word_alongside,1.0,close_far_situation,person_auditorium__name_0__obj_bag,word_alongside,evidence_wording,person_auditorium,seating_arrangement,person_auditorium,large auditorium,person_object,name_0,Maya,obj_bag,bag,,,lex_alongside,person_auditorium__lex_alongside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Maya sits in the front row of a large auditorium. The bag is alongside Maya.,Maya sits in the front row of a large auditorium. The bag is a long way from Maya.,The bag is close to Maya.,The bag is far from Maya.,15,76,18,82,6,25,6,25,291
person_auditorium__name_0__obj_bag__word_near,1.0,close_far_situation,person_auditorium__name_0__obj_bag,word_near,evidence_wording,person_auditorium,seating_arrangement,person_auditorium,large auditorium,person_object,name_0,Maya,obj_bag,bag,,,lex_near,person_auditorium__lex_near,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Maya sits in the front row of a large auditorium. The bag is near Maya.,Maya sits in the front row of a large auditorium. The bag is a long distance from Maya.,The bag is close to Maya.,The bag is far from Maya.,15,71,18,87,6,25,6,25,292
person_auditorium__name_0__obj_bag__reference_reversed,1.0,close_far_situation,person_auditorium__name_0__obj_bag,reference_reversed,reference_reversal,person_auditorium,seating_arrangement,person_auditorium,large auditorium,person_object,name_0,Maya,obj_bag,bag,,,placement_0,person_auditorium__placement_0,physical_arrangement,baseline,anchor_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Maya sits in the front row of a large auditorium. The bag rests on the seat immediately next to Maya.,Maya sits in the front row of a large auditorium. The bag rests on a seat in the last row at the back of the auditorium.,Maya is close to the bag.,Maya is far from the bag.,20,101,26,120,6,25,6,25,293
person_auditorium__name_0__obj_bag__negate_close,1.0,close_far_situation,person_auditorium__name_0__obj_bag,negate_close,target_negation,person_auditorium,seating_arrangement,person_auditorium,large auditorium,person_object,name_0,Maya,obj_bag,bag,,,placement_0,person_auditorium__placement_0,physical_arrangement,baseline,target_first,negate_close,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Maya sits in the front row of a large auditorium. The bag rests on the seat immediately next to Maya.,Maya sits in the front row of a large auditorium. The bag rests on a seat in the last row at the back of the auditorium.,The bag is close to Maya.,The bag is not close to Maya.,20,101,26,120,6,25,7,29,294
person_auditorium__name_0__obj_bag__negate_far,1.0,close_far_situation,person_auditorium__name_0__obj_bag,negate_far,target_negation,person_auditorium,seating_arrangement,person_auditorium,large auditorium,person_object,name_0,Maya,obj_bag,bag,,,placement_0,person_auditorium__placement_0,physical_arrangement,baseline,target_first,negate_far,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Maya sits in the front row of a large auditorium. The bag rests on the seat immediately next to Maya.,Maya sits in the front row of a large auditorium. The bag rests on a seat in the last row at the back of the auditorium.,The bag is not far from Maya.,The bag is far from Maya.,20,101,26,120,7,29,6,25,295
