probe_id,probe_version,probe_type,matched_group_id,condition_id,control,scenario_id,scenario_family,setting_id,setting,entity_type,name_id,name,object_id,object,anchor_object_id,anchor_object,phrase_pair_id,location_phrase_pair_id,evidence_type,semantic_match,reference_order_id,target_negation_pattern_id,sentence_structure_id,distance_standard_id,correct_target_for_context1,correct_target_for_context2,Domain,ConceptA,ConceptB,ContextType,ContextDiff,TargetDiff,Context1,Context2,Target1,Target2,Context1_word_count,Context1_char_count,Context2_word_count,Context2_char_count,Target1_word_count,Target1_char_count,Target2_word_count,Target2_char_count,probe_row_index
person_gym__name_0__obj_bag__phrase_alternate,1.0,close_far_situation,person_gym__name_0__obj_bag,phrase_alternate,location_phrasing,person_gym,room_separation,person_gym,long gym,person_object,name_0,Maya,obj_bag,bag,,,placement_1,person_gym__placement_1,physical_arrangement,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Maya stands at one end of a long gym. The bag rests immediately next to Maya's shoes.,Maya stands at one end of a long gym. The bag rests across the full length of the gym from Maya.,The bag is close to Maya.,The bag is far from Maya.,18,85,21,96,6,25,6,25,10
person_gym__name_0__obj_bag__word_beside,1.0,close_far_situation,person_gym__name_0__obj_bag,word_beside,evidence_wording,person_gym,room_separation,person_gym,long gym,person_object,name_0,Maya,obj_bag,bag,,,lex_beside,person_gym__lex_beside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Maya stands at one end of a long gym. The bag is beside Maya.,Maya stands at one end of a long gym. The bag is far from Maya.,The bag is close to Maya.,The bag is far from Maya.,14,61,15,63,6,25,6,25,11
person_gym__name_0__obj_bag__word_alongside,1.0,close_far_situation,person_gym__name_0__obj_bag,word_alongside,evidence_wording,person_gym,room_separation,person_gym,long gym,person_object,name_0,Maya,obj_bag,bag,,,lex_alongside,person_gym__lex_alongside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Maya stands at one end of a long gym. The bag is alongside Maya.,Maya stands at one end of a long gym. The bag is a long way from Maya.,The bag is close to Maya.,The bag is far from Maya.,14,64,17,70,6,25,6,25,12
person_gym__name_0__obj_bag__word_near,1.0,close_far_situation,person_gym__name_0__obj_bag,word_near,evidence_wording,person_gym,room_separation,person_gym,long gym,person_object,name_0,Maya,obj_bag,bag,,,lex_near,person_gym__lex_near,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Maya stands at one end of a long gym. The bag is near Maya.,Maya stands at one end of a long gym. The bag is a long distance from Maya.,The bag is close to Maya.,The bag is far from Maya.,14,59,17,75,6,25,6,25,13
person_gym__name_0__obj_bag__reference_reversed,1.0,close_far_situation,person_gym__name_0__obj_bag,reference_reversed,reference_reversal,person_gym,room_separation,person_gym,long gym,person_object,name_0,Maya,obj_bag,bag,,,placement_0,person_gym__placement_0,physical_arrangement,baseline,anchor_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Maya stands at one end of a long gym. The bag rests between Maya's shoes.,Maya stands at one end of a long gym. The bag rests at the other end of the gym from Maya.,Maya is close to the bag.,Maya is far from the bag.,16,73,21,90,6,25,6,25,14
person_gym__name_0__obj_bag__negate_close,1.0,close_far_situation,person_gym__name_0__obj_bag,negate_close,target_negation,person_gym,room_separation,person_gym,long gym,person_object,name_0,Maya,obj_bag,bag,,,placement_0,person_gym__placement_0,physical_arrangement,baseline,target_first,negate_close,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Maya stands at one end of a long gym. The bag rests between Maya's shoes.,Maya stands at one end of a long gym. The bag rests at the other end of the gym from Maya.,The bag is close to Maya.,The bag is not close to Maya.,16,73,21,90,6,25,7,29,15
person_gym__name_0__obj_bag__negate_far,1.0,close_far_situation,person_gym__name_0__obj_bag,negate_far,target_negation,person_gym,room_separation,person_gym,long gym,person_object,name_0,Maya,obj_bag,bag,,,placement_0,person_gym__placement_0,physical_arrangement,baseline,target_first,negate_far,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Maya stands at one end of a long gym. The bag rests between Maya's shoes.,Maya stands at one end of a long gym. The bag rests at the other end of the gym from Maya.,The bag is not far from Maya.,The bag is far from Maya.,16,73,21,90,7,29,6,25,16
person_gym__name_0__obj_bag__both_negated,1.0,close_far_situation,person_gym__name_0__obj_bag,both_negated,target_negation,person_gym,room_separation,person_gym,long gym,person_object,name_0,Maya,obj_bag,bag,,,placement_0,person_gym__placement_0,physical_arrangement,baseline,target_first,both_negated,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Maya stands at one end of a long gym. The bag rests between Maya's shoes.,Maya stands at one end of a long gym. The bag rests at the other end of the gym from Maya.,The bag is not far from Maya.,The bag is not close to Maya.,16,73,21,90,7,29,7,29,17
person_gym__name_1__obj_ball__baseline,1.0,close_far_situation,person_gym__name_1__obj_ball,baseline,baseline,person_gym,room_separation,person_gym,long gym,person_object,name_1,Jesse,obj_ball,ball,,,placement_0,person_gym__placement_0,physical_arrangement,baseline,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Jesse stands at one end of a long gym. The ball rests between Jesse's shoes.,Jesse stands at one end of a long gym. The ball rests at the other end of the gym from Jesse.,The ball is close to Jesse.,The ball is far from Jesse.,16,76,21,93,6,27,6,27,18
person_gym__name_1__obj_ball__phrase_alternate,1.0,close_far_situation,person_gym__name_1__obj_ball,phrase_alternate,location_phrasing,person_gym,room_separation,person_gym,long gym,person_object,name_1,Jesse,obj_ball,ball,,,placement_1,person_gym__placement_1,physical_arrangement,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Jesse stands at one end of a long gym. The ball rests immediately next to Jesse's shoes.,Jesse stands at one end of a long gym. The ball rests across the full length of the gym from Jesse.,The ball is close to Jesse.,The ball is far from Jesse.,18,88,21,99,6,27,6,27,19
person_gym__name_1__obj_ball__word_beside,1.0,close_far_situation,person_gym__name_1__obj_ball,word_beside,evidence_wording,person_gym,room_separation,person_gym,long gym,person_object,name_1,Jesse,obj_ball,ball,,,lex_beside,person_gym__lex_beside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Jesse stands at one end of a long gym. The ball is beside Jesse.,Jesse stands at one end of a long gym. The ball is far from Jesse.,The ball is close to Jesse.,The ball is far from Jesse.,14,64,15,66,6,27,6,27,20
person_gym__name_1__obj_ball__word_alongside,1.0,close_far_situation,person_gym__name_1__obj_ball,word_alongside,evidence_wording,person_gym,room_separation,person_gym,long gym,person_object,name_1,Jesse,obj_ball,ball,,,lex_alongside,person_gym__lex_alongside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Jesse stands at one end of a long gym. The ball is alongside Jesse.,Jesse stands at one end of a long gym. The ball is a long way from Jesse.,The ball is close to Jesse.,The ball is far from Jesse.,14,67,17,73,6,27,6,27,21
person_gym__name_1__obj_ball__word_near,1.0,close_far_situation,person_gym__name_1__obj_ball,word_near,evidence_wording,person_gym,room_separation,person_gym,long gym,person_object,name_1,Jesse,obj_ball,ball,,,lex_near,person_gym__lex_near,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Jesse stands at one end of a long gym. The ball is near Jesse.,Jesse stands at one end of a long gym. The ball is a long distance from Jesse.,The ball is close to Jesse.,The ball is far from Jesse.,14,62,17,78,6,27,6,27,22
person_gym__name_1__obj_ball__reference_reversed,1.0,close_far_situation,person_gym__name_1__obj_ball,reference_reversed,reference_reversal,person_gym,room_separation,person_gym,long gym,person_object,name_1,Jesse,obj_ball,ball,,,placement_0,person_gym__placement_0,physical_arrangement,baseline,anchor_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Jesse stands at one end of a long gym. The ball rests between Jesse's shoes.,Jesse stands at one end of a long gym. The ball rests at the other end of the gym from Jesse.,Jesse is close to the ball.,Jesse is far from the ball.,16,76,21,93,6,27,6,27,23
person_gym__name_1__obj_ball__negate_close,1.0,close_far_situation,person_gym__name_1__obj_ball,negate_close,target_negation,person_gym,room_separation,person_gym,long gym,person_object,name_1,Jesse,obj_ball,ball,,,placement_0,person_gym__placement_0,physical_arrangement,baseline,target_first,negate_close,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Jesse stands at one end of a long gym. The ball rests between Jesse's shoes.,Jesse stands at one end of a long gym. The ball rests at the other end of the gym from Jesse.,The ball is close to Jesse.,The ball is not close to Jesse.,16,76,21,93,6,27,7,31,24
person_gym__name_1__obj_ball__negate_far,1.0,close_far_situation,person_gym__name_1__obj_ball,negate_far,target_negation,person_gym,room_separation,person_gym,long gym,person_object,name_1,Jesse,obj_ball,ball,,,placement_0,person_gym__placement_0,physical_arrangement,baseline,target_first,negate_far,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Jesse stands at one end of a long gym. The ball rests between Jesse's shoes.,Jesse stands at one end of a long gym. The ball rests at the other end of the gym from Jesse.,The ball is not far from Jesse.,The ball is far from Jesse.,16,76,21,93,7,31,6,27,25
person_gym__name_1__obj_ball__both_negated,1.0,close_far_situation,person_gym__name_1__obj_ball,both_negated,target_negation,person_gym,room_separation,person_gym,long gym,person_object,name_1,Jesse,obj_ball,ball,,,placement_0,person_gym__placement_0,physical_arrangement,baseline,target_first,both_negated,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Jesse stands at one end of a long gym. The ball rests between Jesse's shoes.,Jesse stands at one end of a long gym. The ball rests at the other end of the gym from Jesse.,The ball is not far from Jesse.,The ball is not close to Jesse.,16,76,21,93,7,31,7,31,26
person_gym__name_1__obj_bag__baseline,1.0,close_far_situation,person_gym__name_1__obj_bag,baseline,baseline,person_gym,room_separation,person_gym,long gym,person_object,name_1,Jesse,obj_bag,bag,,,placement_0,person_gym__placement_0,physical_arrangement,baseline,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Jesse stands at one end of a long gym. The bag rests between Jesse's shoes.,Jesse stands at one end of a long gym. The bag rests at the other end of the gym from Jesse.,The bag is close to Jesse.,The bag is far from Jesse.,16,75,21,92,6,26,6,26,27
person_gym__name_1__obj_bag__phrase_alternate,1.0,close_far_situation,person_gym__name_1__obj_bag,phrase_alternate,location_phrasing,person_gym,room_separation,person_gym,long gym,person_object,name_1,Jesse,obj_bag,bag,,,placement_1,person_gym__placement_1,physical_arrangement,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Jesse stands at one end of a long gym. The bag rests immediately next to Jesse's shoes.,Jesse stands at one end of a long gym. The bag rests across the full length of the gym from Jesse.,The bag is close to Jesse.,The bag is far from Jesse.,18,87,21,98,6,26,6,26,28
person_gym__name_1__obj_bag__word_beside,1.0,close_far_situation,person_gym__name_1__obj_bag,word_beside,evidence_wording,person_gym,room_separation,person_gym,long gym,person_object,name_1,Jesse,obj_bag,bag,,,lex_beside,person_gym__lex_beside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Jesse stands at one end of a long gym. The bag is beside Jesse.,Jesse stands at one end of a long gym. The bag is far from Jesse.,The bag is close to Jesse.,The bag is far from Jesse.,14,63,15,65,6,26,6,26,29
person_gym__name_1__obj_bag__word_alongside,1.0,close_far_situation,person_gym__name_1__obj_bag,word_alongside,evidence_wording,person_gym,room_separation,person_gym,long gym,person_object,name_1,Jesse,obj_bag,bag,,,lex_alongside,person_gym__lex_alongside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Jesse stands at one end of a long gym. The bag is alongside Jesse.,Jesse stands at one end of a long gym. The bag is a long way from Jesse.,The bag is close to Jesse.,The bag is far from Jesse.,14,66,17,72,6,26,6,26,30
person_gym__name_1__obj_bag__word_near,1.0,close_far_situation,person_gym__name_1__obj_bag,word_near,evidence_wording,person_gym,room_separation,person_gym,long gym,person_object,name_1,Jesse,obj_bag,bag,,,lex_near,person_gym__lex_near,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Jesse stands at one end of a long gym. The bag is near Jesse.,Jesse stands at one end of a long gym. The bag is a long distance from Jesse.,The bag is close to Jesse.,The bag is far from Jesse.,14,61,17,77,6,26,6,26,31
person_gym__name_1__obj_bag__reference_reversed,1.0,close_far_situation,person_gym__name_1__obj_bag,reference_reversed,reference_reversal,person_gym,room_separation,person_gym,long gym,person_object,name_1,Jesse,obj_bag,bag,,,placement_0,person_gym__placement_0,physical_arrangement,baseline,anchor_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Jesse stands at one end of a long gym. The bag rests between Jesse's shoes.,Jesse stands at one end of a long gym. The bag rests at the other end of the gym from Jesse.,Jesse is close to the bag.,Jesse is far from the bag.,16,75,21,92,6,26,6,26,32
person_gym__name_1__obj_bag__negate_close,1.0,close_far_situation,person_gym__name_1__obj_bag,negate_close,target_negation,person_gym,room_separation,person_gym,long gym,person_object,name_1,Jesse,obj_bag,bag,,,placement_0,person_gym__placement_0,physical_arrangement,baseline,target_first,negate_close,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Jesse stands at one end of a long gym. The bag rests between Jesse's shoes.,Jesse stands at one end of a long gym. The bag rests at the other end of the gym from Jesse.,The bag is close to Jesse.,The bag is not close to Jesse.,16,75,21,92,6,26,7,30,33
person_gym__name_1__obj_bag__negate_far,1.0,close_far_situation,person_gym__name_1__obj_bag,negate_far,target_negation,person_gym,room_separation,person_gym,long gym,person_object,name_1,Jesse,obj_bag,bag,,,placement_0,person_gym__placement_0,physical_arrangement,baseline,target_first,negate_far,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Jesse stands at one end of a long gym. The bag rests between Jesse's shoes.,Jesse stands at one end of a long gym. The bag rests at the other end of the gym from Jesse.,The bag is not far from Jesse.,The bag is far from Jesse.,16,75,21,92,7,30,6,26,34
person_gym__name_1__obj_bag__both_negated,1.0,close_far_situation,person_gym__name_1__obj_bag,both_negated,target_negation,person_gym,room_separation,person_gym,long gym,person_object,name_1,Jesse,obj_bag,bag,,,placement_0,person_gym__placement_0,physical_arrangement,baseline,target_first,both_negated,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Jesse stands at one end of a long gym. The bag rests between Jesse's shoes.,Jesse stands at one end of a long gym. The bag rests at the other end of the gym from Jesse.,The bag is not far from Jesse.,The bag is not close to Jesse.,16,75,21,92,7,30,7,30,35
person_gym__name_2__obj_ball__baseline,1.0,close_far_situation,person_gym__name_2__obj_ball,baseline,baseline,person_gym,room_separation,person_gym,long gym,person_object,name_2,Li,obj_ball,ball,,,placement_0,person_gym__placement_0,physical_arrangement,baseline,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Li stands at one end of a long gym. The ball rests between Li's shoes.,Li stands at one end of a long gym. The ball rests at the other end of the gym from Li.,The ball is close to Li.,The ball is far from Li.,16,70,21,87,6,24,6,24,36
person_gym__name_2__obj_ball__phrase_alternate,1.0,close_far_situation,person_gym__name_2__obj_ball,phrase_alternate,location_phrasing,person_gym,room_separation,person_gym,long gym,person_object,name_2,Li,obj_ball,ball,,,placement_1,person_gym__placement_1,physical_arrangement,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Li stands at one end of a long gym. The ball rests immediately next to Li's shoes.,Li stands at one end of a long gym. The ball rests across the full length of the gym from Li.,The ball is close to Li.,The ball is far from Li.,18,82,21,93,6,24,6,24,37
person_gym__name_2__obj_ball__word_beside,1.0,close_far_situation,person_gym__name_2__obj_ball,word_beside,evidence_wording,person_gym,room_separation,person_gym,long gym,person_object,name_2,Li,obj_ball,ball,,,lex_beside,person_gym__lex_beside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Li stands at one end of a long gym. The ball is beside Li.,Li stands at one end of a long gym. The ball is far from Li.,The ball is close to Li.,The ball is far from Li.,14,58,15,60,6,24,6,24,38
person_gym__name_2__obj_ball__word_alongside,1.0,close_far_situation,person_gym__name_2__obj_ball,word_alongside,evidence_wording,person_gym,room_separation,person_gym,long gym,person_object,name_2,Li,obj_ball,ball,,,lex_alongside,person_gym__lex_alongside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Li stands at one end of a long gym. The ball is alongside Li.,Li stands at one end of a long gym. The ball is a long way from Li.,The ball is close to Li.,The ball is far from Li.,14,61,17,67,6,24,6,24,39
person_gym__name_2__obj_ball__word_near,1.0,close_far_situation,person_gym__name_2__obj_ball,word_near,evidence_wording,person_gym,room_separation,person_gym,long gym,person_object,name_2,Li,obj_ball,ball,,,lex_near,person_gym__lex_near,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Li stands at one end of a long gym. The ball is near Li.,Li stands at one end of a long gym. The ball is a long distance from Li.,The ball is close to Li.,The ball is far from Li.,14,56,17,72,6,24,6,24,40
person_gym__name_2__obj_ball__reference_reversed,1.0,close_far_situation,person_gym__name_2__obj_ball,reference_reversed,reference_reversal,person_gym,room_separation,person_gym,long gym,person_object,name_2,Li,obj_ball,ball,,,placement_0,person_gym__placement_0,physical_arrangement,baseline,anchor_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Li stands at one end of a long gym. The ball rests between Li's shoes.,Li stands at one end of a long gym. The ball rests at the other end of the gym from Li.,Li is close to the ball.,Li is far from the ball.,16,70,21,87,6,24,6,24,41
person_gym__name_2__obj_ball__negate_close,1.0,close_far_situation,person_gym__name_2__obj_ball,negate_close,target_negation,person_gym,room_separation,person_gym,long gym,person_object,name_2,Li,obj_ball,ball,,,placement_0,person_gym__placement_0,physical_arrangement,baseline,target_first,negate_close,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Li stands at one end of a long gym. The ball rests between Li's shoes.,Li stands at one end of a long gym. The ball rests at the other end of the gym from Li.,The ball is close to Li.,The ball is not close to Li.,16,70,21,87,6,24,7,28,42
person_gym__name_2__obj_ball__negate_far,1.0,close_far_situation,person_gym__name_2__obj_ball,negate_far,target_negation,person_gym,room_separation,person_gym,long gym,person_object,name_2,Li,obj_ball,ball,,,placement_0,person_gym__placement_0,physical_arrangement,baseline,target_first,negate_far,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Li stands at one end of a long gym. The ball rests between Li's shoes.,Li stands at one end of a long gym. The ball rests at the other end of the gym from Li.,The ball is not far from Li.,The ball is far from Li.,16,70,21,87,7,28,6,24,43
person_gym__name_2__obj_ball__both_negated,1.0,close_far_situation,person_gym__name_2__obj_ball,both_negated,target_negation,person_gym,room_separation,person_gym,long gym,person_object,name_2,Li,obj_ball,ball,,,placement_0,person_gym__placement_0,physical_arrangement,baseline,target_first,both_negated,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Li stands at one end of a long gym. The ball rests between Li's shoes.,Li stands at one end of a long gym. The ball rests at the other end of the gym from Li.,The ball is not far from Li.,The ball is not close to Li.,16,70,21,87,7,28,7,28,44
