matched_group_id,baseline_probe_id,variant_probe_id,control,condition_id,match_type
person_gym__name_3__obj_ball,person_gym__name_3__obj_ball__baseline,person_gym__name_3__obj_ball__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_gym__name_3__obj_ball,person_gym__name_3__obj_ball__baseline,person_gym__name_3__obj_ball__word_near,evidence_wording,word_near,category_matched_contexts
person_gym__name_3__obj_ball,person_gym__name_3__obj_ball__baseline,person_gym__name_3__obj_ball__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_gym__name_3__obj_ball,person_gym__name_3__obj_ball__baseline,person_gym__name_3__obj_ball__negate_close,target_negation,negate_close,identical_contexts
person_gym__name_3__obj_ball,person_gym__name_3__obj_ball__baseline,person_gym__name_3__obj_ball__negate_far,target_negation,negate_far,identical_contexts
person_gym__name_3__obj_ball,person_gym__name_3__obj_ball__baseline,person_gym__name_3__obj_ball__both_negated,target_negation,both_negated,identical_contexts
person_gym__name_3__obj_bag,person_gym__name_3__obj_bag__baseline,person_gym__name_3__obj_bag__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
person_gym__name_3__obj_bag,person_gym__name_3__obj_bag__baseline,person_gym__name_3__obj_bag__word_beside,evidence_wording,word_beside,category_matched_contexts
person_gym__name_3__obj_bag,person_gym__name_3__obj_bag__baseline,person_gym__name_3__obj_bag__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_gym__name_3__obj_bag,person_gym__name_3__obj_bag__baseline,person_gym__name_3__obj_bag__word_near,evidence_wording,word_near,category_matched_contexts
person_gym__name_3__obj_bag,person_gym__name_3__obj_bag__baseline,person_gym__name_3__obj_bag__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_gym__name_3__obj_bag,person_gym__name_3__obj_bag__baseline,person_gym__name_3__obj_bag__negate_close,target_negation,negate_close,identical_contexts
person_gym__name_3__obj_bag,person_gym__name_3__obj_bag__baseline,person_gym__name_3__obj_bag__negate_far,target_negation,negate_far,identical_contexts
person_gym__name_3__obj_bag,person_gym__name_3__obj_bag__baseline,person_gym__name_3__obj_bag__both_negated,target_negation,both_negated,identical_contexts
person_dining__name_0__obj_book,person_dining__name_0__obj_book__baseline,person_dining__name_0__obj_book__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
person_dining__name_0__obj_book,person_dining__name_0__obj_book__baseline,person_dining__name_0__obj_book__word_beside,evidence_wording,word_beside,category_matched_contexts
person_dining__name_0__obj_book,person_dining__name_0__obj_book__baseline,person_dining__name_0__obj_book__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_dining__name_0__obj_book,person_dining__name_0__obj_book__baseline,person_dining__name_0__obj_book__word_near,evidence_wording,word_near,category_matched_contexts
person_dining__name_0__obj_book,person_dining__name_0__obj_book__baseline,person_dining__name_0__obj_book__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_dining__name_0__obj_book,person_dining__name_0__obj_book__baseline,person_dining__name_0__obj_book__negate_close,target_negation,negate_close,identical_contexts
person_dining__name_0__obj_book,person_dining__name_0__obj_book__baseline,person_dining__name_0__obj_book__negate_far,target_negation,negate_far,identical_contexts
person_dining__name_0__obj_book,person_dining__name_0__obj_book__baseline,person_dining__name_0__obj_book__both_negated,target_negation,both_negated,identical_contexts
person_dining__name_0__obj_bag,person_dining__name_0__obj_bag__baseline,person_dining__name_0__obj_bag__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
person_dining__name_0__obj_bag,person_dining__name_0__obj_bag__baseline,person_dining__name_0__obj_bag__word_beside,evidence_wording,word_beside,category_matched_contexts
person_dining__name_0__obj_bag,person_dining__name_0__obj_bag__baseline,person_dining__name_0__obj_bag__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_dining__name_0__obj_bag,person_dining__name_0__obj_bag__baseline,person_dining__name_0__obj_bag__word_near,evidence_wording,word_near,category_matched_contexts
person_dining__name_0__obj_bag,person_dining__name_0__obj_bag__baseline,person_dining__name_0__obj_bag__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_dining__name_0__obj_bag,person_dining__name_0__obj_bag__baseline,person_dining__name_0__obj_bag__negate_close,target_negation,negate_close,identical_contexts
person_dining__name_0__obj_bag,person_dining__name_0__obj_bag__baseline,person_dining__name_0__obj_bag__negate_far,target_negation,negate_far,identical_contexts
person_dining__name_0__obj_bag,person_dining__name_0__obj_bag__baseline,person_dining__name_0__obj_bag__both_negated,target_negation,both_negated,identical_contexts
person_dining__name_1__obj_book,person_dining__name_1__obj_book__baseline,person_dining__name_1__obj_book__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
person_dining__name_1__obj_book,person_dining__name_1__obj_book__baseline,person_dining__name_1__obj_book__word_beside,evidence_wording,word_beside,category_matched_contexts
person_dining__name_1__obj_book,person_dining__name_1__obj_book__baseline,person_dining__name_1__obj_book__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_dining__name_1__obj_book,person_dining__name_1__obj_book__baseline,person_dining__name_1__obj_book__word_near,evidence_wording,word_near,category_matched_contexts
person_dining__name_1__obj_book,person_dining__name_1__obj_book__baseline,person_dining__name_1__obj_book__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_dining__name_1__obj_book,person_dining__name_1__obj_book__baseline,person_dining__name_1__obj_book__negate_close,target_negation,negate_close,identical_contexts
person_dining__name_1__obj_book,person_dining__name_1__obj_book__baseline,person_dining__name_1__obj_book__negate_far,target_negation,negate_far,identical_contexts
person_dining__name_1__obj_book,person_dining__name_1__obj_book__baseline,person_dining__name_1__obj_book__both_negated,target_negation,both_negated,identical_contexts
person_dining__name_1__obj_bag,person_dining__name_1__obj_bag__baseline,person_dining__name_1__obj_bag__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
person_dining__name_1__obj_bag,person_dining__name_1__obj_bag__baseline,person_dining__name_1__obj_bag__word_beside,evidence_wording,word_beside,category_matched_contexts
person_dining__name_1__obj_bag,person_dining__name_1__obj_bag__baseline,person_dining__name_1__obj_bag__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_dining__name_1__obj_bag,person_dining__name_1__obj_bag__baseline,person_dining__name_1__obj_bag__word_near,evidence_wording,word_near,category_matched_contexts
person_dining__name_1__obj_bag,person_dining__name_1__obj_bag__baseline,person_dining__name_1__obj_bag__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_dining__name_1__obj_bag,person_dining__name_1__obj_bag__baseline,person_dining__name_1__obj_bag__negate_close,target_negation,negate_close,identical_contexts
person_dining__name_1__obj_bag,person_dining__name_1__obj_bag__baseline,person_dining__name_1__obj_bag__negate_far,target_negation,negate_far,identical_contexts
person_dining__name_1__obj_bag,person_dining__name_1__obj_bag__baseline,person_dining__name_1__obj_bag__both_negated,target_negation,both_negated,identical_contexts
person_dining__name_2__obj_book,person_dining__name_2__obj_book__baseline,person_dining__name_2__obj_book__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
person_dining__name_2__obj_book,person_dining__name_2__obj_book__baseline,person_dining__name_2__obj_book__word_beside,evidence_wording,word_beside,category_matched_contexts
person_dining__name_2__obj_book,person_dining__name_2__obj_book__baseline,person_dining__name_2__obj_book__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_dining__name_2__obj_book,person_dining__name_2__obj_book__baseline,person_dining__name_2__obj_book__word_near,evidence_wording,word_near,category_matched_contexts
person_dining__name_2__obj_book,person_dining__name_2__obj_book__baseline,person_dining__name_2__obj_book__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_dining__name_2__obj_book,person_dining__name_2__obj_book__baseline,person_dining__name_2__obj_book__negate_close,target_negation,negate_close,identical_contexts
person_dining__name_2__obj_book,person_dining__name_2__obj_book__baseline,person_dining__name_2__obj_book__negate_far,target_negation,negate_far,identical_contexts
person_dining__name_2__obj_book,person_dining__name_2__obj_book__baseline,person_dining__name_2__obj_book__both_negated,target_negation,both_negated,identical_contexts
person_dining__name_2__obj_bag,person_dining__name_2__obj_bag__baseline,person_dining__name_2__obj_bag__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
person_dining__name_2__obj_bag,person_dining__name_2__obj_bag__baseline,person_dining__name_2__obj_bag__word_beside,evidence_wording,word_beside,category_matched_contexts
person_dining__name_2__obj_bag,person_dining__name_2__obj_bag__baseline,person_dining__name_2__obj_bag__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_dining__name_2__obj_bag,person_dining__name_2__obj_bag__baseline,person_dining__name_2__obj_bag__word_near,evidence_wording,word_near,category_matched_contexts
person_dining__name_2__obj_bag,person_dining__name_2__obj_bag__baseline,person_dining__name_2__obj_bag__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_dining__name_2__obj_bag,person_dining__name_2__obj_bag__baseline,person_dining__name_2__obj_bag__negate_close,target_negation,negate_close,identical_contexts
person_dining__name_2__obj_bag,person_dining__name_2__obj_bag__baseline,person_dining__name_2__obj_bag__negate_far,target_negation,negate_far,identical_contexts
person_dining__name_2__obj_bag,person_dining__name_2__obj_bag__baseline,person_dining__name_2__obj_bag__both_negated,target_negation,both_negated,identical_contexts
person_dining__name_3__obj_book,person_dining__name_3__obj_book__baseline,person_dining__name_3__obj_book__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
person_dining__name_3__obj_book,person_dining__name_3__obj_book__baseline,person_dining__name_3__obj_book__word_beside,evidence_wording,word_beside,category_matched_contexts
person_dining__name_3__obj_book,person_dining__name_3__obj_book__baseline,person_dining__name_3__obj_book__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_dining__name_3__obj_book,person_dining__name_3__obj_book__baseline,person_dining__name_3__obj_book__word_near,evidence_wording,word_near,category_matched_contexts
person_dining__name_3__obj_book,person_dining__name_3__obj_book__baseline,person_dining__name_3__obj_book__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_dining__name_3__obj_book,person_dining__name_3__obj_book__baseline,person_dining__name_3__obj_book__negate_close,target_negation,negate_close,identical_contexts
person_dining__name_3__obj_book,person_dining__name_3__obj_book__baseline,person_dining__name_3__obj_book__negate_far,target_negation,negate_far,identical_contexts
person_dining__name_3__obj_book,person_dining__name_3__obj_book__baseline,person_dining__name_3__obj_book__both_negated,target_negation,both_negated,identical_contexts
person_dining__name_3__obj_bag,person_dining__name_3__obj_bag__baseline,person_dining__name_3__obj_bag__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
person_dining__name_3__obj_bag,person_dining__name_3__obj_bag__baseline,person_dining__name_3__obj_bag__word_beside,evidence_wording,word_beside,category_matched_contexts
person_dining__name_3__obj_bag,person_dining__name_3__obj_bag__baseline,person_dining__name_3__obj_bag__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_dining__name_3__obj_bag,person_dining__name_3__obj_bag__baseline,person_dining__name_3__obj_bag__word_near,evidence_wording,word_near,category_matched_contexts
person_dining__name_3__obj_bag,person_dining__name_3__obj_bag__baseline,person_dining__name_3__obj_bag__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_dining__name_3__obj_bag,person_dining__name_3__obj_bag__baseline,person_dining__name_3__obj_bag__negate_close,target_negation,negate_close,identical_contexts
person_dining__name_3__obj_bag,person_dining__name_3__obj_bag__baseline,person_dining__name_3__obj_bag__negate_far,target_negation,negate_far,identical_contexts
person_dining__name_3__obj_bag,person_dining__name_3__obj_bag__baseline,person_dining__name_3__obj_bag__both_negated,target_negation,both_negated,identical_contexts
person_field__name_0__obj_ball,person_field__name_0__obj_ball__baseline,person_field__name_0__obj_ball__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
person_field__name_0__obj_ball,person_field__name_0__obj_ball__baseline,person_field__name_0__obj_ball__word_beside,evidence_wording,word_beside,category_matched_contexts
person_field__name_0__obj_ball,person_field__name_0__obj_ball__baseline,person_field__name_0__obj_ball__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_field__name_0__obj_ball,person_field__name_0__obj_ball__baseline,person_field__name_0__obj_ball__word_near,evidence_wording,word_near,category_matched_contexts
person_field__name_0__obj_ball,person_field__name_0__obj_ball__baseline,person_field__name_0__obj_ball__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_field__name_0__obj_ball,person_field__name_0__obj_ball__baseline,person_field__name_0__obj_ball__negate_close,target_negation,negate_close,identical_contexts
person_field__name_0__obj_ball,person_field__name_0__obj_ball__baseline,person_field__name_0__obj_ball__negate_far,target_negation,negate_far,identical_contexts
person_field__name_0__obj_ball,person_field__name_0__obj_ball__baseline,person_field__name_0__obj_ball__both_negated,target_negation,both_negated,identical_contexts
person_field__name_0__obj_cone,person_field__name_0__obj_cone__baseline,person_field__name_0__obj_cone__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
person_field__name_0__obj_cone,person_field__name_0__obj_cone__baseline,person_field__name_0__obj_cone__word_beside,evidence_wording,word_beside,category_matched_contexts
person_field__name_0__obj_cone,person_field__name_0__obj_cone__baseline,person_field__name_0__obj_cone__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_field__name_0__obj_cone,person_field__name_0__obj_cone__baseline,person_field__name_0__obj_cone__word_near,evidence_wording,word_near,category_matched_contexts
person_field__name_0__obj_cone,person_field__name_0__obj_cone__baseline,person_field__name_0__obj_cone__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_field__name_0__obj_cone,person_field__name_0__obj_cone__baseline,person_field__name_0__obj_cone__negate_close,target_negation,negate_close,identical_contexts
person_field__name_0__obj_cone,person_field__name_0__obj_cone__baseline,person_field__name_0__obj_cone__negate_far,target_negation,negate_far,identical_contexts
person_field__name_0__obj_cone,person_field__name_0__obj_cone__baseline,person_field__name_0__obj_cone__both_negated,target_negation,both_negated,identical_contexts
person_field__name_1__obj_ball,person_field__name_1__obj_ball__baseline,person_field__name_1__obj_ball__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
person_field__name_1__obj_ball,person_field__name_1__obj_ball__baseline,person_field__name_1__obj_ball__word_beside,evidence_wording,word_beside,category_matched_contexts
person_field__name_1__obj_ball,person_field__name_1__obj_ball__baseline,person_field__name_1__obj_ball__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_field__name_1__obj_ball,person_field__name_1__obj_ball__baseline,person_field__name_1__obj_ball__word_near,evidence_wording,word_near,category_matched_contexts
person_field__name_1__obj_ball,person_field__name_1__obj_ball__baseline,person_field__name_1__obj_ball__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_field__name_1__obj_ball,person_field__name_1__obj_ball__baseline,person_field__name_1__obj_ball__negate_close,target_negation,negate_close,identical_contexts
person_field__name_1__obj_ball,person_field__name_1__obj_ball__baseline,person_field__name_1__obj_ball__negate_far,target_negation,negate_far,identical_contexts
person_field__name_1__obj_ball,person_field__name_1__obj_ball__baseline,person_field__name_1__obj_ball__both_negated,target_negation,both_negated,identical_contexts
person_field__name_1__obj_cone,person_field__name_1__obj_cone__baseline,person_field__name_1__obj_cone__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
person_field__name_1__obj_cone,person_field__name_1__obj_cone__baseline,person_field__name_1__obj_cone__word_beside,evidence_wording,word_beside,category_matched_contexts
person_field__name_1__obj_cone,person_field__name_1__obj_cone__baseline,person_field__name_1__obj_cone__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_field__name_1__obj_cone,person_field__name_1__obj_cone__baseline,person_field__name_1__obj_cone__word_near,evidence_wording,word_near,category_matched_contexts
person_field__name_1__obj_cone,person_field__name_1__obj_cone__baseline,person_field__name_1__obj_cone__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_field__name_1__obj_cone,person_field__name_1__obj_cone__baseline,person_field__name_1__obj_cone__negate_close,target_negation,negate_close,identical_contexts
person_field__name_1__obj_cone,person_field__name_1__obj_cone__baseline,person_field__name_1__obj_cone__negate_far,target_negation,negate_far,identical_contexts
person_field__name_1__obj_cone,person_field__name_1__obj_cone__baseline,person_field__name_1__obj_cone__both_negated,target_negation,both_negated,identical_contexts
person_field__name_2__obj_ball,person_field__name_2__obj_ball__baseline,person_field__name_2__obj_ball__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
person_field__name_2__obj_ball,person_field__name_2__obj_ball__baseline,person_field__name_2__obj_ball__word_beside,evidence_wording,word_beside,category_matched_contexts
person_field__name_2__obj_ball,person_field__name_2__obj_ball__baseline,person_field__name_2__obj_ball__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_field__name_2__obj_ball,person_field__name_2__obj_ball__baseline,person_field__name_2__obj_ball__word_near,evidence_wording,word_near,category_matched_contexts
person_field__name_2__obj_ball,person_field__name_2__obj_ball__baseline,person_field__name_2__obj_ball__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_field__name_2__obj_ball,person_field__name_2__obj_ball__baseline,person_field__name_2__obj_ball__negate_close,target_negation,negate_close,identical_contexts
person_field__name_2__obj_ball,person_field__name_2__obj_ball__baseline,person_field__name_2__obj_ball__negate_far,target_negation,negate_far,identical_contexts
person_field__name_2__obj_ball,person_field__name_2__obj_ball__baseline,person_field__name_2__obj_ball__both_negated,target_negation,both_negated,identical_contexts
person_field__name_2__obj_cone,person_field__name_2__obj_cone__baseline,person_field__name_2__obj_cone__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
person_field__name_2__obj_cone,person_field__name_2__obj_cone__baseline,person_field__name_2__obj_cone__word_beside,evidence_wording,word_beside,category_matched_contexts
person_field__name_2__obj_cone,person_field__name_2__obj_cone__baseline,person_field__name_2__obj_cone__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_field__name_2__obj_cone,person_field__name_2__obj_cone__baseline,person_field__name_2__obj_cone__word_near,evidence_wording,word_near,category_matched_contexts
person_field__name_2__obj_cone,person_field__name_2__obj_cone__baseline,person_field__name_2__obj_cone__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_field__name_2__obj_cone,person_field__name_2__obj_cone__baseline,person_field__name_2__obj_cone__negate_close,target_negation,negate_close,identical_contexts
person_field__name_2__obj_cone,person_field__name_2__obj_cone__baseline,person_field__name_2__obj_cone__negate_far,target_negation,negate_far,identical_contexts
person_field__name_2__obj_cone,person_field__name_2__obj_cone__baseline,person_field__name_2__obj_cone__both_negated,target_negation,both_negated,identical_contexts
person_field__name_3__obj_ball,person_field__name_3__obj_ball__baseline,person_field__name_3__obj_ball__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
person_field__name_3__obj_ball,person_field__name_3__obj_ball__baseline,person_field__name_3__obj_ball__word_beside,evidence_wording,word_beside,category_matched_contexts
person_field__name_3__obj_ball,person_field__name_3__obj_ball__baseline,person_field__name_3__obj_ball__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_field__name_3__obj_ball,person_field__name_3__obj_ball__baseline,person_field__name_3__obj_ball__word_near,evidence_wording,word_near,category_matched_contexts
person_field__name_3__obj_ball,person_field__name_3__obj_ball__baseline,person_field__name_3__obj_ball__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_field__name_3__obj_ball,person_field__name_3__obj_ball__baseline,person_field__name_3__obj_ball__negate_close,target_negation,negate_close,identical_contexts
person_field__name_3__obj_ball,person_field__name_3__obj_ball__baseline,person_field__name_3__obj_ball__negate_far,target_negation,negate_far,identical_contexts
person_field__name_3__obj_ball,person_field__name_3__obj_ball__baseline,person_field__name_3__obj_ball__both_negated,target_negation,both_negated,identical_contexts
person_field__name_3__obj_cone,person_field__name_3__obj_cone__baseline,person_field__name_3__obj_cone__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
person_field__name_3__obj_cone,person_field__name_3__obj_cone__baseline,person_field__name_3__obj_cone__word_beside,evidence_wording,word_beside,category_matched_contexts
person_field__name_3__obj_cone,person_field__name_3__obj_cone__baseline,person_field__name_3__obj_cone__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_field__name_3__obj_cone,person_field__name_3__obj_cone__baseline,person_field__name_3__obj_cone__word_near,evidence_wording,word_near,category_matched_contexts
person_field__name_3__obj_cone,person_field__name_3__obj_cone__baseline,person_field__name_3__obj_cone__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_field__name_3__obj_cone,person_field__name_3__obj_cone__baseline,person_field__name_3__obj_cone__negate_close,target_negation,negate_close,identical_contexts
