probe_id,probe_version,scene_id,scene_role,name_id,object_id,condition_id,context_structure,context_entity_order,target_order,reverses_context_entity_order,evidence_type,setting,assumption,include_in_primary_scene_summary,gold_requires_unstated_worn_shoes,Context1,Context2,Target1,Target2,Context1_word_count,Context1_token_count,Context2_word_count,Context2_token_count,Target1_word_count,Target1_token_count,Target2_word_count,Target2_token_count,source_probe_id,source_probe_version,probe_type,source_scene_id,source_assumption,source_close_evidence_type,close_evidence_type,far_evidence_type,close_context_structure,far_context_structure,mode,wording_family_id,adjective_pair_id,close_target_repeats_context,far_target_repeats_context
paired__name_0__obj_ball__object_subject__object_first__proximity_synonyms,1.0,generic_wording,wording_control,name_0,obj_ball,physical_placement,object_subject,object_first,object_first,False,body_part,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,The ball is near Maya.,The ball is distant from Maya.,The ball is close to Maya.,The ball is far from Maya.,5,6,6,7,6,7,6,7,,,close_far_symmetric_wording,,,,proximity_synonym,proximity_synonym,object_subject,object_subject,symmetric_pair,proximity_synonyms,near_distant,False,False
between_feet__name_0__obj_ball__physical_placement__object_first__close_distance_short_long,1.0,between_feet,main,name_0,obj_ball,physical_placement,object_subject,object_first,object_first,False,body_part,gym,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,The ball and Maya are separated by a short distance.,The ball is across the full length of a long gym from Maya.,The ball is close to Maya.,The ball is far from Maya.,10,11,13,14,6,7,6,7,between_feet__name_0__obj_ball__physical_placement__object_first,1.0,close_far_symmetric_wording,between_feet,Body-part location anchors the object to the person.,body_part,distance_magnitude_phrase,large_space_separation,coordinated_entities,object_subject,close_only,distance_short_long,short_long,False,False
paired__name_0__obj_ball__object_subject__object_first__distance_short_long,1.0,generic_wording,wording_control,name_0,obj_ball,physical_placement,object_subject,object_first,object_first,False,body_part,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,The ball and Maya are separated by a short distance.,The ball and Maya are separated by a long distance.,The ball is close to Maya.,The ball is far from Maya.,10,11,10,11,6,7,6,7,,,close_far_symmetric_wording,,,,distance_magnitude_phrase,distance_magnitude_phrase,coordinated_entities,coordinated_entities,symmetric_pair,distance_short_long,short_long,False,False
between_feet__name_0__obj_ball__physical_placement__object_first__close_distance_small_large,1.0,between_feet,main,name_0,obj_ball,physical_placement,object_subject,object_first,object_first,False,body_part,gym,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,The ball and Maya are separated by a small distance.,The ball is across the full length of a long gym from Maya.,The ball is close to Maya.,The ball is far from Maya.,10,11,13,14,6,7,6,7,between_feet__name_0__obj_ball__physical_placement__object_first,1.0,close_far_symmetric_wording,between_feet,Body-part location anchors the object to the person.,body_part,distance_magnitude_phrase,large_space_separation,coordinated_entities,object_subject,close_only,distance_small_large,small_large,False,False
paired__name_0__obj_ball__object_subject__object_first__distance_small_large,1.0,generic_wording,wording_control,name_0,obj_ball,physical_placement,object_subject,object_first,object_first,False,body_part,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,The ball and Maya are separated by a small distance.,The ball and Maya are separated by a large distance.,The ball is close to Maya.,The ball is far from Maya.,10,11,10,11,6,7,6,7,,,close_far_symmetric_wording,,,,distance_magnitude_phrase,distance_magnitude_phrase,coordinated_entities,coordinated_entities,symmetric_pair,distance_small_large,small_large,False,False
between_feet__name_0__obj_ball__physical_placement_fronted__person_first,1.0,between_feet,main,name_0,obj_ball,physical_placement_fronted,fronted_location,person_first,person_first,False,body_part,gym,Body-part location anchors the object to the person.,True,False,Between Maya's feet is the ball.,Across the full length of a long gym from Maya is the ball.,Maya is close to the ball.,Maya is far from the ball.,7,8,13,14,6,8,6,8,between_feet__name_0__obj_ball__physical_placement_fronted__person_first,1.0,close_far_symmetric_wording,between_feet,Body-part location anchors the object to the person.,body_part,body_part,large_space_separation,fronted_location,fronted_location,original_baseline,original_placement,none,False,False
between_feet__name_0__obj_ball__physical_placement_fronted__person_first__close_direct_labels,1.0,between_feet,main,name_0,obj_ball,physical_placement_fronted,fronted_location,person_first,person_first,False,body_part,gym,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,Close to Maya is the ball.,Across the full length of a long gym from Maya is the ball.,Maya is close to the ball.,Maya is far from the ball.,6,7,13,14,6,8,6,8,between_feet__name_0__obj_ball__physical_placement_fronted__person_first,1.0,close_far_symmetric_wording,between_feet,Body-part location anchors the object to the person.,body_part,explicit_relation,large_space_separation,fronted_location,fronted_location,close_only,direct_labels,close_far,False,False
paired__name_0__obj_ball__fronted_location__person_first__direct_labels,1.0,generic_wording,wording_control,name_0,obj_ball,physical_placement_fronted,fronted_location,person_first,person_first,False,body_part,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,Close to Maya is the ball.,Far from Maya is the ball.,Maya is close to the ball.,Maya is far from the ball.,6,7,6,7,6,8,6,8,,,close_far_symmetric_wording,,,,explicit_relation,explicit_relation,fronted_location,fronted_location,symmetric_pair,direct_labels,close_far,False,False
between_feet__name_0__obj_ball__physical_placement_fronted__person_first__close_proximity_synonyms,1.0,between_feet,main,name_0,obj_ball,physical_placement_fronted,fronted_location,person_first,person_first,False,body_part,gym,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,Near Maya is the ball.,Across the full length of a long gym from Maya is the ball.,Maya is close to the ball.,Maya is far from the ball.,5,6,13,14,6,8,6,8,between_feet__name_0__obj_ball__physical_placement_fronted__person_first,1.0,close_far_symmetric_wording,between_feet,Body-part location anchors the object to the person.,body_part,proximity_synonym,large_space_separation,fronted_location,fronted_location,close_only,proximity_synonyms,near_distant,False,False
paired__name_0__obj_ball__fronted_location__person_first__proximity_synonyms,1.0,generic_wording,wording_control,name_0,obj_ball,physical_placement_fronted,fronted_location,person_first,person_first,False,body_part,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,Near Maya is the ball.,Distant from Maya is the ball.,Maya is close to the ball.,Maya is far from the ball.,5,6,6,8,6,8,6,8,,,close_far_symmetric_wording,,,,proximity_synonym,proximity_synonym,fronted_location,fronted_location,symmetric_pair,proximity_synonyms,near_distant,False,False
between_feet__name_0__obj_ball__physical_placement_fronted__person_first__close_distance_short_long,1.0,between_feet,main,name_0,obj_ball,physical_placement_fronted,fronted_location,person_first,person_first,False,body_part,gym,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,A short distance separates Maya and the ball.,Across the full length of a long gym from Maya is the ball.,Maya is close to the ball.,Maya is far from the ball.,8,9,13,14,6,8,6,8,between_feet__name_0__obj_ball__physical_placement_fronted__person_first,1.0,close_far_symmetric_wording,between_feet,Body-part location anchors the object to the person.,body_part,distance_magnitude_phrase,large_space_separation,distance_subject,fronted_location,close_only,distance_short_long,short_long,False,False
paired__name_0__obj_ball__fronted_location__person_first__distance_short_long,1.0,generic_wording,wording_control,name_0,obj_ball,physical_placement_fronted,fronted_location,person_first,person_first,False,body_part,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,A short distance separates Maya and the ball.,A long distance separates Maya and the ball.,Maya is close to the ball.,Maya is far from the ball.,8,9,8,9,6,8,6,8,,,close_far_symmetric_wording,,,,distance_magnitude_phrase,distance_magnitude_phrase,distance_subject,distance_subject,symmetric_pair,distance_short_long,short_long,False,False
between_feet__name_0__obj_ball__physical_placement_fronted__person_first__close_distance_small_large,1.0,between_feet,main,name_0,obj_ball,physical_placement_fronted,fronted_location,person_first,person_first,False,body_part,gym,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,A small distance separates Maya and the ball.,Across the full length of a long gym from Maya is the ball.,Maya is close to the ball.,Maya is far from the ball.,8,9,13,14,6,8,6,8,between_feet__name_0__obj_ball__physical_placement_fronted__person_first,1.0,close_far_symmetric_wording,between_feet,Body-part location anchors the object to the person.,body_part,distance_magnitude_phrase,large_space_separation,distance_subject,fronted_location,close_only,distance_small_large,small_large,False,False
paired__name_0__obj_ball__fronted_location__person_first__distance_small_large,1.0,generic_wording,wording_control,name_0,obj_ball,physical_placement_fronted,fronted_location,person_first,person_first,False,body_part,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,A small distance separates Maya and the ball.,A large distance separates Maya and the ball.,Maya is close to the ball.,Maya is far from the ball.,8,9,8,9,6,8,6,8,,,close_far_symmetric_wording,,,,distance_magnitude_phrase,distance_magnitude_phrase,distance_subject,distance_subject,symmetric_pair,distance_small_large,small_large,False,False
between_feet__name_0__obj_ball__physical_placement_fronted__object_first,1.0,between_feet,main,name_0,obj_ball,physical_placement_fronted,fronted_location,person_first,object_first,True,body_part,gym,Body-part location anchors the object to the person.,True,False,Between Maya's feet is the ball.,Across the full length of a long gym from Maya is the ball.,The ball is close to Maya.,The ball is far from Maya.,7,8,13,14,6,7,6,7,between_feet__name_0__obj_ball__physical_placement_fronted__object_first,1.0,close_far_symmetric_wording,between_feet,Body-part location anchors the object to the person.,body_part,body_part,large_space_separation,fronted_location,fronted_location,original_baseline,original_placement,none,False,False
between_feet__name_0__obj_ball__physical_placement_fronted__object_first__close_direct_labels,1.0,between_feet,main,name_0,obj_ball,physical_placement_fronted,fronted_location,person_first,object_first,True,body_part,gym,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,Close to Maya is the ball.,Across the full length of a long gym from Maya is the ball.,The ball is close to Maya.,The ball is far from Maya.,6,7,13,14,6,7,6,7,between_feet__name_0__obj_ball__physical_placement_fronted__object_first,1.0,close_far_symmetric_wording,between_feet,Body-part location anchors the object to the person.,body_part,explicit_relation,large_space_separation,fronted_location,fronted_location,close_only,direct_labels,close_far,False,False
paired__name_0__obj_ball__fronted_location__object_first__direct_labels,1.0,generic_wording,wording_control,name_0,obj_ball,physical_placement_fronted,fronted_location,person_first,object_first,True,body_part,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,Close to Maya is the ball.,Far from Maya is the ball.,The ball is close to Maya.,The ball is far from Maya.,6,7,6,7,6,7,6,7,,,close_far_symmetric_wording,,,,explicit_relation,explicit_relation,fronted_location,fronted_location,symmetric_pair,direct_labels,close_far,False,False
between_feet__name_0__obj_ball__physical_placement_fronted__object_first__close_proximity_synonyms,1.0,between_feet,main,name_0,obj_ball,physical_placement_fronted,fronted_location,person_first,object_first,True,body_part,gym,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,Near Maya is the ball.,Across the full length of a long gym from Maya is the ball.,The ball is close to Maya.,The ball is far from Maya.,5,6,13,14,6,7,6,7,between_feet__name_0__obj_ball__physical_placement_fronted__object_first,1.0,close_far_symmetric_wording,between_feet,Body-part location anchors the object to the person.,body_part,proximity_synonym,large_space_separation,fronted_location,fronted_location,close_only,proximity_synonyms,near_distant,False,False
paired__name_0__obj_ball__fronted_location__object_first__proximity_synonyms,1.0,generic_wording,wording_control,name_0,obj_ball,physical_placement_fronted,fronted_location,person_first,object_first,True,body_part,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,Near Maya is the ball.,Distant from Maya is the ball.,The ball is close to Maya.,The ball is far from Maya.,5,6,6,8,6,7,6,7,,,close_far_symmetric_wording,,,,proximity_synonym,proximity_synonym,fronted_location,fronted_location,symmetric_pair,proximity_synonyms,near_distant,False,False
between_feet__name_0__obj_ball__physical_placement_fronted__object_first__close_distance_short_long,1.0,between_feet,main,name_0,obj_ball,physical_placement_fronted,fronted_location,person_first,object_first,True,body_part,gym,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,A short distance separates Maya and the ball.,Across the full length of a long gym from Maya is the ball.,The ball is close to Maya.,The ball is far from Maya.,8,9,13,14,6,7,6,7,between_feet__name_0__obj_ball__physical_placement_fronted__object_first,1.0,close_far_symmetric_wording,between_feet,Body-part location anchors the object to the person.,body_part,distance_magnitude_phrase,large_space_separation,distance_subject,fronted_location,close_only,distance_short_long,short_long,False,False
paired__name_0__obj_ball__fronted_location__object_first__distance_short_long,1.0,generic_wording,wording_control,name_0,obj_ball,physical_placement_fronted,fronted_location,person_first,object_first,True,body_part,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,A short distance separates Maya and the ball.,A long distance separates Maya and the ball.,The ball is close to Maya.,The ball is far from Maya.,8,9,8,9,6,7,6,7,,,close_far_symmetric_wording,,,,distance_magnitude_phrase,distance_magnitude_phrase,distance_subject,distance_subject,symmetric_pair,distance_short_long,short_long,False,False
between_feet__name_0__obj_ball__physical_placement_fronted__object_first__close_distance_small_large,1.0,between_feet,main,name_0,obj_ball,physical_placement_fronted,fronted_location,person_first,object_first,True,body_part,gym,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,A small distance separates Maya and the ball.,Across the full length of a long gym from Maya is the ball.,The ball is close to Maya.,The ball is far from Maya.,8,9,13,14,6,7,6,7,between_feet__name_0__obj_ball__physical_placement_fronted__object_first,1.0,close_far_symmetric_wording,between_feet,Body-part location anchors the object to the person.,body_part,distance_magnitude_phrase,large_space_separation,distance_subject,fronted_location,close_only,distance_small_large,small_large,False,False
paired__name_0__obj_ball__fronted_location__object_first__distance_small_large,1.0,generic_wording,wording_control,name_0,obj_ball,physical_placement_fronted,fronted_location,person_first,object_first,True,body_part,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,A small distance separates Maya and the ball.,A large distance separates Maya and the ball.,The ball is close to Maya.,The ball is far from Maya.,8,9,8,9,6,7,6,7,,,close_far_symmetric_wording,,,,distance_magnitude_phrase,distance_magnitude_phrase,distance_subject,distance_subject,symmetric_pair,distance_small_large,small_large,False,False
between_feet__name_0__obj_ball__physical_placement_person_subject__person_first,1.0,between_feet,main,name_0,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,body_part,gym,Body-part location anchors the object to the person.,True,False,Maya has the ball between their feet.,Maya is across the full length of a long gym from the ball.,Maya is close to the ball.,Maya is far from the ball.,7,9,13,15,6,8,6,8,between_feet__name_0__obj_ball__physical_placement_person_subject__person_first,1.0,close_far_symmetric_wording,between_feet,Body-part location anchors the object to the person.,body_part,body_part,large_space_separation,person_subject,person_subject,original_baseline,original_placement,none,False,False
between_feet__name_0__obj_ball__physical_placement_person_subject__person_first__close_direct_labels,1.0,between_feet,main,name_0,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,body_part,gym,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,Maya is close to the ball.,Maya is across the full length of a long gym from the ball.,Maya is close to the ball.,Maya is far from the ball.,6,8,13,15,6,8,6,8,between_feet__name_0__obj_ball__physical_placement_person_subject__person_first,1.0,close_far_symmetric_wording,between_feet,Body-part location anchors the object to the person.,body_part,explicit_relation,large_space_separation,person_subject,person_subject,close_only,direct_labels,close_far,True,False
paired__name_0__obj_ball__person_subject__person_first__direct_labels,1.0,generic_wording,wording_control,name_0,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,body_part,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,Maya is close to the ball.,Maya is far from the ball.,Maya is close to the ball.,Maya is far from the ball.,6,8,6,8,6,8,6,8,,,close_far_symmetric_wording,,,,explicit_relation,explicit_relation,person_subject,person_subject,symmetric_pair,direct_labels,close_far,True,True
between_feet__name_0__obj_ball__physical_placement_person_subject__person_first__close_proximity_synonyms,1.0,between_feet,main,name_0,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,body_part,gym,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,Maya is near the ball.,Maya is across the full length of a long gym from the ball.,Maya is close to the ball.,Maya is far from the ball.,5,7,13,15,6,8,6,8,between_feet__name_0__obj_ball__physical_placement_person_subject__person_first,1.0,close_far_symmetric_wording,between_feet,Body-part location anchors the object to the person.,body_part,proximity_synonym,large_space_separation,person_subject,person_subject,close_only,proximity_synonyms,near_distant,False,False
paired__name_0__obj_ball__person_subject__person_first__proximity_synonyms,1.0,generic_wording,wording_control,name_0,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,body_part,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,Maya is near the ball.,Maya is distant from the ball.,Maya is close to the ball.,Maya is far from the ball.,5,7,6,8,6,8,6,8,,,close_far_symmetric_wording,,,,proximity_synonym,proximity_synonym,person_subject,person_subject,symmetric_pair,proximity_synonyms,near_distant,False,False
between_feet__name_0__obj_ball__physical_placement_person_subject__person_first__close_distance_short_long,1.0,between_feet,main,name_0,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,body_part,gym,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,Maya and the ball are separated by a short distance.,Maya is across the full length of a long gym from the ball.,Maya is close to the ball.,Maya is far from the ball.,10,12,13,15,6,8,6,8,between_feet__name_0__obj_ball__physical_placement_person_subject__person_first,1.0,close_far_symmetric_wording,between_feet,Body-part location anchors the object to the person.,body_part,distance_magnitude_phrase,large_space_separation,coordinated_entities,person_subject,close_only,distance_short_long,short_long,False,False
paired__name_0__obj_ball__person_subject__person_first__distance_short_long,1.0,generic_wording,wording_control,name_0,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,body_part,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,Maya and the ball are separated by a short distance.,Maya and the ball are separated by a long distance.,Maya is close to the ball.,Maya is far from the ball.,10,12,10,12,6,8,6,8,,,close_far_symmetric_wording,,,,distance_magnitude_phrase,distance_magnitude_phrase,coordinated_entities,coordinated_entities,symmetric_pair,distance_short_long,short_long,False,False
between_feet__name_0__obj_ball__physical_placement_person_subject__person_first__close_distance_small_large,1.0,between_feet,main,name_0,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,body_part,gym,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,Maya and the ball are separated by a small distance.,Maya is across the full length of a long gym from the ball.,Maya is close to the ball.,Maya is far from the ball.,10,12,13,15,6,8,6,8,between_feet__name_0__obj_ball__physical_placement_person_subject__person_first,1.0,close_far_symmetric_wording,between_feet,Body-part location anchors the object to the person.,body_part,distance_magnitude_phrase,large_space_separation,coordinated_entities,person_subject,close_only,distance_small_large,small_large,False,False
paired__name_0__obj_ball__person_subject__person_first__distance_small_large,1.0,generic_wording,wording_control,name_0,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,body_part,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,Maya and the ball are separated by a small distance.,Maya and the ball are separated by a large distance.,Maya is close to the ball.,Maya is far from the ball.,10,12,10,12,6,8,6,8,,,close_far_symmetric_wording,,,,distance_magnitude_phrase,distance_magnitude_phrase,coordinated_entities,coordinated_entities,symmetric_pair,distance_small_large,small_large,False,False
between_feet__name_0__obj_ball__physical_placement_person_subject__object_first,1.0,between_feet,main,name_0,obj_ball,physical_placement_person_subject,person_subject,person_first,object_first,True,body_part,gym,Body-part location anchors the object to the person.,True,False,Maya has the ball between their feet.,Maya is across the full length of a long gym from the ball.,The ball is close to Maya.,The ball is far from Maya.,7,9,13,15,6,7,6,7,between_feet__name_0__obj_ball__physical_placement_person_subject__object_first,1.0,close_far_symmetric_wording,between_feet,Body-part location anchors the object to the person.,body_part,body_part,large_space_separation,person_subject,person_subject,original_baseline,original_placement,none,False,False
between_feet__name_0__obj_ball__physical_placement_person_subject__object_first__close_direct_labels,1.0,between_feet,main,name_0,obj_ball,physical_placement_person_subject,person_subject,person_first,object_first,True,body_part,gym,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,Maya is close to the ball.,Maya is across the full length of a long gym from the ball.,The ball is close to Maya.,The ball is far from Maya.,6,8,13,15,6,7,6,7,between_feet__name_0__obj_ball__physical_placement_person_subject__object_first,1.0,close_far_symmetric_wording,between_feet,Body-part location anchors the object to the person.,body_part,explicit_relation,large_space_separation,person_subject,person_subject,close_only,direct_labels,close_far,False,False
