probe_id,probe_version,scene_id,scene_role,name_id,object_id,condition_id,context_structure,context_entity_order,target_order,reverses_context_entity_order,evidence_type,setting,assumption,include_in_primary_scene_summary,gold_requires_unstated_worn_shoes,Context1,Context2,Target1,Target2,Context1_word_count,Context1_token_count,Context2_word_count,Context2_token_count,Target1_word_count,Target1_token_count,Target2_word_count,Target2_token_count
between_feet__name_2__obj_bag__physical_placement__person_first,1.0,between_feet,main,name_2,obj_bag,physical_placement,object_subject,object_first,person_first,True,body_part,gym,Body-part location anchors the object to the person.,True,False,The bag is between Li's feet.,The bag is across the full length of a long gym from Li.,Li is close to the bag.,Li is far from the bag.,7,8,13,14,6,7,6,7
between_feet__name_2__obj_bag__physical_placement__object_first,1.0,between_feet,main,name_2,obj_bag,physical_placement,object_subject,object_first,object_first,False,body_part,gym,Body-part location anchors the object to the person.,True,False,The bag is between Li's feet.,The bag is across the full length of a long gym from Li.,The bag is close to Li.,The bag is far from Li.,7,8,13,14,6,7,6,7
between_feet__name_2__obj_bag__physical_placement_fronted__person_first,1.0,between_feet,main,name_2,obj_bag,physical_placement_fronted,fronted_location,person_first,person_first,False,body_part,gym,Body-part location anchors the object to the person.,True,False,Between Li's feet is the bag.,Across the full length of a long gym from Li is the bag.,Li is close to the bag.,Li is far from the bag.,7,8,13,14,6,7,6,7
between_feet__name_2__obj_bag__physical_placement_fronted__object_first,1.0,between_feet,main,name_2,obj_bag,physical_placement_fronted,fronted_location,person_first,object_first,True,body_part,gym,Body-part location anchors the object to the person.,True,False,Between Li's feet is the bag.,Across the full length of a long gym from Li is the bag.,The bag is close to Li.,The bag is far from Li.,7,8,13,14,6,7,6,7
between_feet__name_2__obj_bag__physical_placement_person_subject__person_first,1.0,between_feet,main,name_2,obj_bag,physical_placement_person_subject,person_subject,person_first,person_first,False,body_part,gym,Body-part location anchors the object to the person.,True,False,Li has the bag between their feet.,Li is across the full length of a long gym from the bag.,Li is close to the bag.,Li is far from the bag.,7,8,13,14,6,7,6,7
between_feet__name_2__obj_bag__physical_placement_person_subject__object_first,1.0,between_feet,main,name_2,obj_bag,physical_placement_person_subject,person_subject,person_first,object_first,True,body_part,gym,Body-part location anchors the object to the person.,True,False,Li has the bag between their feet.,Li is across the full length of a long gym from the bag.,The bag is close to Li.,The bag is far from Li.,7,8,13,14,6,7,6,7
between_feet__name_2__obj_book__physical_placement__person_first,1.0,between_feet,main,name_2,obj_book,physical_placement,object_subject,object_first,person_first,True,body_part,gym,Body-part location anchors the object to the person.,True,False,The book is between Li's feet.,The book is across the full length of a long gym from Li.,Li is close to the book.,Li is far from the book.,7,8,13,14,6,7,6,7
between_feet__name_2__obj_book__physical_placement__object_first,1.0,between_feet,main,name_2,obj_book,physical_placement,object_subject,object_first,object_first,False,body_part,gym,Body-part location anchors the object to the person.,True,False,The book is between Li's feet.,The book is across the full length of a long gym from Li.,The book is close to Li.,The book is far from Li.,7,8,13,14,6,7,6,7
between_feet__name_2__obj_book__physical_placement_fronted__person_first,1.0,between_feet,main,name_2,obj_book,physical_placement_fronted,fronted_location,person_first,person_first,False,body_part,gym,Body-part location anchors the object to the person.,True,False,Between Li's feet is the book.,Across the full length of a long gym from Li is the book.,Li is close to the book.,Li is far from the book.,7,8,13,14,6,7,6,7
between_feet__name_2__obj_book__physical_placement_fronted__object_first,1.0,between_feet,main,name_2,obj_book,physical_placement_fronted,fronted_location,person_first,object_first,True,body_part,gym,Body-part location anchors the object to the person.,True,False,Between Li's feet is the book.,Across the full length of a long gym from Li is the book.,The book is close to Li.,The book is far from Li.,7,8,13,14,6,7,6,7
between_feet__name_2__obj_book__physical_placement_person_subject__person_first,1.0,between_feet,main,name_2,obj_book,physical_placement_person_subject,person_subject,person_first,person_first,False,body_part,gym,Body-part location anchors the object to the person.,True,False,Li has the book between their feet.,Li is across the full length of a long gym from the book.,Li is close to the book.,Li is far from the book.,7,8,13,14,6,7,6,7
between_feet__name_2__obj_book__physical_placement_person_subject__object_first,1.0,between_feet,main,name_2,obj_book,physical_placement_person_subject,person_subject,person_first,object_first,True,body_part,gym,Body-part location anchors the object to the person.,True,False,Li has the book between their feet.,Li is across the full length of a long gym from the book.,The book is close to Li.,The book is far from Li.,7,8,13,14,6,7,6,7
between_feet__name_2__obj_cone__physical_placement__person_first,1.0,between_feet,main,name_2,obj_cone,physical_placement,object_subject,object_first,person_first,True,body_part,gym,Body-part location anchors the object to the person.,True,False,The cone is between Li's feet.,The cone is across the full length of a long gym from Li.,Li is close to the cone.,Li is far from the cone.,7,8,13,14,6,7,6,7
between_feet__name_2__obj_cone__physical_placement__object_first,1.0,between_feet,main,name_2,obj_cone,physical_placement,object_subject,object_first,object_first,False,body_part,gym,Body-part location anchors the object to the person.,True,False,The cone is between Li's feet.,The cone is across the full length of a long gym from Li.,The cone is close to Li.,The cone is far from Li.,7,8,13,14,6,7,6,7
between_feet__name_2__obj_cone__physical_placement_fronted__person_first,1.0,between_feet,main,name_2,obj_cone,physical_placement_fronted,fronted_location,person_first,person_first,False,body_part,gym,Body-part location anchors the object to the person.,True,False,Between Li's feet is the cone.,Across the full length of a long gym from Li is the cone.,Li is close to the cone.,Li is far from the cone.,7,8,13,14,6,7,6,7
between_feet__name_2__obj_cone__physical_placement_fronted__object_first,1.0,between_feet,main,name_2,obj_cone,physical_placement_fronted,fronted_location,person_first,object_first,True,body_part,gym,Body-part location anchors the object to the person.,True,False,Between Li's feet is the cone.,Across the full length of a long gym from Li is the cone.,The cone is close to Li.,The cone is far from Li.,7,8,13,14,6,7,6,7
between_feet__name_2__obj_cone__physical_placement_person_subject__person_first,1.0,between_feet,main,name_2,obj_cone,physical_placement_person_subject,person_subject,person_first,person_first,False,body_part,gym,Body-part location anchors the object to the person.,True,False,Li has the cone between their feet.,Li is across the full length of a long gym from the cone.,Li is close to the cone.,Li is far from the cone.,7,8,13,14,6,7,6,7
between_feet__name_2__obj_cone__physical_placement_person_subject__object_first,1.0,between_feet,main,name_2,obj_cone,physical_placement_person_subject,person_subject,person_first,object_first,True,body_part,gym,Body-part location anchors the object to the person.,True,False,Li has the cone between their feet.,Li is across the full length of a long gym from the cone.,The cone is close to Li.,The cone is far from Li.,7,8,13,14,6,7,6,7
between_feet__name_3__obj_ball__physical_placement__person_first,1.0,between_feet,main,name_3,obj_ball,physical_placement,object_subject,object_first,person_first,True,body_part,gym,Body-part location anchors the object to the person.,True,False,The ball is between Omar's feet.,The ball is across the full length of a long gym from Omar.,Omar is close to the ball.,Omar is far from the ball.,7,8,13,14,6,8,6,8
between_feet__name_3__obj_ball__physical_placement__object_first,1.0,between_feet,main,name_3,obj_ball,physical_placement,object_subject,object_first,object_first,False,body_part,gym,Body-part location anchors the object to the person.,True,False,The ball is between Omar's feet.,The ball is across the full length of a long gym from Omar.,The ball is close to Omar.,The ball is far from Omar.,7,8,13,14,6,7,6,7
between_feet__name_3__obj_ball__physical_placement_fronted__person_first,1.0,between_feet,main,name_3,obj_ball,physical_placement_fronted,fronted_location,person_first,person_first,False,body_part,gym,Body-part location anchors the object to the person.,True,False,Between Omar's feet is the ball.,Across the full length of a long gym from Omar is the ball.,Omar is close to the ball.,Omar is far from the ball.,7,8,13,14,6,8,6,8
between_feet__name_3__obj_ball__physical_placement_fronted__object_first,1.0,between_feet,main,name_3,obj_ball,physical_placement_fronted,fronted_location,person_first,object_first,True,body_part,gym,Body-part location anchors the object to the person.,True,False,Between Omar's feet is the ball.,Across the full length of a long gym from Omar is the ball.,The ball is close to Omar.,The ball is far from Omar.,7,8,13,14,6,7,6,7
between_feet__name_3__obj_ball__physical_placement_person_subject__person_first,1.0,between_feet,main,name_3,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,body_part,gym,Body-part location anchors the object to the person.,True,False,Omar has the ball between their feet.,Omar is across the full length of a long gym from the ball.,Omar is close to the ball.,Omar is far from the ball.,7,9,13,15,6,8,6,8
between_feet__name_3__obj_ball__physical_placement_person_subject__object_first,1.0,between_feet,main,name_3,obj_ball,physical_placement_person_subject,person_subject,person_first,object_first,True,body_part,gym,Body-part location anchors the object to the person.,True,False,Omar has the ball between their feet.,Omar is across the full length of a long gym from the ball.,The ball is close to Omar.,The ball is far from Omar.,7,9,13,15,6,7,6,7
between_feet__name_3__obj_bag__physical_placement__person_first,1.0,between_feet,main,name_3,obj_bag,physical_placement,object_subject,object_first,person_first,True,body_part,gym,Body-part location anchors the object to the person.,True,False,The bag is between Omar's feet.,The bag is across the full length of a long gym from Omar.,Omar is close to the bag.,Omar is far from the bag.,7,8,13,14,6,8,6,8
between_feet__name_3__obj_bag__physical_placement__object_first,1.0,between_feet,main,name_3,obj_bag,physical_placement,object_subject,object_first,object_first,False,body_part,gym,Body-part location anchors the object to the person.,True,False,The bag is between Omar's feet.,The bag is across the full length of a long gym from Omar.,The bag is close to Omar.,The bag is far from Omar.,7,8,13,14,6,7,6,7
